"Geneid","ORE_male_1","CHD_male_1","ORE_male_2","CHD_male_2 "
"FBgn0037708","37","10","22","4"
"FBgn0037705","2367","1350","1924","298"
"FBgn0000244","530","234","420","64"
"FBgn0014023","43","31","30","6"
"FBgn0003205","259","153","217","32"
"FBgn0014380","79","40","64","10"
"FBgn0037698","2542","1281","1924","281"
"FBgn0037737","60","37","60","5"
"FBgn0051415","5","0","3","2"
"FBgn0005777","117","68","89","21"
"FBgn0037743","140","74","101","11"
"FBgn0037751","6","3","9","1"
"FBgn0037753","7","5","6","1"
"FBgn0037754","507","267","393","72"
"FBgn0037756","66","49","65","12"
"FBgn0037757","154","90","131","24"
"FBgn0037759","6","7","9","2"
"FBgn0037761","0","0","0","0"
"FBgn0037762","0","0","0","0"
"FBgn0037770","273","106","216","23"
"FBgn0037766","282","149","227","40"
"FBgn0037765","0","0","0","0"
"FBgn0037763","0","0","0","0"
"FBgn0037760","612","379","508","78"
"FBgn0037758","456","396","359","77"
"FBgn0037755","120","73","97","22"
"FBgn0002868","452","403","399","111"
"FBgn0037750","22","10","21","2"
"FBgn0037749","38","30","18","4"
"FBgn0024330","56","36","50","13"
"FBgn0037742","11","11","9","0"
"FBgn0037741","53","56","67","8"
"FBgn0037739","44","22","42","9"
"FBgn0037736","596","352","502","80"
"FBgn0037772","8","3","4","1"
"FBgn0027524","24","25","20","4"
"FBgn0037778","9","14","11","2"
"FBgn0037780","125","77","103","15"
"FBgn0051410","0","0","0","0"
"FBgn0037783","0","0","0","0"
"FBgn0041105","17","10","9","2"
"FBgn0037788","186","76","148","23"
"FBgn0051477","1","1","0","0"
"FBgn0037796","238","113","224","35"
"FBgn0040238","330","133","246","34"
"FBgn0037794","37","35","38","11"
"FBgn0037792","28","18","52","5"
"FBgn0004889","755","484","638","112"
"FBgn0001321","5","3","8","1"
"FBgn0028734","411","249","302","62"
"FBgn0037786","0","0","0","0"
"FBgn0037782","0","0","1","0"
"FBgn0037781","3","2","1","0"
"FBgn0037779","23","18","22","3"
"FBgn0037777","22","13","33","0"
"FBgn0053208","3365","2580","2598","610"
"FBgn0051407","4","4","5","1"
"FBgn0037773","7","4","5","0"
"FBgn0045473","3","0","6","0"
"FBgn0037797","2","3","4","1"
"FBgn0037801","165","99","87","13"
"FBgn0040078","20","22","20","11"
"FBgn0037809","8","4","9","1"
"FBgn0037810","103","46","78","13"
"FBgn0037811","0","0","1","0"
"FBgn0051406","0","1","0","0"
"FBgn0015396","74","69","80","12"
"FBgn0020379","476","227","339","73"
"FBgn0037807","38","48","38","6"
"FBgn0011970","0","0","0","0"
"FBgn0037802","11","5","4","1"
"FBgn0037798","31","12","16","2"
"FBgn0025879","312","130","259","44"
"FBgn0045443","6","3","7","2"
"FBgn0037815","6","5","3","0"
"FBgn0037817","44","37","23","10"
"FBgn0037816","17","14","21","1"
"FBgn0024957","558","338","429","63"
"FBgn0037814","127","86","134","17"
"FBgn0037824","5","1","3","0"
"FBgn0037827","0","0","0","0"
"FBgn0037831","179","98","142","20"
"FBgn0037832","0","0","1","0"
"FBgn0017577","2","4","4","0"
"FBgn0037835","101","75","72","19"
"FBgn0037838","41","28","20","9"
"FBgn0037841","6","7","7","0"
"FBgn0037843","129","73","89","10"
"FBgn0037844","2","3","1","0"
"FBgn0037848","108","47","69","8"
"FBgn0037849","90","37","87","21"
"FBgn0011768","219","110","123","28"
"FBgn0037846","71","41","72","15"
"FBgn0037845","30","23","16","11"
"FBgn0037842","34","20","28","2"
"FBgn0037837","0","1","1","1"
"FBgn0037834","56","35","53","3"
"FBgn0010421","22","12","19","6"
"FBgn0051390","55","24","36","7"
"FBgn0051272","2","3","1","0"
"FBgn0037829","0","2","0","0"
"FBgn0004841","50","21","37","4"
"FBgn0037828","0","2","1","0"
"FBgn0037826","0","0","0","2"
"FBgn0051373","0","0","0","0"
"FBgn0051278","16","5","14","1"
"FBgn0051467","10","4","10","4"
"FBgn0051391","0","0","1","0"
"FBgn0037819","32","39","33","8"
"FBgn0037818","26","11","26","3"
"FBgn0037856","117","71","81","15"
"FBgn0037857","1","1","2","1"
"FBgn0037855","379","170","294","24"
"FBgn0042094","67","33","52","6"
"FBgn0037853","64","33","47","8"
"FBgn0037852","88","41","68","16"
"FBgn0037850","9","6","7","2"
"FBgn0037862","1","0","0","0"
"FBgn0040257","1","0","0","0"
"FBgn0040259","122","102","94","28"
"FBgn0027584","135","334","119","34"
"FBgn0040252","0","1","0","0"
"FBgn0037870","6","1","3","0"
"FBgn0037874","1339","575","1103","115"
"FBgn0037876","39","29","32","3"
"FBgn0020910","4192","1811","3317","436"
"FBgn0037879","7","6","2","1"
"FBgn0037880","30","23","25","3"
"FBgn0037883","7","13","5","4"
"FBgn0037885","15","6","13","0"
"FBgn0051441","7","8","15","1"
"FBgn0051388","70","23","54","9"
"FBgn0037889","2","2","4","0"
"FBgn0037891","716","397","577","86"
"FBgn0037890","192","104","172","19"
"FBgn0037888","0","1","3","0"
"FBgn0037884","146","90","135","25"
"FBgn0037882","23","15","20","2"
"FBgn0037881","128","83","115","30"
"FBgn0037878","51","27","45","8"
"FBgn0037877","142","70","118","28"
"FBgn0037875","112","53","77","21"
"FBgn0037873","336","175","253","47"
"FBgn0040250","0","0","0","0"
"FBgn0026315","20","24","21","9"
"FBgn0026314","179","61","145","24"
"FBgn0040255","7","4","8","0"
"FBgn0040253","2","4","1","0"
"FBgn0040251","4","3","1","0"
"FBgn0040256","217","26","190","2"
"FBgn0037860","0","0","0","0"
"FBgn0037892","22","26","17","1"
"FBgn0011774","25","23","28","7"
"FBgn0037894","81","40","54","9"
"FBgn0037897","340","261","274","49"
"FBgn0037898","2","2","3","1"
"FBgn0037900","51","24","44","6"
"FBgn0037902","111","68","86","17"
"FBgn0046225","166","72","114","16"
"FBgn0037908","94","49","71","15"
"FBgn0037906","69","45","51","12"
"FBgn0051374","196","134","130","27"
"FBgn0037901","37","29","30","5"
"FBgn0037899","353","148","278","59"
"FBgn0037896","69","77","79","31"
"FBgn0037895","69","83","77","14"
"FBgn0026064","0","0","0","0"
"FBgn0026063","0","0","0","0"
"FBgn0037910","0","0","0","0"
"FBgn0037911","66","31","37","5"
"FBgn0037916","1","2","1","2"
"FBgn0037917","228","119","200","18"
"FBgn0037920","21","10","24","1"
"FBgn0037922","0","0","0","0"
"FBgn0042205","20","7","8","3"
"FBgn0037924","176","114","136","22"
"FBgn0037926","132","69","145","25"
"FBgn0037930","28","12","33","3"
"FBgn0037933","30","27","39","13"
"FBgn0037939","0","1","1","0"
"FBgn0025821","0","0","0","0"
"FBgn0037940","1","2","0","0"
"FBgn0037941","139","71","121","28"
"FBgn0037942","36","24","23","6"
"FBgn0037943","61","32","59","9"
"FBgn0037944","503","200","370","45"
"FBgn0002906","66","48","56","11"
"FBgn0037937","0","7","3","0"
"FBgn0042110","2","3","0","1"
"FBgn0037936","627","85","467","42"
"FBgn0037935","146","64","96","24"
"FBgn0037934","47","29","21","8"
"FBgn0011290","102","54","87","16"
"FBgn0037931","83","55","77","13"
"FBgn0037923","15","11","8","0"
"FBgn0037921","23","5","8","4"
"FBgn0051363","721","322","585","63"
"FBgn0037918","635","303","462","59"
"FBgn0037915","4","1","1","1"
"FBgn0037950","86","34","50","4"
"FBgn0019624","457","261","394","58"
"FBgn0003312","5","5","7","2"
"FBgn0051368","234","84","134","18"
"FBgn0037964","18","11","17","3"
"FBgn0051211","1120","670","864","133"
"FBgn0013276","794","59","725","11"
"FBgn0000147","9","10","10","1"
"FBgn0037970","0","0","0","0"
"FBgn0037976","198","94","169","22"
"FBgn0037975","49","29","39","9"
"FBgn0037974","34","29","20","1"
"FBgn0037973","79","64","69","11"
"FBgn0037972","6","0","6","0"
"FBgn0013275","2143","188","2218","27"
"FBgn0037963","382","272","300","62"
"FBgn0037962","2","2","4","0"
"FBgn0037960","52","46","39","6"
"FBgn0037958","33","21","29","7"
"FBgn0037956","205","122","201","42"
"FBgn0037955","243","94","175","18"
"FBgn0051116","945","456","853","118"
"FBgn0025802","513","355","465","98"
"FBgn0037949","806","483","701","139"
"FBgn0017581","12512","6115","10431","1493"
"FBgn0037979","170","98","162","19"
"FBgn0037981","25","13","11","2"
"FBgn0037985","0","0","0","0"
"FBgn0051361","193","109","148","29"
"FBgn0011905","0","0","0","0"
"FBgn0037995","2","0","0","1"
"FBgn0037994","3","2","3","0"
"FBgn0037993","177","80","140","16"
"FBgn0037992","14","0","14","0"
"FBgn0037989","843","539","833","115"
"FBgn0037988","0","0","0","0"
"FBgn0037987","0","0","0","0"
"FBgn0051358","0","0","0","0"
"FBgn0037980","68","39","37","8"
"FBgn0037978","96","52","59","13"
"FBgn0051356","0","0","0","0"
"FBgn0038000","0","0","0","0"
"FBgn0038003","0","1","0","0"
"FBgn0038008","5","8","4","2"
"FBgn0003651","375","255","284","48"
"FBgn0038009","0","1","0","0"
"FBgn0038011","2","1","0","0"
"FBgn0038012","0","0","0","0"
"FBgn0038017","8","5","5","1"
"FBgn0010038","16","4","6","3"
"FBgn0010039","29","10","26","5"
"FBgn0010040","3","0","1","0"
"FBgn0010041","2","2","1","0"
"FBgn0010042","0","0","0","0"
"FBgn0010043","1","0","0","0"
"FBgn0010044","1","1","1","2"
"FBgn0038029","1","5","6","1"
"FBgn0053098","6","5","10","0"
"FBgn0038038","150","112","120","29"
"FBgn0038039","130","61","109","11"
"FBgn0082831","783","342","621","98"
"FBgn0038043","50","33","47","10"
"FBgn0038045","6","6","2","2"
"FBgn0038047","6","4","1","0"
"FBgn0038049","74","40","68","12"
"FBgn0043043","3","4","6","0"
"FBgn0029512","36","23","32","7"
"FBgn0038046","150","76","79","21"
"FBgn0004103","679","336","542","85"
"FBgn0038042","107","46","72","22"
"FBgn0000455","84","67","57","13"
"FBgn0038037","371","207","318","50"
"FBgn0038034","48","26","43","4"
"FBgn0038028","2","0","0","1"
"FBgn0038020","63","28","67","5"
"FBgn0042206","14","3","17","1"
"FBgn0038018","4","0","2","0"
"FBgn0038016","403","208","338","43"
"FBgn0038014","2","1","6","1"
"FBgn0038013","46","15","28","3"
"FBgn0051432","0","0","0","0"
"FBgn0038007","0","1","0","0"
"FBgn0038006","0","6","1","0"
"FBgn0038005","0","1","1","1"
"FBgn0011270","0","0","0","0"
"FBgn0038001","0","0","0","0"
"FBgn0037999","17","7","18","3"
"FBgn0037998","198","139","152","34"
"FBgn0037996","1","0","0","0"
"FBgn0038053","287","170","227","31"
"FBgn0038054","12","9","13","2"
"FBgn0038055","109","62","79","9"
"FBgn0038057","13","8","8","4"
"FBgn0051354","4","0","10","0"
"FBgn0013278","911","85","931","13"
"FBgn0013279","690","48","530","7"
"FBgn0028374","138","76","102","19"
"FBgn0038065","222","118","177","35"
"FBgn0260444","113","56","101","13"
"FBgn0042207","5","2","3","0"
"FBgn0038067","0","0","2","0"
"FBgn0038068","0","1","0","0"
"FBgn0038069","0","0","0","0"
"FBgn0038071","31","11","18","4"
"FBgn0038072","125","64","95","17"
"FBgn0038073","2","2","0","0"
"FBgn0038074","1356","648","1046","93"
"FBgn0011745","171","103","119","24"
"FBgn0038079","11","5","8","4"
"FBgn0016693","455","227","372","49"
"FBgn0038080","19","10","16","2"
"FBgn0038082","0","0","1","1"
"FBgn0038084","67","32","62","8"
"FBgn0038083","2","10","3","4"
"FBgn0002719","2158","958","1678","253"
"FBgn0002905","60","44","46","13"
"FBgn0038078","1","0","0","0"
"FBgn0051347","21","12","17","1"
"FBgn0005355","156","52","109","9"
"FBgn0001296","479","116","377","22"
"FBgn0038076","12","3","4","1"
"FBgn0026207","47","28","38","8"
"FBgn0038070","3","11","1","2"
"FBgn0005671","2579","1412","1905","347"
"FBgn0052865","200","17","175","5"
"FBgn0013277","523","77","594","3"
"FBgn0038058","75","41","54","10"
"FBgn0038056","71","39","79","7"
"FBgn0038051","0","0","0","0"
"FBgn0038089","0","0","0","0"
"FBgn0038092","73","39","74","13"
"FBgn0038090","0","2","0","0"
"FBgn0038088","112","61","93","15"
"FBgn0051345","26","17","23","3"
"FBgn0038095","2","1","2","0"
"FBgn0038099","3","2","2","0"
"FBgn0038100","246","155","283","31"
"FBgn0051342","424","245","318","47"
"FBgn0038106","41","25","46","6"
"FBgn0038108","1253","711","869","168"
"FBgn0038109","23","6","12","3"
"FBgn0002354","19","10","19","6"
"FBgn0003308","326","240","217","41"
"FBgn0038113","18","10","12","5"
"FBgn0038114","0","1","3","0"
"FBgn0001217","131","7","113","0"
"FBgn0051157","37","3","38","0"
"FBgn0004666","56","24","44","6"
"FBgn0038118","27","6","23","2"
"FBgn0038115","141","63","134","9"
"FBgn0003450","0","0","1","0"
"FBgn0038110","42","20","31","3"
"FBgn0038107","0","0","0","0"
"FBgn0038105","118","92","101","21"
"FBgn0041710","27","26","26","7"
"FBgn0038102","13","8","6","5"
"FBgn0038098","86","68","78","17"
"FBgn0040493","136","103","136","32"
"FBgn0038097","3","2","2","0"
"FBgn0038122","0","0","0","0"
"FBgn0038124","0","0","0","0"
"FBgn0038125","1","0","0","0"
"FBgn0040551","22","18","19","1"
"FBgn0003598","223","129","175","22"
"FBgn0038130","26","11","15","2"
"FBgn0038133","1","2","3","0"
"FBgn0038135","0","0","0","0"
"FBgn0038136","0","0","0","0"
"FBgn0052473","259","155","167","33"
"FBgn0038140","25","7","17","7"
"FBgn0045442","0","0","1","0"
"FBgn0027610","380","189","300","35"
"FBgn0038142","12","11","10","6"
"FBgn0038144","4","2","2","0"
"FBgn0038145","1588","626","1377","155"
"FBgn0038148","0","0","1","0"
"FBgn0041711","29","44","27","9"
"FBgn0038151","0","0","0","0"
"FBgn0038150","0","0","0","0"
"FBgn0038149","218","126","195","40"
"FBgn0040553","0","0","0","0"
"FBgn0038147","122","212","92","28"
"FBgn0038146","79","36","80","9"
"FBgn0044511","12","3","10","1"
"FBgn0038143","2867","1368","2358","422"
"FBgn0023495","2","1","3","1"
"FBgn0038134","0","0","0","0"
"FBgn0038132","0","1","2","0"
"FBgn0038129","118","94","104","17"
"FBgn0038128","23","14","10","5"
"FBgn0000024","2711","1596","2377","341"
"FBgn0038127","16","4","17","3"
"FBgn0038126","9","8","6","2"
"FBgn0038123","0","0","0","0"
"FBgn0038153","1","0","1","0"
"FBgn0000046","360","141","291","29"
"FBgn0038158","0","0","0","0"
"FBgn0038159","0","0","0","0"
"FBgn0051337","0","0","0","0"
"FBgn0038157","0","0","0","0"
"FBgn0040554","3","1","2","0"
"FBgn0004049","366","241","291","34"
"FBgn0038161","0","0","0","0"
"FBgn0038163","3","8","9","3"
"FBgn0015778","1340","613","1014","145"
"FBgn0038167","152","75","91","29"
"FBgn0024555","1240","684","988","159"
"FBgn0038170","15","11","21","6"
"FBgn0002937","197","198","159","42"
"FBgn0038173","51","25","45","2"
"FBgn0038179","53","34","41","9"
"FBgn0038180","11","12","13","0"
"FBgn0038181","834","372","595","109"
"FBgn0260464","0","0","0","0"
"FBgn0038183","20","4","33","1"
"FBgn0000454","283","138","244","21"
"FBgn0051588","0","0","0","0"
"FBgn0051331","0","0","0","0"
"FBgn0038172","331","175","234","59"
"FBgn0028487","311","173","207","42"
"FBgn0038168","218","100","177","24"
"FBgn0038166","63","32","44","7"
"FBgn0038165","543","291","452","73"
"FBgn0004237","306","163","243","60"
"FBgn0010258","12","8","4","0"
"FBgn0003060","2","1","3","0"
"FBgn0038160","87","14","89","5"
"FBgn0000576","17","6","19","5"
"FBgn0047199","0","0","0","0"
"FBgn0016672","818","359","569","93"
"FBgn0015270","3","1","5","1"
"FBgn0038195","335","199","265","44"
"FBgn0038196","12","12","19","5"
"FBgn0038191","6","0","1","0"
"FBgn0038190","0","0","0","1"
"FBgn0038189","2","0","1","0"
"FBgn0038188","1","0","0","0"
"FBgn0008646","26","19","22","4"
"FBgn0038186","0","0","0","0"
"FBgn0051495","5","8","7","3"
"FBgn0002862","0","0","0","0"
"FBgn0038197","618","370","507","73"
"FBgn0038198","196","148","169","30"
"FBgn0038203","0","0","0","0"
"FBgn0038206","57","33","42","6"
"FBgn0038210","2","0","1","0"
"FBgn0027083","81","65","56","17"
"FBgn0038214","3","7","0","0"
"FBgn0038213","2","7","3","1"
"FBgn0027563","208","71","161","17"
"FBgn0053329","181","59","139","13"
"FBgn0053109","11","2","7","0"
"FBgn0051326","675","248","556","57"
"FBgn0038211","333","127","248","38"
"FBgn0011582","1333","642","1073","155"
"FBgn0051327","2","0","2","1"
"FBgn0051533","0","4","2","0"
"FBgn0038209","0","0","0","0"
"FBgn0038208","0","0","2","0"
"FBgn0038207","2","2","5","0"
"FBgn0010340","23","6","18","3"
"FBgn0020510","260","169","257","42"
"FBgn0038205","32","18","25","1"
"FBgn0038204","0","0","0","0"
"FBgn0038202","151","77","116","14"
"FBgn0038200","2","2","2","0"
"FBgn0038199","27","7","16","2"
"FBgn0011971","0","0","0","0"
"FBgn0038219","1","0","0","0"
"FBgn0038221","15","10","13","1"
"FBgn0004855","32","20","21","3"
"FBgn0051321","41","24","48","4"
"FBgn0013767","65","28","49","14"
"FBgn0011474","211","116","154","31"
"FBgn0038224","299","134","243","22"
"FBgn0003480","15","9","4","1"
"FBgn0038225","0","0","0","1"
"FBgn0024321","481","237","421","48"
"FBgn0038223","535","299","400","59"
"FBgn0003567","148","84","128","18"
"FBgn0038218","0","1","1","1"
"FBgn0038217","0","1","0","0"
"FBgn0038234","12","12","9","1"
"FBgn0038236","754","321","626","72"
"FBgn0038239","0","0","0","0"
"FBgn0038240","0","0","0","0"
"FBgn0038242","2","2","3","1"
"FBgn0020299","480","214","343","62"
"FBgn0038246","486","248","389","77"
"FBgn0013981","494","227","438","50"
"FBgn0038247","14","12","11","3"
"FBgn0038250","75","40","82","10"
"FBgn0038251","49","31","45","3"
"FBgn0038252","2","0","3","0"
"FBgn0025808","29","15","23","5"
"FBgn0038248","5","5","4","0"
"FBgn0003169","466","208","372","47"
"FBgn0038244","806","392","567","104"
"FBgn0004629","0","0","0","0"
"FBgn0038243","33","18","19","3"
"FBgn0051313","116","168","88","46"
"FBgn0038241","1","1","1","0"
"FBgn0038238","4","1","4","2"
"FBgn0038237","869","480","672","111"
"FBgn0038235","6","6","7","4"
"FBgn0038233","39","18","29","2"
"FBgn0038260","10","13","12","6"
"FBgn0038261","10","7","12","2"
"FBgn0038262","11","6","12","0"
"FBgn0038266","47","24","24","4"
"FBgn0038268","47","32","47","10"
"FBgn0067628","10","7","11","2"
"FBgn0067629","13","4","12","2"
"FBgn0038271","1981","969","1441","302"
"FBgn0038273","0","1","0","0"
"FBgn0038275","11","6","6","2"
"FBgn0038279","130","71","74","24"
"FBgn0028662","596","368","460","88"
"FBgn0038277","2","4","2","1"
"FBgn0038274","57","11","38","5"
"FBgn0038272","60","28","41","8"
"FBgn0004597","38","13","40","2"
"FBgn0038269","95","67","102","12"
"FBgn0038258","91","51","75","7"
"FBgn0038257","167","131","165","21"
"FBgn0011217","752","376","681","92"
"FBgn0038256","281","148","241","37"
"FBgn0038280","21","1","10","0"
"FBgn0038281","0","0","0","0"
"FBgn0038291","0","0","0","0"
"FBgn0038292","52","24","40","3"
"FBgn0038296","131","62","84","13"
"FBgn0038294","1803","1083","1590","282"
"FBgn0038290","301","132","225","19"
"FBgn0038286","1012","472","893","136"
"FBgn0038285","6","7","8","1"
"FBgn0038300","56","38","56","4"
"FBgn0038302","10","16","12","1"
"FBgn0038304","126","61","89","8"
"FBgn0038307","16","12","22","2"
"FBgn0014879","67","34","58","7"
"FBgn0016691","535","258","411","56"
"FBgn0038312","28","14","20","7"
"FBgn0038313","3","1","2","0"
"FBgn0004117","391","212","339","74"
"FBgn0038315","6","0","2","0"
"FBgn0026441","291","150","228","32"
"FBgn0000533","55","23","40","5"
"FBgn0038319","33","19","39","9"
"FBgn0038320","474","274","427","89"
"FBgn0021750","102","55","71","13"
"FBgn0051301","43","24","42","13"
"FBgn0038324","26","18","30","8"
"FBgn0038326","97","58","79","6"
"FBgn0038327","24","8","22","6"
"FBgn0038331","107","60","104","15"
"FBgn0041188","1827","880","1365","203"
"FBgn0038339","12","2","10","1"
"FBgn0038337","63","49","46","13"
"FBgn0038334","21","7","16","3"
"FBgn0038332","16","7","14","2"
"FBgn0038330","161","69","117","19"
"FBgn0026737","20","26","14","0"
"FBgn0026634","67","52","60","12"
"FBgn0038325","170","105","153","20"
"FBgn0019925","301","169","257","39"
"FBgn0038321","121","116","124","36"
"FBgn0013269","50","22","37","7"
"FBgn0038318","100","83","92","17"
"FBgn0038316","120","72","118","16"
"FBgn0011476","0","0","0","0"
"FBgn0027378","46","33","59","7"
"FBgn0000283","529","325","439","75"
"FBgn0038311","15","11","15","3"
"FBgn0038309","6","6","15","1"
"FBgn0045035","197","105","178","21"
"FBgn0038306","26","13","25","6"
"FBgn0051344","162","77","116","20"
"FBgn0051155","18","13","13","4"
"FBgn0038303","235","143","191","25"
"FBgn0038301","84","179","75","30"
"FBgn0038299","335","77","283","10"
"FBgn0028984","280","135","195","47"
"FBgn0000047","9","2","2","3"
"FBgn0038342","1","0","4","0"
"FBgn0019940","2464","840","1807","236"
"FBgn0038344","198","102","157","29"
"FBgn0038345","0","0","0","0"
