"Geneid","ORE_fem_1 ","CHD_fem_1 ","ORE_fem_2 ","CHD_fem_2 "
"FBgn0038894","2","1","5","0"
"FBgn0051176","74","18","58","8"
"FBgn0011766","537","204","374","122"
"FBgn0038892","0","0","1","0"
"FBgn0002941","22","7","20","4"
"FBgn0038897","55","32","35","26"
"FBgn0051343","5","1","1","1"
"FBgn0051233","1","1","2","0"
"FBgn0051198","0","0","0","0"
"FBgn0038901","2","0","0","0"
"FBgn0038902","13","2","7","0"
"FBgn0041229","1","1","1","1"
"FBgn0051431","5","21","7","12"
"FBgn0064912","0","10","0","4"
"FBgn0038912","168","144","107","66"
"FBgn0053092","1","5","0","0"
"FBgn0051465","0","0","0","0"
"FBgn0038917","20","10","13","6"
"FBgn0038918","0","1","0","0"
"FBgn0038919","5","4","5","0"
"FBgn0038916","2","2","1","1"
"FBgn0038915","0","0","0","0"
"FBgn0038914","28","161","10","281"
"FBgn0051174","1","5","1","2"
"FBgn0038909","6","11","2","2"
"FBgn0015229","199","38","95","30"
"FBgn0045468","0","0","0","0"
"FBgn0045469","1","0","0","0"
"FBgn0045470","1","0","0","0"
"FBgn0013759","2025","812","1438","430"
"FBgn0003867","132","44","93","36"
"FBgn0038903","13","1","5","0"
"FBgn0027575","589","259","399","160"
"FBgn0038921","15","6","3","4"
"FBgn0038923","19","9","12","0"
"FBgn0019957","259","87","166","63"
"FBgn0038928","18","5","9","2"
"FBgn0038929","21","2","16","4"
"FBgn0040582","103","26","29","73"
"FBgn0038931","1","1","0","0"
"FBgn0038930","365","122","220","127"
"FBgn0038927","0","0","0","0"
"FBgn0038926","109","37","88","35"
"FBgn0038925","180","69","101","38"
"FBgn0038924","114","30","94","40"
"FBgn0019960","511","232","339","130"
"FBgn0038922","474","205","282","110"
"FBgn0051164","0","0","0","0"
"FBgn0051163","392","187","297","106"
"FBgn0038934","39","7","29","8"
"FBgn0038938","90","46","83","14"
"FBgn0038941","0","0","0","0"
"FBgn0038942","0","0","0","0"
"FBgn0038946","143","54","109","28"
"FBgn0038947","260","98","141","48"
"FBgn0260467","0","0","0","0"
"FBgn0038952","17","4","11","6"
"FBgn0038953","41","30","37","15"
"FBgn0038957","16","6","23","5"
"FBgn0051165","0","0","0","0"
"FBgn0051166","0","0","0","0"
"FBgn0038959","13","5","10","6"
"FBgn0038960","7","6","10","1"
"FBgn0038965","82","24","46","16"
"FBgn0038964","86","21","35","13"
"FBgn0038961","63","34","51","18"
"FBgn0051167","0","0","0","0"
"FBgn0051162","0","0","0","0"
"FBgn0038958","0","0","0","0"
"FBgn0038956","10","2","13","0"
"FBgn0038951","15","3","10","2"
"FBgn0038948","79","21","40","23"
"FBgn0038945","0","0","0","0"
"FBgn0038944","0","0","0","0"
"FBgn0038943","0","0","0","0"
"FBgn0051423","1","0","1","0"
"FBgn0051424","0","0","0","0"
"FBgn0038972","16","5","4","7"
"FBgn0038973","0","0","2","2"
"FBgn0038975","2145","925","1397","534"
"FBgn0038976","22","6","24","9"
"FBgn0038978","0","0","0","0"
"FBgn0038979","0","0","0","0"
"FBgn0053110","163","66","72","26"
"FBgn0028837","39","17","21","7"
"FBgn0038989","25","3","7","3"
"FBgn0051158","979","617","686","304"
"FBgn0038993","14","5","7","7"
"FBgn0051159","20","21","21","7"
"FBgn0051161","4","5","9","0"
"FBgn0020278","132","83","90","48"
"FBgn0051156","60","30","37","16"
"FBgn0014949","4","0","0","1"
"FBgn0053107","14","8","13","5"
"FBgn0024558","42","9","14","10"
"FBgn0038986","5","5","5","1"
"FBgn0038984","1186","314","819","225"
"FBgn0038983","90","21","50","12"
"FBgn0053099","2","2","3","2"
"FBgn0038981","166","77","84","45"
"FBgn0003676","223","63","202","42"
"FBgn0038977","2","1","3","0"
"FBgn0038974","20","12","8","8"
"FBgn0028688","116","33","69","22"
"FBgn0038968","161","51","90","36"
"FBgn0038967","3","2","1","1"
"FBgn0038966","35","13","35","8"
"FBgn0039002","0","0","0","0"
"FBgn0039004","32","9","12","4"
"FBgn0039006","21","12","8","6"
"FBgn0039008","47","13","12","6"
"FBgn0039017","6","3","5","1"
"FBgn0039019","20","10","15","8"
"FBgn0039025","106","43","52","27"
"FBgn0039026","1568","795","1026","406"
"FBgn0039027","1","0","0","0"
"FBgn0039029","0","1","0","0"
"FBgn0039028","26","4","31","1"
"FBgn0040588","52","12","38","7"
"FBgn0039024","263","115","132","102"
"FBgn0039023","133","27","87","32"
"FBgn0039022","118","43","61","27"
"FBgn0051139","0","0","0","0"
"FBgn0039016","170","86","110","59"
"FBgn0039015","3","0","3","0"
"FBgn0039013","22","9","12","4"
"FBgn0024958","136","76","91","58"
"FBgn0051151","637","307","405","183"
"FBgn0039010","5","2","5","1"
"FBgn0039009","9","3","4","1"
"FBgn0039007","2","0","1","1"
"FBgn0039003","59","36","36","13"
"FBgn0046114","220","100","140","56"
"FBgn0017590","294","95","169","71"
"FBgn0039030","34","10","26","4"
"FBgn0051281","0","0","1","0"
"FBgn0039031","98","30","57","34"
"FBgn0039033","2","0","3","2"
"FBgn0039034","4","5","1","1"
"FBgn0039038","1","0","2","1"
"FBgn0039041","2","0","0","0"
"FBgn0039042","6","1","1","0"
"FBgn0041225","4","3","5","1"
"FBgn0027526","25","11","9","3"
"FBgn0039049","0","0","1","0"
"FBgn0039050","3","2","2","0"
"FBgn0039051","67","14","46","9"
"FBgn0039052","77","16","43","14"
"FBgn0039053","93","16","58","12"
"FBgn0039054","1535","625","1043","331"
"FBgn0039048","279","131","186","75"
"FBgn0053193","42","25","33","12"
"FBgn0039045","0","0","0","0"
"FBgn0039044","17","3","11","3"
"FBgn0039043","88","39","65","28"
"FBgn0039040","19","8","16","3"
"FBgn0039039","0","0","0","0"
"FBgn0039056","169","80","102","54"
"FBgn0039066","117","38","71","21"
"FBgn0039068","13","7","5","3"
"FBgn0025781","30","8","15","11"
"FBgn0039069","9","5","13","1"
"FBgn0039071","1","1","0","0"
"FBgn0039070","2","2","2","0"
"FBgn0039067","29","12","27","7"
"FBgn0039065","27","19","18","7"
"FBgn0039064","1379","549","796","303"
"FBgn0011596","71","37","60","18"
"FBgn0039059","2","0","0","0"
"FBgn0039058","0","0","3","0"
"FBgn0004395","394","118","215","78"
"FBgn0051457","13","9","11","8"
"FBgn0051365","35","17","26","11"
"FBgn0039055","196","75","164","33"
"FBgn0024509","70","19","37","23"
"FBgn0002622","2045","539","1376","390"
"FBgn0051225","0","0","0","0"
"FBgn0039079","1","0","1","0"
"FBgn0039080","0","0","0","0"
"FBgn0039088","0","0","0","0"
"FBgn0039087","0","0","0","0"
"FBgn0039086","0","0","0","0"
"FBgn0039085","0","0","0","0"
"FBgn0039084","99","35","40","28"
"FBgn0039083","2","1","0","0"
"FBgn0039081","165","76","99","36"
"FBgn0039078","17","12","16","9"
"FBgn0039077","0","0","1","0"
"FBgn0051515","0","0","0","0"
"FBgn0039075","293","141","177","78"
"FBgn0039073","31","23","14","28"
"FBgn0016119","270","86","179","63"
"FBgn0039089","169","45","83","29"
"FBgn0039098","1","1","0","2"
"FBgn0039099","25","12","17","16"
"FBgn0039101","17","1","10","1"
"FBgn0042106","9","3","6","0"
"FBgn0039102","184","87","95","113"
"FBgn0051148","0","0","1","0"
"FBgn0051413","1","0","0","0"
"FBgn0051414","68","35","61","31"
"FBgn0039106","1","0","0","0"
"FBgn0039107","2","0","0","0"
"FBgn0039109","145","39","75","32"
"FBgn0028684","89","29","50","19"
"FBgn0039111","11","5","6","1"
"FBgn0039112","201","76","110","45"
"FBgn0028475","115","46","74","22"
"FBgn0039110","92","16","54","14"
"FBgn0028691","158","52","104","39"
"FBgn0039108","1","2","0","0"
"FBgn0002922","3","3","0","0"
"FBgn0047351","0","0","0","0"
"FBgn0043005","40","26","24","9"
"FBgn0039104","0","0","0","0"
"FBgn0027512","225","72","153","60"
"FBgn0051145","982","356","752","248"
"FBgn0039094","37","30","46","24"
"FBgn0051143","0","0","0","0"
"FBgn0039093","2","0","0","0"
"FBgn0039092","4","0","0","0"
"FBgn0053337","0","0","0","0"
"FBgn0039091","1","0","0","0"
"FBgn0004187","5","3130","10","0"
"FBgn0004186","3","2","1","0"
"FBgn0051141","0","1","0","0"
"FBgn0039125","16","8","4","7"
"FBgn0047114","3","2","2","0"
"FBgn0039128","3","0","0","0"
"FBgn0039130","42","13","21","9"
"FBgn0039132","111","31","67","16"
"FBgn0051140","1343","571","833","315"
"FBgn0051451","5278","1828","3265","952"
"FBgn0039136","101","33","62","21"
"FBgn0015795","365","115","245","76"
"FBgn0053108","11","3","4","4"
"FBgn0051184","10","2","6","3"
"FBgn0020647","641","320","524","204"
"FBgn0039137","121","67","101","28"
"FBgn0039135","99","27","65","15"
"FBgn0005674","347","153","229","110"
"FBgn0039131","32","12","4","4"
"FBgn0039129","0","0","1","1"
"FBgn0015282","127","48","123","32"
"FBgn0039126","20","15","21","9"
"FBgn0016754","538","265","369","135"
"FBgn0039124","3","0","0","1"
"FBgn0013347","81","23","36","8"
"FBgn0025574","275","111","182","52"
"FBgn0004185","3","0","1","1"
"FBgn0039139","12","3","4","4"
"FBgn0039141","93","50","73","30"
"FBgn0043455","25","9","11","4"
"FBgn0026576","233","132","123","108"
"FBgn0039145","1","0","0","0"
"FBgn0040283","168","60","132","41"
"FBgn0039147","2","1","4","0"
"FBgn0039149","18","6","12","6"
"FBgn0039152","21","64","18","42"
"FBgn0026317","153","79","102","46"
"FBgn0039154","5","1","7","2"
"FBgn0039155","53","20","22","3"
"FBgn0039156","98","29","68","17"
"FBgn0039158","8","6","6","2"
"FBgn0026598","21","5","7","4"
"FBgn0039161","33","12","16","5"
"FBgn0029503","42","11","68","8"
"FBgn0039165","56","26","36","16"
"FBgn0026257","13","3","4","2"
"FBgn0039170","6","5","2","0"
"FBgn0002863","0","0","0","0"
"FBgn0043884","3410","1753","2061","964"
"FBgn0039172","57","27","28","12"
"FBgn0039169","114","63","62","28"
"FBgn0011725","207","110","128","43"
"FBgn0039167","78","41","48","12"
"FBgn0039163","59","21","24","7"
"FBgn0039160","60","13","35","10"
"FBgn0039159","17","6","3","3"
"FBgn0015765","18","8","11","4"
"FBgn0051133","10","8","14","9"
"FBgn0039153","26","12","15","7"
"FBgn0039151","194","212","92","131"
"FBgn0039150","94","53","43","30"
"FBgn0053100","454","131","281","87"
"FBgn0013343","757","263","445","148"
"FBgn0001230","5592","173","6582","122"
"FBgn0005649","398","183","251","110"
"FBgn0039140","221","82","147","50"
"FBgn0051130","1","0","0","0"
"FBgn0019952","47","49","22","35"
"FBgn0039178","72","55","48","23"
"FBgn0011785","457","185","272","89"
"FBgn0039183","28","17","25","15"
"FBgn0039184","2","1","0","1"
"FBgn0011581","282","58","151","32"
"FBgn0039187","351","160","231","108"
"FBgn0053339","0","0","0","0"
"FBgn0053340","0","0","0","0"
"FBgn0039193","0","0","0","0"
"FBgn0053341","0","0","0","0"
"FBgn0039194","0","0","0","0"
"FBgn0039199","1","0","0","0"
"FBgn0039200","3","0","2","0"
"FBgn0000036","634","185","411","119"
"FBgn0039198","0","0","0","0"
"FBgn0039197","0","0","0","0"
"FBgn0039196","0","0","0","0"
"FBgn0039195","0","0","0","0"
"FBgn0039192","0","0","0","0"
"FBgn0039190","0","0","0","0"
"FBgn0039189","9","2","4","0"
"FBgn0039188","30","11","19","5"
"FBgn0039186","354","153","244","88"
"FBgn0039182","114","52","53","18"
"FBgn0028471","163","77","128","31"
"FBgn0039180","2","0","0","0"
"FBgn0039175","54","28","39","21"
"FBgn0051128","0","0","0","0"
"FBgn0000039","89","28","58","20"
"FBgn0039201","5","1","5","0"
"FBgn0003134","295","73","183","48"
"FBgn0039203","10","10","8","7"
"FBgn0039204","43","19","51","6"
"FBgn0011845","0","0","0","0"
"FBgn0004188","2","0","1","0"
"FBgn0004189","1","1","1","1"
"FBgn0004190","2","0","0","0"
"FBgn0039213","303","142","196","79"
"FBgn0000139","111","23","72","11"
"FBgn0051126","8","5","3","7"
"FBgn0020018","32","14","13","8"
"FBgn0051125","16","4","7","4"
"FBgn0039214","910","435","654","270"
"FBgn0046685","83","40","54","29"
"FBgn0039212","27","6","25","5"
"FBgn0039210","26","8","21","7"
"FBgn0039209","895","276","466","159"
"FBgn0039205","8","1","12","9"
"FBgn0039202","13","3","4","1"
"FBgn0004118","89","49","85","30"
"FBgn0039217","0","0","1","0"
"FBgn0039218","10","4","7","1"
"FBgn0004885","833","300","533","229"
"FBgn0003719","82","13","47","14"
"FBgn0000140","3","0","1","1"
"FBgn0040600","151","23","66","27"
"FBgn0039225","6","2","6","3"
"FBgn0039228","5","0","1","0"
"FBgn0039232","54","9","38","15"
"FBgn0013953","22","5","11","5"
"FBgn0039233","9","4","7","2"
"FBgn0039234","130","54","78","24"
"FBgn0039238","116","32","53","17"
"FBgn0013949","232","69","131","117"
"FBgn0039241","1087","260","1090","350"
"FBgn0043799","13","7","8","1"
"FBgn0039244","16","11","6","3"
"FBgn0039246","0","0","0","0"
"FBgn0051382","0","0","0","0"
"FBgn0039249","68","27","38","17"
"FBgn0039250","5","3","1","1"
"FBgn0039251","1","0","0","0"
"FBgn0051416","0","0","0","0"
"FBgn0040601","4","3","1","1"
"FBgn0051121","79","27","31","26"
"FBgn0039240","272","123","163","68"
"FBgn0015625","5","0","2","0"
"FBgn0039239","28","8","4","4"
"FBgn0039237","1","0","1","0"
"FBgn0051105","4","1","2","1"
"FBgn0039235","2","0","0","0"
"FBgn0051119","32","7","29","3"
"FBgn0051357","64","24","34","23"
"FBgn0051118","59","24","48","14"
"FBgn0045980","7","6","12","0"
"FBgn0027617","4","0","0","1"
"FBgn0027539","66","22","48","16"
"FBgn0039227","175","84","99","42"
"FBgn0039226","102","27","46","22"
"FBgn0039224","2","1","2","0"
"FBgn0039223","106","46","69","23"
"FBgn0015591","38","19","25","4"
"FBgn0039219","45","16","38","12"
"FBgn0039252","128","66","68","59"
"FBgn0039254","62","21","34","8"
"FBgn0039257","446","106","153","62"
"FBgn0039258","13","9","8","1"
"FBgn0015240","114","55","78","26"
"FBgn0051115","14","5","7","2"
"FBgn0045866","70","37","49","21"
"FBgn0039264","0","0","0","1"
"FBgn0039265","65","21","40","17"
"FBgn0039266","195","70","137","24"
"FBgn0039270","13","3","8","4"
"FBgn0039271","9","0","4","1"
"FBgn0039272","8","2","4","1"
"FBgn0039274","12","1","6","3"
"FBgn0004897","2","0","1","2"
"FBgn0004898","1","1","0","0"
"FBgn0046214","181","82","126","53"
"FBgn0039282","209","106","137","43"
"FBgn0039283","27","8","8","2"
"FBgn0039280","0","0","0","0"
"FBgn0051510","206","61","140","25"
"FBgn0039277","148","60","120","19"
"FBgn0039273","17","5","16","6"
"FBgn0011336","186","95","114","48"
"FBgn0039269","50","10","36","13"
"FBgn0051111","5","2","3","1"
"FBgn0051109","33","13","16","6"
"FBgn0039261","181","89","133","40"
"FBgn0039260","224","101","264","65"
"FBgn0039259","13","5","6","2"
"FBgn0029157","303","147","192","78"
"FBgn0020626","277","144","192","118"
"FBgn0051108","98","31","76","18"
"FBgn0039286","29","11","14","11"
"FBgn0039288","0","0","0","0"
"FBgn0039290","170","53","100","44"
"FBgn0051106","5","0","2","0"
"FBgn0051103","81","25","45","10"
"FBgn0039293","38","14","27","12"
"FBgn0039297","10","1","4","3"
"FBgn0039298","55","29","24","20"
"FBgn0039299","6","3","3","2"
"FBgn0039301","4","0","3","0"
"FBgn0039302","869","341","538","202"
"FBgn0039303","154","50","76","36"
"FBgn0039305","25","1","7","1"
"FBgn0039306","27","10","10","5"
"FBgn0039307","1","0","0","0"
"FBgn0039310","1","1","2","0"
"FBgn0051300","28","23","16","12"
"FBgn0051104","1","8","1","4"
"FBgn0039315","7","8","2","7"
"FBgn0039316","24","14","16","9"
"FBgn0039319","1","5","5","3"
"FBgn0051370","19","5","7","4"
"FBgn0051436","86","11","45","11"
"FBgn0028647","86","43","61","24"
"FBgn0027376","3","2","5","0"
"FBgn0039335","35","14","7","10"
"FBgn0039337","22","5","8","6"
"FBgn0039338","344","131","212","92"
"FBgn0039336","9","5","9","1"
"FBgn0039329","60","39","46","15"
"FBgn0039328","43","13","24","8"
"FBgn0045761","165","71","119","54"
"FBgn0039326","25","10","17","7"
"FBgn0039325","51","38","9","18"
"FBgn0039324","53","13","6","10"
"FBgn0039323","4","0","1","0"
"FBgn0051087","0","0","0","0"
"FBgn0051099","0","0","0","1"
"FBgn0039321","336","139","128","57"
"FBgn0051288","10","9","2","3"
"FBgn0051097","2","0","1","1"
"FBgn0051102","80","22","44","7"
"FBgn0051098","45","34","40","18"
"FBgn0039312","6","8","4","4"
"FBgn0039311","33","9","33","3"
"FBgn0027090","116","40","80","32"
"FBgn0039304","29","9","26","5"
"FBgn0039300","1170","310","811","160"
"FBgn0000158","0","0","1","0"
"FBgn0039296","28","12","15","6"
"FBgn0039294","27","5","14","5"
"FBgn0039291","10","6","13","2"
"FBgn0022800","131","31","60","24"
"FBgn0039339","1","0","0","0"
"FBgn0039341","0","0","0","0"
"FBgn0039342","0","0","0","0"
"FBgn0039343","2","0","0","0"
"FBgn0011666","1027","411","730","233"
"FBgn0039346","21","16","9","9"
"FBgn0039347","75","39","41","18"
"FBgn0039350","115","53","55","33"
"FBgn0027508","258","100","196","54"
"FBgn0039344","25","12","25","5"
"FBgn0040212","115","70","73","32"
"FBgn0039354","13","1","6","0"
"FBgn0039356","9","5","1","2"
"FBgn0039358","613","235","353","140"
"FBgn0039373","0","0","0","0"
"FBgn0039374","0","0","0","0"
"FBgn0011273","0","0","0","0"
"FBgn0039376","0","0","1","0"
"FBgn0039379","31","7","17","9"
"FBgn0039380","219","49","111","34"
"FBgn0039381","120","26","70","19"
"FBgn0027865","196","85","106","53"
"FBgn0040602","0","0","0","0"
"FBgn0011668","0","0","0","0"
"FBgn0011669","0","0","0","0"
"FBgn0011670","0","0","1","0"
"FBgn0051093","0","0","0","0"
"FBgn0051380","0","0","0","1"
"FBgn0039371","0","0","0","0"
"FBgn0039368","0","0","0","0"
"FBgn0039367","0","0","0","0"
"FBgn0066101","621","179","447","96"
"FBgn0051092","461","198","305","135"
"FBgn0039360","58","22","43","21"
"FBgn0039359","1561","580","1033","358"
"FBgn0039357","17","6","4","14"
"FBgn0039355","7","2","5","3"
"FBgn0028717","245","121","190","65"
"FBgn0039385","36","12","27","6"
"FBgn0039386","5","0","3","1"
"FBgn0039387","0","0","0","0"
"FBgn0051091","0","0","0","0"
"FBgn0051089","0","1","1","0"
"FBgn0039398","0","0","0","0"
"FBgn0000206","266","137","166","59"
"FBgn0002734","0","0","0","0"
"FBgn0002735","2","0","0","0"
"FBgn0002732","1","0","3","0"
"FBgn0002578","1","0","1","0"
"FBgn0002609","6","1","3","1"
"FBgn0002633","0","0","0","0"
"FBgn0000591","1","0","0","0"
"FBgn0001139","308","153","168","106"
"FBgn0039402","58","24","21","14"
"FBgn0039404","12","4","5","3"
"FBgn0039407","0","0","3","1"
"FBgn0039411","10","5","5","2"
"FBgn0039408","0","0","0","1"
"FBgn0039406","230","87","131","58"
"FBgn0039405","0","0","0","0"
"FBgn0039403","2","1","1","1"
"FBgn0028833","237","84","135","37"
"FBgn0002629","1","0","0","0"
"FBgn0002592","2","2","0","0"
"FBgn0002733","13","13","7","3"
"FBgn0039395","0","0","0","0"
"FBgn0039413","11","7","2","1"
"FBgn0039415","8","38","1","13"
"FBgn0051323","48","23","23","7"
"FBgn0051086","0","0","0","0"
"FBgn0039419","233","147","120","58"
"FBgn0039420","109","35","48","13"
"FBgn0000064","3987","1543","3588","961"
"FBgn0039417","22","4","10","6"
"FBgn0039425","1","0","4","0"
"FBgn0051084","0","0","0","0"
"FBgn0042711","1","0","4","0"
"FBgn0042710","0","0","1","0"
"FBgn0039427","62","27","47","17"
"FBgn0039428","6","0","1","0"
"FBgn0039429","12","1","8","2"
"FBgn0039430","395","185","190","85"
"FBgn0039431","307","95","172","48"
"FBgn0023178","94","28","68","19"
"FBgn0039424","1","0","2","0"
"FBgn0039421","11","4","6","2"
"FBgn0039434","0","0","0","0"
"FBgn0039440","0","1","0","0"
"FBgn0039441","1","0","1","0"
"FBgn0051080","0","0","0","0"
"FBgn0051081","0","0","0","0"
"FBgn0039443","1","0","0","0"
"FBgn0039444","0","0","0","0"
"FBgn0040607","0","0","0","0"
"FBgn0039453","0","1","1","0"
"FBgn0039451","273","133","164","77"
"FBgn0039449","5","0","3","0"
"FBgn0023179","821","351","546","213"
"FBgn0039448","0","0","0","0"
"FBgn0039439","0","0","0","0"
"FBgn0039438","0","0","0","1"
"FBgn0039437","0","0","0","0"
"FBgn0039436","0","0","1","0"
"FBgn0039435","0","1","0","0"
"FBgn0039459","46","4","32","2"
"FBgn0001197","110","27","60","13"
"FBgn0002838","0","0","0","0"
"FBgn0039461","23","14","20","8"
"FBgn0004359","66","19","36","14"
"FBgn0039462","10","2","9","3"
"FBgn0039463","3","0","4","0"
"FBgn0039466","409","240","255","118"
"FBgn0039467","11","2","5","1"
"FBgn0039469","0","0","0","0"
"FBgn0051077","0","0","0","1"
"FBgn0039471","0","0","0","0"
"FBgn0039470","1","1","0","0"
"FBgn0051076","5","0","1","0"
"FBgn0051075","153","86","157","68"
"FBgn0041224","0","0","2","1"
"FBgn0039465","466","147","301","83"
"FBgn0039464","347","102","153","62"
"FBgn0051070","0","0","0","0"
"FBgn0051071","0","0","0","0"
"FBgn0004510","24","15","29","14"
"FBgn0003267","2","3","5","0"
"FBgn0026562","546","229","334","154"
"FBgn0027889","8","5","10","2"
"FBgn0004842","8","1","5","0"
"FBgn0029170","17","6","6","10"
"FBgn0039479","24","10","26","10"
"FBgn0039482","1","2","3","1"
"FBgn0039483","74","14","41","13"
"FBgn0039485","7","14","5","9"
"FBgn0027574","45","21","52","7"
"FBgn0039489","12","3","3","6"
"FBgn0039490","2","3","1","1"
"FBgn0029155","441","189","236","126"
