Geneid,ORE_male_1,CHD_male_1,ORE_male_2,CHD_male_2 ,ORE_fem_1 ,CHD_fem_1 ,ORE_fem_2 ,CHD_fem_2 
FBgn0012026,0,0,0,0,1,0,0,0
FBgn0000447,83,36,74,14,64,29,36,13
FBgn0024326,418,261,351,73,296,104,176,53
FBgn0037601,14,2,8,2,5,5,5,1
FBgn0012027,0,0,0,0,0,0,0,0
FBgn0012028,0,0,0,0,0,0,0,0
FBgn0026399,0,0,3,1,1,0,2,0
FBgn0051450,20,4,9,4,19,2,7,1
FBgn0051453,28,6,20,5,9,8,13,2
FBgn0037591,0,0,1,0,1,0,0,0
FBgn0037590,1,1,1,0,1,0,0,0
FBgn0037608,28,16,19,6,21,8,11,3
FBgn0037610,32,21,29,4,22,9,23,7
FBgn0037611,7,0,4,0,1,1,6,1
FBgn0037612,0,0,0,0,0,0,0,0
FBgn0037614,77,45,86,16,59,21,22,3
FBgn0037615,5,4,4,1,1,0,1,0
FBgn0037616,15,8,12,3,8,1,9,1
FBgn0037617,27,10,24,3,11,2,6,2
FBgn0037618,2,1,1,0,2,1,0,0
FBgn0037619,25,13,17,1,15,10,10,6
FBgn0037622,91,46,71,12,40,17,30,14
FBgn0037624,9,3,6,3,10,2,3,2
FBgn0037626,10,8,5,1,1,2,1,2
FBgn0037630,86,32,77,6,54,7,26,7
FBgn0037632,292,108,232,42,204,70,181,43
FBgn0037634,18,10,15,3,13,6,12,2
FBgn0040532,359,428,302,110,142,171,161,98
FBgn0037638,120,90,97,24,70,31,56,24
FBgn0011966,3,1,3,0,1,0,1,0
FBgn0037637,361,272,292,75,208,103,158,53
FBgn0037633,65,42,52,6,35,16,32,5
FBgn0053189,32,22,30,3,20,4,21,2
FBgn0053191,43,25,26,5,17,12,16,9
FBgn0037627,80,42,75,5,26,10,35,12
FBgn0037625,1,5,3,1,4,0,2,1
FBgn0037623,256,137,234,20,155,48,103,33
FBgn0037621,50,25,44,9,38,19,26,8
FBgn0037620,11,12,17,2,8,3,2,2
FBgn0037613,22,5,10,1,10,3,5,3
FBgn0001180,56,34,47,4,35,16,21,8
FBgn0053325,0,2,1,0,1,0,0,0
FBgn0037609,54,33,45,5,38,19,20,2
FBgn0037643,1569,719,1270,187,1238,303,983,192
FBgn0037646,58,28,57,5,40,19,40,6
FBgn0027503,194,145,186,42,133,87,75,51
FBgn0037648,116,61,82,17,55,25,40,10
FBgn0037650,3,1,2,0,1,1,1,0
FBgn0037652,66,31,42,8,46,11,25,14
FBgn0037653,138,92,125,19,64,47,58,14
FBgn0037654,13,6,10,0,8,4,5,1
FBgn0037656,12,6,7,4,8,1,3,1
FBgn0037657,151,80,117,20,97,43,70,23
FBgn0028708,76,33,48,5,46,14,40,7
FBgn0037659,771,358,609,84,423,187,218,102
FBgn0037661,11,6,3,1,4,1,2,2
FBgn0037662,251,33,202,4,233,4,129,1
FBgn0037664,2,0,2,0,2,0,0,0
FBgn0037665,5,0,3,1,4,0,3,0
FBgn0037666,0,1,0,0,0,0,0,0
FBgn0037667,8,5,4,2,4,1,1,1
FBgn0037670,11,8,13,2,11,3,2,1
FBgn0037671,762,394,516,94,414,194,228,123
FBgn0010803,152,66,129,27,101,24,61,30
FBgn0037672,72,24,61,2,52,17,27,4
FBgn0037669,9,12,5,3,7,2,2,5
FBgn0037668,3,2,1,1,4,0,0,0
FBgn0000412,190,155,196,39,137,46,83,35
FBgn0003165,3350,1705,2645,404,1762,741,1286,437
FBgn0037660,100,54,57,12,42,33,22,10
FBgn0010222,387,233,319,22,214,57,333,39
FBgn0002932,43,25,42,10,43,8,24,7
FBgn0040534,6,5,16,4,9,3,5,2
FBgn0037655,707,436,599,104,398,209,295,127
FBgn0026380,90,49,62,9,61,21,41,18
FBgn0051100,72,56,48,20,44,30,39,17
FBgn0037647,89,51,67,10,51,20,52,14
FBgn0037644,94,47,87,10,58,25,45,11
FBgn0037675,13,2,9,1,6,0,4,1
FBgn0037680,93,31,63,6,58,24,24,11
FBgn0037683,23,10,15,1,29,3,8,1
FBgn0037684,109,53,84,20,97,37,45,8
FBgn0037685,9,7,12,0,3,0,2,0
FBgn0037687,33,8,39,4,25,9,26,6
FBgn0037689,0,0,0,0,0,0,0,0
FBgn0011740,191,103,148,23,98,33,55,31
FBgn0037697,146,130,104,14,53,32,39,20
FBgn0037696,14,16,25,5,14,4,13,3
FBgn0037690,95,52,69,13,47,16,28,6
FBgn0003889,10,7,12,4,4,5,5,0
FBgn0037688,98,40,59,16,61,22,31,9
FBgn0037686,954,440,864,119,1028,272,826,193
FBgn0000723,778,550,637,124,464,245,332,140
FBgn0037679,108,69,75,17,70,25,53,14
FBgn0037678,8,8,4,3,5,4,9,0
FBgn0037677,1,1,0,0,0,1,0,0
FBgn0037676,197,142,178,42,120,30,70,21
FBgn0037700,32,19,25,6,25,11,9,4
FBgn0014022,20,15,20,2,21,11,9,5
FBgn0037703,111,55,64,18,41,19,28,13
FBgn0037702,659,349,552,76,326,181,253,86
FBgn0037707,43,30,41,10,26,17,17,10
FBgn0037709,72,35,66,13,68,18,60,12
FBgn0027950,62,36,71,13,38,20,22,15
FBgn0037712,84,50,87,11,61,23,36,9
FBgn0037717,203,153,166,27,96,66,59,43
FBgn0037718,207,107,149,24,114,47,61,24
FBgn0037720,512,269,410,55,233,155,171,62
FBgn0037722,16,10,16,4,17,2,6,3
FBgn0037723,11,9,5,2,14,4,5,5
FBgn0012344,207,97,185,33,130,38,74,29
FBgn0037727,56,17,32,4,56,15,46,14
FBgn0037728,198,82,168,25,144,62,118,31
FBgn0028997,2,1,2,2,2,3,0,0
FBgn0037731,0,0,0,0,0,0,0,0
FBgn0052939,0,1,0,0,0,0,0,0
FBgn0003886,0,0,0,0,1,0,0,0
FBgn0002431,2035,1219,1706,284,1260,565,913,294
FBgn0037734,470,260,382,69,254,128,156,81
FBgn0051352,294,201,255,47,207,91,129,63
FBgn0053105,0,0,0,0,0,0,0,0
FBgn0260463,0,0,0,0,0,0,0,0
FBgn0069242,70,25,62,7,51,21,37,12
FBgn0037730,43,29,24,7,34,9,19,8
FBgn0037724,3,0,2,0,2,0,0,0
FBgn0003334,623,332,476,105,327,145,240,76
FBgn0005585,1345,671,1052,190,962,388,642,287
FBgn0037721,92,46,67,15,48,40,34,11
FBgn0027338,801,390,658,121,589,185,390,110
FBgn0037715,203,132,180,18,195,59,86,24
FBgn0037714,91,77,88,10,82,14,85,13
FBgn0037713,17,12,18,1,16,3,16,3
FBgn0037710,54,28,43,4,40,11,30,10
FBgn0024833,239,127,183,24,127,50,94,40
FBgn0037708,37,10,22,4,11,7,17,6
FBgn0037705,2367,1350,1924,298,1286,648,938,314
FBgn0000244,530,234,420,64,337,130,207,70
FBgn0014023,43,31,30,6,37,7,26,13
FBgn0003205,259,153,217,32,150,51,115,35
FBgn0014380,79,40,64,10,28,19,25,11
FBgn0037698,2542,1281,1924,281,1305,591,826,301
FBgn0037737,60,37,60,5,32,16,28,9
FBgn0051415,5,0,3,2,3,1,3,0
FBgn0005777,117,68,89,21,72,29,55,23
FBgn0037743,140,74,101,11,94,21,65,34
FBgn0037751,6,3,9,1,5,1,7,0
FBgn0037753,7,5,6,1,1,0,3,0
FBgn0037754,507,267,393,72,263,118,177,64
FBgn0037756,66,49,65,12,64,21,27,15
FBgn0037757,154,90,131,24,85,42,57,30
FBgn0037759,6,7,9,2,3,3,2,1
FBgn0037761,0,0,0,0,0,0,0,0
FBgn0037762,0,0,0,0,0,0,1,1
FBgn0037770,273,106,216,23,135,52,107,36
FBgn0037766,282,149,227,40,153,51,86,30
FBgn0037765,0,0,0,0,0,2,0,0
FBgn0037763,0,0,0,0,0,3,0,4
FBgn0037760,612,379,508,78,354,153,197,103
FBgn0037758,456,396,359,77,220,143,140,89
FBgn0037755,120,73,97,22,82,35,54,15
FBgn0002868,452,403,399,111,324,145,224,85
FBgn0037750,22,10,21,2,9,4,12,2
FBgn0037749,38,30,18,4,12,17,19,5
FBgn0024330,56,36,50,13,51,20,22,7
FBgn0037742,11,11,9,0,6,6,7,0
FBgn0037741,53,56,67,8,38,19,25,17
FBgn0037739,44,22,42,9,18,9,22,4
FBgn0037736,596,352,502,80,358,142,225,74
FBgn0037772,8,3,4,1,3,0,2,2
FBgn0027524,24,25,20,4,16,12,7,2
FBgn0037778,9,14,11,2,7,9,6,2
FBgn0037780,125,77,103,15,75,38,53,20
FBgn0051410,0,0,0,0,0,0,0,0
FBgn0037783,0,0,0,0,0,1,0,0
FBgn0041105,17,10,9,2,10,3,5,2
FBgn0037788,186,76,148,23,99,17,42,16
FBgn0051477,1,1,0,0,1,1,0,0
FBgn0037796,238,113,224,35,163,74,78,48
FBgn0040238,330,133,246,34,168,91,123,55
FBgn0037794,37,35,38,11,16,6,17,1
FBgn0037792,28,18,52,5,30,10,16,5
FBgn0004889,755,484,638,112,533,216,320,116
FBgn0001321,5,3,8,1,3,2,1,1
FBgn0028734,411,249,302,62,241,106,117,67
FBgn0037786,0,0,0,0,0,1,0,0
FBgn0037782,0,0,1,0,0,0,0,0
FBgn0037781,3,2,1,0,1,1,1,0
FBgn0037779,23,18,22,3,14,11,12,12
FBgn0037777,22,13,33,0,20,4,15,4
FBgn0053208,3365,2580,2598,610,1846,1466,1151,779
FBgn0051407,4,4,5,1,2,3,4,2
FBgn0037773,7,4,5,0,1,3,3,1
FBgn0045473,3,0,6,0,4,0,5,1
FBgn0037797,2,3,4,1,2,0,2,0
FBgn0037801,165,99,87,13,104,17,83,37
FBgn0040078,20,22,20,11,24,11,25,6
FBgn0037809,8,4,9,1,10,4,3,1
FBgn0037810,103,46,78,13,59,20,45,15
FBgn0037811,0,0,1,0,2,0,2,0
FBgn0051406,0,1,0,0,0,0,1,0
FBgn0015396,74,69,80,12,52,22,43,18
FBgn0020379,476,227,339,73,285,105,186,65
FBgn0037807,38,48,38,6,16,19,10,13
FBgn0011970,0,0,0,0,0,0,0,0
FBgn0037802,11,5,4,1,3,0,6,3
FBgn0037798,31,12,16,2,23,4,8,3
FBgn0025879,312,130,259,44,175,50,84,27
FBgn0045443,6,3,7,2,7,6,5,1
FBgn0037815,6,5,3,0,11,2,8,4
FBgn0037817,44,37,23,10,17,15,17,7
FBgn0037816,17,14,21,1,18,7,10,6
FBgn0024957,558,338,429,63,335,155,352,129
FBgn0037814,127,86,134,17,80,50,56,18
FBgn0037824,5,1,3,0,3,1,1,0
FBgn0037827,0,0,0,0,0,0,0,0
FBgn0037831,179,98,142,20,113,47,71,36
FBgn0037832,0,0,1,0,3,0,1,0
FBgn0017577,2,4,4,0,1,2,4,2
FBgn0037835,101,75,72,19,84,42,39,20
FBgn0037838,41,28,20,9,28,12,9,3
FBgn0037841,6,7,7,0,4,0,1,2
FBgn0037843,129,73,89,10,82,26,33,16
FBgn0037844,2,3,1,0,1,1,1,2
FBgn0037848,108,47,69,8,47,27,25,18
FBgn0037849,90,37,87,21,43,20,29,10
FBgn0011768,219,110,123,28,152,83,117,64
FBgn0037846,71,41,72,15,33,22,45,19
FBgn0037845,30,23,16,11,9,12,11,8
FBgn0037842,34,20,28,2,31,9,24,7
FBgn0037837,0,1,1,1,1,0,1,0
FBgn0037834,56,35,53,3,35,18,33,11
FBgn0010421,22,12,19,6,14,4,9,0
FBgn0051390,55,24,36,7,30,8,14,7
FBgn0051272,2,3,1,0,0,0,0,0
FBgn0037829,0,2,0,0,0,0,0,0
FBgn0004841,50,21,37,4,30,20,16,9
FBgn0037828,0,2,1,0,1,0,2,0
FBgn0037826,0,0,0,2,0,0,0,0
FBgn0051373,0,0,0,0,1,0,1,0
FBgn0051278,16,5,14,1,9,6,4,1
FBgn0051467,10,4,10,4,6,4,5,0
FBgn0051391,0,0,1,0,2,0,1,1
FBgn0037819,32,39,33,8,59,36,21,23
FBgn0037818,26,11,26,3,17,3,8,1
FBgn0037856,117,71,81,15,58,27,33,16
FBgn0037857,1,1,2,1,1,0,0,1
FBgn0037855,379,170,294,24,215,67,135,35
FBgn0042094,67,33,52,6,41,12,29,10
FBgn0037853,64,33,47,8,50,23,36,13
FBgn0037852,88,41,68,16,48,11,26,18
FBgn0037850,9,6,7,2,7,4,9,6
FBgn0037862,1,0,0,0,2,0,0,0
FBgn0040257,1,0,0,0,2,0,2,2
FBgn0040259,122,102,94,28,92,51,61,35
FBgn0027584,135,334,119,34,24,57,6,80
FBgn0040252,0,1,0,0,3,0,1,0
FBgn0037870,6,1,3,0,4,1,2,0
FBgn0037874,1339,575,1103,115,1139,282,649,175
FBgn0037876,39,29,32,3,31,11,19,7
FBgn0020910,4192,1811,3317,436,4526,1380,3123,923
FBgn0037879,7,6,2,1,1,1,2,3
FBgn0037880,30,23,25,3,23,6,6,8
FBgn0037883,7,13,5,4,5,2,5,2
FBgn0037885,15,6,13,0,7,6,5,4
FBgn0051441,7,8,15,1,5,2,11,2
FBgn0051388,70,23,54,9,34,16,28,13
FBgn0037889,2,2,4,0,2,0,1,0
FBgn0037891,716,397,577,86,467,210,269,125
FBgn0037890,192,104,172,19,126,41,85,28
FBgn0037888,0,1,3,0,1,0,1,0
FBgn0037884,146,90,135,25,82,39,60,24
FBgn0037882,23,15,20,2,15,5,6,4
FBgn0037881,128,83,115,30,77,53,49,27
FBgn0037878,51,27,45,8,25,4,20,4
FBgn0037877,142,70,118,28,103,31,79,23
FBgn0037875,112,53,77,21,58,29,39,17
FBgn0037873,336,175,253,47,234,107,149,44
FBgn0040250,0,0,0,0,0,0,1,0
FBgn0026315,20,24,21,9,10,9,16,6
FBgn0026314,179,61,145,24,104,35,59,18
FBgn0040255,7,4,8,0,4,2,4,0
FBgn0040253,2,4,1,0,1,0,1,2
FBgn0040251,4,3,1,0,2,1,0,0
FBgn0040256,217,26,190,2,235,5,91,2
FBgn0037860,0,0,0,0,1,0,0,1
FBgn0037892,22,26,17,1,30,9,13,11
FBgn0011774,25,23,28,7,16,10,10,2
FBgn0037894,81,40,54,9,69,32,30,18
FBgn0037897,340,261,274,49,188,159,105,84
FBgn0037898,2,2,3,1,8,1,3,4
FBgn0037900,51,24,44,6,40,12,14,17
FBgn0037902,111,68,86,17,57,26,41,14
FBgn0046225,166,72,114,16,77,25,48,17
FBgn0037908,94,49,71,15,50,22,34,10
FBgn0037906,69,45,51,12,37,36,13,19
FBgn0051374,196,134,130,27,165,62,91,30
FBgn0037901,37,29,30,5,33,17,19,16
FBgn0037899,353,148,278,59,231,67,161,37
FBgn0037896,69,77,79,31,38,42,44,30
FBgn0037895,69,83,77,14,22,16,13,16
FBgn0026064,0,0,0,0,0,0,0,0
FBgn0026063,0,0,0,0,0,0,0,0
FBgn0037910,0,0,0,0,0,0,0,0
FBgn0037911,66,31,37,5,30,12,22,11
FBgn0037916,1,2,1,2,0,1,1,0
FBgn0037917,228,119,200,18,123,48,97,29
FBgn0037920,21,10,24,1,16,6,11,10
FBgn0037922,0,0,0,0,0,0,0,0
FBgn0042205,20,7,8,3,18,4,3,2
FBgn0037924,176,114,136,22,95,46,59,27
FBgn0037926,132,69,145,25,122,30,67,32
FBgn0037930,28,12,33,3,27,12,26,16
FBgn0037933,30,27,39,13,18,9,14,7
FBgn0037939,0,1,1,0,0,3,0,2
FBgn0025821,0,0,0,0,0,1,0,0
FBgn0037940,1,2,0,0,0,0,0,0
FBgn0037941,139,71,121,28,56,27,44,24
FBgn0037942,36,24,23,6,15,15,9,3
FBgn0037943,61,32,59,9,46,24,31,15
FBgn0037944,503,200,370,45,255,113,167,74
FBgn0002906,66,48,56,11,50,17,27,15
FBgn0037937,0,7,3,0,0,2,3,0
FBgn0042110,2,3,0,1,3,4,1,0
FBgn0037936,627,85,467,42,583,92,47,21
FBgn0037935,146,64,96,24,127,44,67,26
FBgn0037934,47,29,21,8,20,11,13,9
FBgn0011290,102,54,87,16,78,24,39,18
FBgn0037931,83,55,77,13,56,28,47,18
FBgn0037923,15,11,8,0,9,2,8,0
FBgn0037921,23,5,8,4,6,4,13,1
FBgn0051363,721,322,585,63,399,144,239,61
FBgn0037918,635,303,462,59,372,156,222,79
FBgn0037915,4,1,1,1,0,0,0,2
FBgn0037950,86,34,50,4,43,15,22,7
FBgn0019624,457,261,394,58,384,120,197,60
FBgn0003312,5,5,7,2,2,4,2,3
FBgn0051368,234,84,134,18,92,32,61,24
FBgn0037964,18,11,17,3,21,2,8,1
FBgn0051211,1120,670,864,133,611,390,428,167
FBgn0013276,794,59,725,11,486,41,869,3
FBgn0000147,9,10,10,1,9,2,3,1
FBgn0037970,0,0,0,0,0,0,0,0
FBgn0037976,198,94,169,22,82,34,65,20
FBgn0037975,49,29,39,9,58,21,41,18
FBgn0037974,34,29,20,1,38,10,62,6
FBgn0037973,79,64,69,11,94,21,73,28
FBgn0037972,6,0,6,0,3,3,0,0
FBgn0013275,2143,188,2218,27,2083,102,2638,28
FBgn0037963,382,272,300,62,218,107,167,62
FBgn0037962,2,2,4,0,2,1,2,1
FBgn0037960,52,46,39,6,32,17,25,8
FBgn0037958,33,21,29,7,25,8,16,8
FBgn0037956,205,122,201,42,154,57,88,35
FBgn0037955,243,94,175,18,281,59,185,26
FBgn0051116,945,456,853,118,675,244,366,122
FBgn0025802,513,355,465,98,309,142,196,79
FBgn0037949,806,483,701,139,417,195,294,109
FBgn0017581,12512,6115,10431,1493,8238,2779,5486,1442
FBgn0037979,170,98,162,19,118,52,89,26
FBgn0037981,25,13,11,2,14,1,3,1
FBgn0037985,0,0,0,0,0,0,0,0
FBgn0051361,193,109,148,29,97,45,62,20
FBgn0011905,0,0,0,0,0,0,0,0
FBgn0037995,2,0,0,1,1,1,0,0
FBgn0037994,3,2,3,0,2,1,1,0
FBgn0037993,177,80,140,16,115,39,57,23
FBgn0037992,14,0,14,0,8,2,15,1
FBgn0037989,843,539,833,115,541,262,324,158
FBgn0037988,0,0,0,0,0,0,0,0
FBgn0037987,0,0,0,0,0,0,0,0
FBgn0051358,0,0,0,0,0,0,0,0
FBgn0037980,68,39,37,8,37,12,29,5
FBgn0037978,96,52,59,13,48,24,31,17
FBgn0051356,0,0,0,0,0,0,0,0
FBgn0038000,0,0,0,0,0,0,0,0
FBgn0038003,0,1,0,0,0,0,0,0
FBgn0038008,5,8,4,2,3,4,2,0
FBgn0003651,375,255,284,48,317,129,161,91
FBgn0038009,0,1,0,0,1,0,0,0
FBgn0038011,2,1,0,0,3,0,1,1
FBgn0038012,0,0,0,0,0,0,0,0
FBgn0038017,8,5,5,1,5,4,5,4
FBgn0010038,16,4,6,3,6,3,3,1
FBgn0010039,29,10,26,5,18,5,11,3
FBgn0010040,3,0,1,0,2,0,0,0
FBgn0010041,2,2,1,0,2,0,0,0
FBgn0010042,0,0,0,0,0,1,0,1
FBgn0010043,1,0,0,0,0,0,0,0
FBgn0010044,1,1,1,2,1,1,0,0
FBgn0038029,1,5,6,1,3,2,5,0
FBgn0053098,6,5,10,0,7,3,4,0
FBgn0038038,150,112,120,29,126,61,79,60
FBgn0038039,130,61,109,11,70,30,59,25
FBgn0082831,783,342,621,98,461,178,289,106
FBgn0038043,50,33,47,10,31,8,28,8
FBgn0038045,6,6,2,2,2,4,0,0
FBgn0038047,6,4,1,0,4,0,3,0
FBgn0038049,74,40,68,12,38,20,32,15
FBgn0043043,3,4,6,0,4,3,5,0
FBgn0029512,36,23,32,7,25,12,23,3
FBgn0038046,150,76,79,21,80,30,46,21
FBgn0004103,679,336,542,85,376,113,274,80
FBgn0038042,107,46,72,22,49,32,56,16
FBgn0000455,84,67,57,13,42,24,42,14
FBgn0038037,371,207,318,50,221,82,143,45
FBgn0038034,48,26,43,4,33,4,18,6
FBgn0038028,2,0,0,1,2,1,2,1
FBgn0038020,63,28,67,5,35,10,7,6
FBgn0042206,14,3,17,1,9,1,4,0
FBgn0038018,4,0,2,0,5,0,1,1
FBgn0038016,403,208,338,43,218,108,168,60
FBgn0038014,2,1,6,1,1,1,5,0
FBgn0038013,46,15,28,3,20,14,10,6
FBgn0051432,0,0,0,0,0,0,0,0
FBgn0038007,0,1,0,0,1,0,2,0
FBgn0038006,0,6,1,0,0,1,1,0
FBgn0038005,0,1,1,1,0,0,1,0
FBgn0011270,0,0,0,0,0,0,1,0
FBgn0038001,0,0,0,0,1,0,0,0
FBgn0037999,17,7,18,3,16,6,15,4
FBgn0037998,198,139,152,34,104,64,77,30
FBgn0037996,1,0,0,0,1,0,0,0
FBgn0038053,287,170,227,31,173,63,83,35
FBgn0038054,12,9,13,2,7,2,4,3
FBgn0038055,109,62,79,9,68,22,36,25
FBgn0038057,13,8,8,4,11,7,4,1
FBgn0051354,4,0,10,0,8,0,6,0
FBgn0013278,911,85,931,13,740,30,524,5
FBgn0013279,690,48,530,7,399,18,446,6
FBgn0028374,138,76,102,19,98,39,44,7
FBgn0038065,222,118,177,35,147,59,89,45
FBgn0260444,113,56,101,13,75,25,36,14
FBgn0042207,5,2,3,0,0,0,2,0
FBgn0038067,0,0,2,0,0,0,0,0
FBgn0038068,0,1,0,0,0,0,0,0
FBgn0038069,0,0,0,0,0,0,0,0
FBgn0038071,31,11,18,4,13,6,7,1
FBgn0038072,125,64,95,17,71,12,46,16
FBgn0038073,2,2,0,0,2,1,0,0
FBgn0038074,1356,648,1046,93,444,53,70,45
FBgn0011745,171,103,119,24,73,50,56,36
FBgn0038079,11,5,8,4,13,2,6,1
FBgn0016693,455,227,372,49,238,115,138,71
FBgn0038080,19,10,16,2,14,5,11,0
FBgn0038082,0,0,1,1,1,1,1,1
FBgn0038084,67,32,62,8,37,20,16,8
FBgn0038083,2,10,3,4,0,9,1,9
FBgn0002719,2158,958,1678,253,1255,500,395,344
FBgn0002905,60,44,46,13,31,17,27,4
FBgn0038078,1,0,0,0,0,0,0,0
FBgn0051347,21,12,17,1,15,6,8,1
FBgn0005355,156,52,109,9,80,24,60,14
FBgn0001296,479,116,377,22,337,46,208,43
FBgn0038076,12,3,4,1,3,1,4,1
FBgn0026207,47,28,38,8,28,10,18,9
FBgn0038070,3,11,1,2,4,4,3,1
FBgn0005671,2579,1412,1905,347,1471,570,790,361
FBgn0052865,200,17,175,5,163,3,83,0
FBgn0013277,523,77,594,3,489,38,1136,11
FBgn0038058,75,41,54,10,41,22,26,12
FBgn0038056,71,39,79,7,46,22,51,12
FBgn0038051,0,0,0,0,0,0,0,0
FBgn0038089,0,0,0,0,0,0,0,0
FBgn0038092,73,39,74,13,46,10,18,4
FBgn0038090,0,2,0,0,0,0,0,0
FBgn0038088,112,61,93,15,72,29,53,14
FBgn0051345,26,17,23,3,11,4,18,3
FBgn0038095,2,1,2,0,3,4,1,6
FBgn0038099,3,2,2,0,9,2,1,1
FBgn0038100,246,155,283,31,263,63,153,38
FBgn0051342,424,245,318,47,214,108,136,54
FBgn0038106,41,25,46,6,38,12,16,10
FBgn0038108,1253,711,869,168,641,358,440,218
FBgn0038109,23,6,12,3,10,0,7,0
FBgn0002354,19,10,19,6,9,6,4,3
FBgn0003308,326,240,217,41,228,82,158,79
FBgn0038113,18,10,12,5,17,2,9,6
FBgn0038114,0,1,3,0,0,0,3,0
FBgn0001217,131,7,113,0,82,6,47,1
FBgn0051157,37,3,38,0,22,0,31,0
FBgn0004666,56,24,44,6,17,8,20,4
FBgn0038118,27,6,23,2,33,5,18,3
FBgn0038115,141,63,134,9,108,24,86,19
FBgn0003450,0,0,1,0,0,0,0,1
FBgn0038110,42,20,31,3,16,11,24,8
FBgn0038107,0,0,0,0,0,0,0,0
FBgn0038105,118,92,101,21,85,53,69,44
FBgn0041710,27,26,26,7,14,9,9,7
FBgn0038102,13,8,6,5,4,3,7,2
FBgn0038098,86,68,78,17,45,16,23,10
FBgn0040493,136,103,136,32,99,54,77,43
FBgn0038097,3,2,2,0,0,0,3,0
FBgn0038122,0,0,0,0,1,0,0,0
FBgn0038124,0,0,0,0,0,0,0,0
FBgn0038125,1,0,0,0,0,0,0,0
FBgn0040551,22,18,19,1,18,4,12,3
FBgn0003598,223,129,175,22,134,70,86,27
FBgn0038130,26,11,15,2,13,12,10,1
FBgn0038133,1,2,3,0,1,0,2,0
FBgn0038135,0,0,0,0,0,0,0,0
FBgn0038136,0,0,0,0,0,0,0,0
FBgn0052473,259,155,167,33,148,63,112,28
FBgn0038140,25,7,17,7,20,0,6,3
FBgn0045442,0,0,1,0,0,0,1,0
FBgn0027610,380,189,300,35,277,84,162,57
FBgn0038142,12,11,10,6,7,4,0,4
FBgn0038144,4,2,2,0,2,2,0,2
FBgn0038145,1588,626,1377,155,1119,252,818,162
FBgn0038148,0,0,1,0,2,0,0,0
FBgn0041711,29,44,27,9,11,7,7,3
FBgn0038151,0,0,0,0,0,0,0,0
FBgn0038150,0,0,0,0,0,0,0,0
FBgn0038149,218,126,195,40,153,78,95,49
FBgn0040553,0,0,0,0,0,0,0,0
FBgn0038147,122,212,92,28,49,56,27,41
FBgn0038146,79,36,80,9,78,22,64,18
FBgn0044511,12,3,10,1,9,1,4,3
FBgn0038143,2867,1368,2358,422,1652,545,968,300
FBgn0023495,2,1,3,1,7,0,4,0
FBgn0038134,0,0,0,0,0,0,0,0
FBgn0038132,0,1,2,0,2,0,0,2
FBgn0038129,118,94,104,17,93,51,54,37
FBgn0038128,23,14,10,5,13,12,17,4
FBgn0000024,2711,1596,2377,341,1484,629,1019,328
FBgn0038127,16,4,17,3,10,10,12,3
FBgn0038126,9,8,6,2,4,2,3,0
FBgn0038123,0,0,0,0,0,0,0,0
FBgn0038153,1,0,1,0,0,0,0,0
FBgn0000046,360,141,291,29,277,57,110,33
FBgn0038158,0,0,0,0,0,0,0,0
FBgn0038159,0,0,0,0,0,0,0,0
FBgn0051337,0,0,0,0,0,0,0,0
FBgn0038157,0,0,0,0,0,1,0,0
FBgn0040554,3,1,2,0,6,2,4,0
FBgn0004049,366,241,291,34,205,98,173,42
FBgn0038161,0,0,0,0,0,0,0,0
FBgn0038163,3,8,9,3,3,1,8,2
FBgn0015778,1340,613,1014,145,824,271,535,152
FBgn0038167,152,75,91,29,74,32,70,34
FBgn0024555,1240,684,988,159,792,296,420,181
FBgn0038170,15,11,21,6,13,5,12,8
FBgn0002937,197,198,159,42,101,89,71,39
FBgn0038173,51,25,45,2,18,15,9,4
FBgn0038179,53,34,41,9,29,14,21,9
FBgn0038180,11,12,13,0,3,6,6,2
FBgn0038181,834,372,595,109,619,207,316,81
FBgn0260464,0,0,0,0,0,0,0,0
FBgn0038183,20,4,33,1,21,8,9,7
FBgn0000454,283,138,244,21,139,51,78,44
FBgn0051588,0,0,0,0,0,0,0,0
FBgn0051331,0,0,0,0,0,0,0,0
FBgn0038172,331,175,234,59,239,82,260,65
FBgn0028487,311,173,207,42,162,76,138,43
FBgn0038168,218,100,177,24,134,45,78,40
FBgn0038166,63,32,44,7,42,9,19,10
FBgn0038165,543,291,452,73,302,133,192,71
FBgn0004237,306,163,243,60,241,112,160,67
FBgn0010258,12,8,4,0,3,1,4,1
FBgn0003060,2,1,3,0,3,0,3,1
FBgn0038160,87,14,89,5,106,15,53,6
FBgn0000576,17,6,19,5,10,4,7,3
FBgn0047199,0,0,0,0,0,0,1,0
FBgn0016672,818,359,569,93,350,129,229,108
FBgn0015270,3,1,5,1,7,1,4,1
FBgn0038195,335,199,265,44,226,84,135,45
FBgn0038196,12,12,19,5,24,1,16,6
FBgn0038191,6,0,1,0,1,0,2,0
FBgn0038190,0,0,0,1,0,0,0,0
FBgn0038189,2,0,1,0,0,0,0,0
FBgn0038188,1,0,0,0,0,1,1,0
FBgn0008646,26,19,22,4,12,7,4,5
FBgn0038186,0,0,0,0,0,0,0,0
FBgn0051495,5,8,7,3,2,3,1,2
FBgn0002862,0,0,0,0,0,0,0,0
FBgn0038197,618,370,507,73,548,201,313,108
FBgn0038198,196,148,169,30,141,51,76,32
