"id","length","S2_Ctrl1","S2_Auxin1","S2_Ctrl2","S2_Auxin2","Chd1_Ctrl1","Chd1_Auxin1","Chd1_Ctrl2","Chd1_Auxin2"
"FBgn0265962",651,26,40,19,24,87,73,80,78
"FBgn0265963",701,7,12,1,3,14,20,15,18
"FBgn0265964",656,2,6,2,4,3,7,5,14
"FBgn0265965",717,2,3,5,3,8,7,8,7
"FBgn0265966",1393,2,9,5,2,6,13,5,13
"FBgn0265967",10958,8,10,7,3,26,30,22,12
"FBgn0265974",61651,175,288,125,167,810,1012,868,970
"FBgn0265977",1901,55,99,45,66,351,268,355,219
"FBgn0265978",501,4,6,0,2,11,4,7,9
"FBgn0265979",3729,2,3,0,2,1,3,1,7
"FBgn0265980",1272,3,4,4,0,3,19,4,14
"FBgn0265982",501,33,60,30,27,72,86,73,71
"FBgn0265983",301,5,13,4,6,31,20,23,38
"FBgn0265984",801,4,0,2,3,5,3,6,5
"FBgn0265985",1401,1,4,1,2,8,9,12,7
"FBgn0265987",743,6,9,3,7,19,23,18,22
"FBgn0265991",54440,1558,2844,1464,1667,3588,5547,4339,6144
"FBgn0265993",860,1248,2886,1527,1291,4015,5457,4636,5956
"FBgn0265994",383,2,4,4,1,4,6,4,4
"FBgn0265997",237,27,44,25,28,115,120,132,136
"FBgn0265998",34700,1811,3548,1619,1604,3749,4727,4400,5099
"FBgn0265999",365,0,0,0,1,4,3,5,6
"FBgn0266000",11442,339,707,347,364,1261,1256,1321,1212
"FBgn0266001",981,25,19,18,13,58,65,61,61
"FBgn0266002",583,0,1,0,0,3,2,2,4
"FBgn0266003",1650,0,0,1,1,5,3,1,1
"FBgn0266005",41625,44,85,43,53,99,139,118,165
"FBgn0266011",695,106,209,76,94,329,430,327,481
"FBgn0266019",20563,112,234,88,111,586,667,673,783
"FBgn0266020",721,133,228,91,111,963,960,982,865
"FBgn0266021",2824,5,6,1,3,33,34,27,35
"FBgn0266025",1253,0,3,0,2,0,3,3,1
"FBgn0266028",1206,22,27,16,22,50,79,62,96
"FBgn0266036",3494,1,1,0,1,7,8,12,5
"FBgn0266038",649,0,1,1,1,1,3,3,5
"FBgn0266040",201,1,9,3,3,4,5,4,5
"FBgn0266041",402,31,40,22,26,55,44,50,55
"FBgn0266042",2587,1,11,3,6,13,16,15,12
"FBgn0266043",317,9,13,4,8,19,29,28,23
"FBgn0266044",537,157,269,139,150,874,1012,977,1149
"FBgn0266045",5251,3,6,3,0,33,31,39,31
"FBgn0266046",18213,517,1151,540,508,923,1085,959,1349
"FBgn0266047",421,3,6,2,2,2,8,5,6
"FBgn0266048",1201,15,51,25,24,79,97,71,79
"FBgn0266049",437,112,227,114,112,276,397,284,327
"FBgn0266050",398,3,8,1,0,9,1,4,0
"FBgn0266051",449,17,34,17,11,53,39,54,46
"FBgn0266052",426,38,60,27,32,48,69,43,69
"FBgn0266053",4858,456,809,414,397,931,960,1050,1051
"FBgn0266064",5689,375,646,344,327,1818,2776,2130,2640
"FBgn0266072",412,25,53,20,25,84,70,119,71
"FBgn0266073",499,1,5,6,7,3,7,8,11
"FBgn0266083",8588,715,1373,669,727,1613,2462,1677,2717
"FBgn0266084",45101,1241,2437,1343,1143,3485,5394,3795,5875
"FBgn0266086",601,1,3,0,0,6,6,5,5
"FBgn0266087",918,2,3,2,2,7,6,5,5
"FBgn0266088",1583,62,138,60,71,132,170,132,176
"FBgn0266094",1353,1,6,0,1,15,12,14,7
"FBgn0266095",585,3,5,2,2,25,16,25,20
"FBgn0266098",169106,3,1,0,1,4,5,5,6
"FBgn0266099",9324,8,10,7,7,33,44,57,54
"FBgn0266100",88228,9,15,7,10,84,46,98,38
"FBgn0266101",14426,245,386,173,181,786,683,864,678
"FBgn0266102",391,3,3,3,1,6,10,16,12
"FBgn0266111",6343,313,546,286,249,522,699,591,655
"FBgn0266115",1524,2,13,1,5,7,11,9,9
"FBgn0266116",2099,6,4,1,4,25,23,30,26
"FBgn0266117",954,7,13,2,12,12,13,23,17
"FBgn0266124",915,358,766,390,349,653,864,747,1012
"FBgn0266129",53848,8,10,3,8,26,36,23,39
"FBgn0266136",42627,1,2,2,2,11,11,8,14
"FBgn0266137",29681,4,6,5,1,11,8,11,19
"FBgn0266139",1046,11,14,3,7,84,90,89,87
"FBgn0266140",9451,1,2,0,1,15,16,7,15
"FBgn0266141",711,6,6,2,3,11,11,2,11
"FBgn0266142",699,17,29,10,14,39,34,31,24
"FBgn0266145",1411,57,97,33,58,219,233,298,216
"FBgn0266157",413,0,0,1,1,0,9,0,1
"FBgn0266160",324,3,10,6,7,21,16,11,11
"FBgn0266161",372,1,3,3,3,5,5,8,10
"FBgn0266162",552,9,14,6,6,44,33,45,26
"FBgn0266165",840,1,0,3,1,2,0,1,9
"FBgn0266167",734,193,371,189,195,295,425,301,373
"FBgn0266168",928,0,2,3,2,3,3,4,3
"FBgn0266172",2521,6,7,1,3,2,4,6,3
"FBgn0266178",5324,3,3,3,3,14,7,15,12
"FBgn0266180",35068,6,9,3,2,3,7,10,9
"FBgn0266182",340,6,6,1,4,10,5,9,14
"FBgn0266183",888,59,121,57,71,96,83,98,109
"FBgn0266186",1423,349,670,318,330,908,1018,1021,1243
"FBgn0266197",1360,20,65,27,19,26,53,33,51
"FBgn0266199",94235,5,6,2,5,10,0,4,4
"FBgn0266200",1545,1,2,2,2,3,5,5,15
"FBgn0266202",1586,1,2,0,1,0,4,4,2
"FBgn0266204",653,4,11,8,6,33,28,32,27
"FBgn0266208",671,1,0,0,1,4,4,2,0
"FBgn0266209",357,139,277,173,154,496,462,525,570
"FBgn0266210",1099,2,3,1,0,2,3,4,0
"FBgn0266211",1668,11,36,12,13,63,84,68,72
"FBgn0266212",526,2,1,3,2,6,9,10,7
"FBgn0266214",42551,2,5,5,2,8,13,9,6
"FBgn0266216",1320,123,226,98,127,222,260,253,211
"FBgn0266217",832,0,0,0,0,5,9,8,6
"FBgn0266218",367,13,21,13,7,53,65,56,52
"FBgn0266219",1665,5,2,0,1,10,7,7,7
"FBgn0266220",1202,3,1,1,2,3,3,1,2
"FBgn0266222",14666,1,3,0,0,8,7,6,5
"FBgn0266223",1346,1,1,1,1,3,6,1,3
"FBgn0266225",697,2,1,1,0,3,1,5,3
"FBgn0266227",2517,15,19,7,7,20,23,22,17
"FBgn0266228",811,2,0,0,1,6,7,2,3
"FBgn0266229",1275,2,0,0,3,4,0,1,4
"FBgn0266232",1115,1,7,3,4,6,2,3,0
"FBgn0266233",1027,0,2,2,1,6,7,10,7
"FBgn0266234",2906,1,2,0,0,3,2,4,1
"FBgn0266235",1225,22,43,16,22,89,87,70,68
"FBgn0266241",1377,0,0,1,0,2,8,8,9
"FBgn0266242",2610,1,2,1,0,3,0,5,2
"FBgn0266243",1892,1,0,2,1,11,12,8,9
"FBgn0266248",1946,46,88,52,38,173,206,199,176
"FBgn0266249",1475,1,7,3,0,7,3,3,1
"FBgn0266251",1962,2,3,0,2,5,5,4,5
"FBgn0266252",1181,1,3,0,0,3,0,4,1
"FBgn0266253",401,1,2,0,1,2,3,3,4
"FBgn0266254",1506,3,2,1,1,6,21,17,19
"FBgn0266255",1201,2,1,0,1,4,4,5,2
"FBgn0266256",1394,3,2,2,1,4,7,5,5
"FBgn0266258",3851,171,396,208,246,831,1331,813,1126
"FBgn0266259",3281,0,4,4,3,9,8,12,3
"FBgn0266260",2592,1,1,5,2,2,2,4,3
"FBgn0266262",3071,5,11,7,9,19,13,14,12
"FBgn0266264",771,2,0,0,2,1,5,0,2
"FBgn0266268",1837,219,339,148,173,878,1156,953,1264
"FBgn0266275",1138,6,27,8,9,25,41,34,43
"FBgn0266276",2912,9,13,6,7,24,33,22,12
"FBgn0266277",982,9,8,4,2,24,10,15,14
"FBgn0266279",1622,0,1,1,1,1,9,1,10
"FBgn0266280",525,111,179,96,126,242,282,243,220
"FBgn0266281",813,7,7,8,6,13,24,16,30
"FBgn0266282",4374,209,373,152,173,552,731,605,766
"FBgn0266284",2377,273,563,236,271,251,332,311,357
"FBgn0266303",684,5,5,1,3,19,25,18,15
"FBgn0266304",1195,1,3,0,4,4,5,6,6
"FBgn0266306",379,1,3,1,0,1,3,1,2
"FBgn0266308",465,24,43,10,23,38,36,34,32
"FBgn0266309",744,107,219,96,115,146,141,200,159
"FBgn0266310",418,11,21,10,12,28,28,20,16
"FBgn0266311",793,17,40,16,20,135,108,158,119
"FBgn0266312",1432,107,179,99,102,493,462,555,584
"FBgn0266313",4794,7,19,8,9,29,29,51,37
"FBgn0266314",272,6,3,2,4,8,11,7,10
"FBgn0266316",1427,33,52,25,16,100,112,99,83
"FBgn0266320",329,3,0,0,1,3,3,6,15
"FBgn0266322",2798,126,278,114,168,984,1076,1108,1102
"FBgn0266323",4740,1,2,0,1,2,2,2,1
"FBgn0266324",527,1,4,0,3,2,2,4,1
"FBgn0266326",478,123,228,104,96,245,274,310,283
"FBgn0266327",1976,19,31,15,17,87,81,81,68
"FBgn0266328",515,234,356,189,182,380,438,343,357
"FBgn0266329",667,1,0,3,1,2,2,3,3
"FBgn0266331",1697,1,6,0,0,8,9,6,15
"FBgn0266346",4462,121,244,92,137,538,825,637,817
"FBgn0266347",80780,10,30,12,12,74,31,53,31
"FBgn0266348",140359,12,21,8,14,58,35,79,34
"FBgn0266349",1494,1,0,1,1,9,6,4,6
"FBgn0266350",149629,7,16,7,14,19,38,24,35
"FBgn0266351",296,1,2,2,2,10,4,6,6
"FBgn0266354",97664,26,46,25,30,19,35,17,41
"FBgn0266355",1145,0,4,2,2,2,7,0,1
"FBgn0266356",3724,60,118,48,48,180,215,227,211
"FBgn0266359",1602,8,24,10,9,21,20,15,29
"FBgn0266360",310,6,5,6,3,27,22,26,24
"FBgn0266361",1781,4,14,7,9,24,13,13,16
"FBgn0266369",3783,243,519,307,335,746,886,850,993
"FBgn0266372",650,22,36,19,14,57,38,74,35
"FBgn0266376",4000,358,722,372,397,1149,1213,1540,1491
"FBgn0266377",23278,2066,3956,2035,1956,6560,5726,7527,7148
"FBgn0266379",641,0,4,1,1,14,13,9,6
"FBgn0266381",1443,1,3,1,1,4,4,6,5
"FBgn0266384",762,9,36,14,14,33,33,43,49
"FBgn0266388",911,5,27,8,8,21,20,30,16
"FBgn0266389",1501,5,3,5,6,18,18,10,11
"FBgn0266390",1120,17,38,11,21,38,40,49,39
"FBgn0266394",317,15,31,14,16,47,36,52,44
"FBgn0266395",359,2,5,2,2,17,1,22,1
"FBgn0266396",1215,2,3,4,1,19,22,20,31
"FBgn0266398",404,21,41,17,14,40,39,34,27
"FBgn0266399",572,12,30,16,8,62,51,53,42
"FBgn0266403",771,12,29,8,18,41,22,41,36
"FBgn0266404",3071,0,3,2,3,2,6,2,2
"FBgn0266405",254,5,4,3,4,5,4,6,5
"FBgn0266407",411,229,536,222,239,780,779,1049,866
"FBgn0266408",1916,284,488,213,238,691,533,736,541
"FBgn0266409",5396,103,207,92,91,554,597,544,681
"FBgn0266410",22779,1087,2070,1101,920,5031,3934,5284,4263
"FBgn0266411",63488,627,1099,506,508,2581,2866,2987,3233
"FBgn0266413",1042,10,19,6,9,23,13,35,18
"FBgn0266414",7145,753,1459,768,736,5495,5958,7141,5580
"FBgn0266417",4683,74,158,111,53,421,698,431,831
"FBgn0266418",44020,429,781,419,390,1260,1626,1398,1831
"FBgn0266420",1571,281,484,219,227,392,515,435,539
"FBgn0266429",92189,6,10,3,4,14,16,7,16
"FBgn0266431",605,0,0,2,1,27,21,21,14
"FBgn0266432",3320,3,5,4,2,6,4,8,6
"FBgn0266436",1100,8,16,7,7,14,16,12,12
"FBgn0266437",3235,208,429,199,210,412,413,343,392
"FBgn0266441",4849,99,193,98,95,180,227,213,221
"FBgn0266442",1241,1,7,4,3,20,22,22,20
"FBgn0266443",935,2,0,0,0,5,5,4,2
"FBgn0266446",9374,1,7,6,5,10,7,10,7
"FBgn0266449",2972,273,496,235,255,766,742,912,1016
"FBgn0266450",13896,501,903,507,483,3438,2943,3441,2967
"FBgn0266452",15090,224,490,203,262,543,539,563,574
"FBgn0266455",280,2,1,1,0,5,5,2,0
"FBgn0266456",778,21,46,16,24,54,48,64,45
"FBgn0266457",23492,8,169,9,12,87,37,36,29
"FBgn0266464",4495,248,531,223,252,799,1089,1072,1246
"FBgn0266465",2476,226,374,196,220,535,527,565,587
"FBgn0266518",1474,667,1263,608,626,1226,1286,1361,1296
"FBgn0266521",24277,640,983,513,541,1558,1925,1437,1870
"FBgn0266534",1065,9,14,6,7,34,48,35,42
"FBgn0266549",1429,30,69,18,45,108,63,102,65
"FBgn0266557",40089,2188,4106,1832,2001,6111,5874,6925,6732
"FBgn0266565",1580,1,0,2,0,1,3,4,2
"FBgn0266566",7636,13,13,10,12,20,18,27,8
"FBgn0266568",4674,6,24,13,8,35,45,29,46
"FBgn0266569",786,79,142,59,53,124,181,121,187
"FBgn0266570",2308,259,432,223,229,396,436,425,498
"FBgn0266572",5561,293,524,248,235,383,498,436,560
"FBgn0266573",72,77,146,70,55,444,428,407,339
"FBgn0266574",72,67,137,75,91,1321,1089,1256,1162
"FBgn0266577",2252,2,7,1,4,37,5,38,8
"FBgn0266579",17111,226,434,179,202,639,564,692,568
"FBgn0266580",13463,2000,3828,1799,1923,4660,4366,5420,4231
"FBgn0266581",4628,430,825,399,355,610,626,721,622
"FBgn0266582",1094,149,230,118,137,370,410,399,455
"FBgn0266585",83,450,1032,709,551,597,409,744,596
"FBgn0266589",744,164,0,1,0,0,2,3,0
"FBgn0266590",991,1,4,0,0,2,3,4,5
"FBgn0266592",459,20,44,17,23,56,49,53,40
"FBgn0266593",347,23,41,14,23,45,38,46,38
"FBgn0266596",608,50,96,35,39,131,137,153,151
"FBgn0266598",762,42,89,40,29,106,105,86,102
"FBgn0266599",3928,4793,9292,5445,5778,7266,7335,6855,7354
"FBgn0266615",373,15,27,16,20,61,44,70,38
"FBgn0266616",451,8,4,4,6,7,14,12,19
"FBgn0266617",601,10,17,15,8,29,50,22,46
"FBgn0266618",552,1,2,1,2,3,3,2,5
"FBgn0266619",1646,68,102,45,56,170,168,171,199
"FBgn0266620",1401,8,11,1,9,7,13,14,13
"FBgn0266621",801,79,157,81,77,340,354,434,375
"FBgn0266622",9300,10,21,10,11,39,32,27,32
"FBgn0266623",1265,4,2,3,1,9,14,16,9
"FBgn0266624",3725,59,113,45,45,59,76,72,91
"FBgn0266625",750,12,33,20,10,83,118,99,102
"FBgn0266626",1629,2,12,3,6,9,14,14,16
"FBgn0266627",753,11,13,7,11,32,75,53,64
"FBgn0266628",401,16,36,18,11,34,50,58,58
"FBgn0266629",950,6,18,6,5,15,13,15,20
"FBgn0266630",15649,2,7,3,2,16,12,17,13
"FBgn0266631",941,2,3,3,0,5,8,9,11
"FBgn0266633",2175,10,24,10,21,216,209,190,214
"FBgn0266634",1809,29,30,24,38,197,285,240,268
"FBgn0266635",2246,31,59,23,37,61,86,83,82
"FBgn0266636",405,1,5,2,5,16,5,14,11
"FBgn0266637",1288,5,9,3,5,25,30,27,15
"FBgn0266638",3104,6,4,1,5,12,11,13,14
"FBgn0266639",1265,20,20,12,10,21,22,22,24
"FBgn0266641",747,1,3,1,0,6,7,4,8
"FBgn0266642",752,3,8,4,2,20,32,23,30
"FBgn0266643",592,24,31,14,31,62,120,35,125
"FBgn0266645",668,5,1,2,0,4,3,1,6
"FBgn0266649",2001,50,99,53,55,79,114,86,90
"FBgn0266651",599,1,4,3,1,41,16,73,19
"FBgn0266652",575,3,7,6,4,16,13,18,16
"FBgn0266653",683,9,21,7,8,15,24,15,20
"FBgn0266655",542,2,1,1,1,4,3,3,3
"FBgn0266657",1139,7,25,11,11,49,42,32,37
"FBgn0266666",482,280,554,264,236,531,521,547,621
"FBgn0266667",4060,56,75,32,62,105,119,117,154
"FBgn0266668",2527,218,401,195,211,488,533,496,594
"FBgn0266669",3431,138,288,103,123,284,330,401,387
"FBgn0266670",3066,165,278,163,180,489,524,595,544
"FBgn0266671",2470,337,410,217,191,497,578,529,582
"FBgn0266672",4066,364,739,319,333,780,898,911,978
"FBgn0266673",2708,73,149,75,80,208,230,191,266
"FBgn0266674",2927,241,439,237,228,549,716,595,758
"FBgn0266675",335,3,2,2,0,3,4,9,8
"FBgn0266676",1345,20,63,25,33,67,67,63,46
"FBgn0266678",405,1,3,1,1,6,4,6,2
"FBgn0266679",621,2,1,0,1,3,3,3,3
"FBgn0266680",1242,30,31,17,18,32,36,33,34
"FBgn0266681",1098,14,23,8,11,57,59,56,53
"FBgn0266682",478,2,0,3,1,3,0,1,2
"FBgn0266684",1043,109,36,49,50,86,47,85,58
"FBgn0266685",929,0,1,2,0,4,3,2,1
"FBgn0266686",322,1,2,1,3,2,5,4,2
"FBgn0266687",495,2,7,2,5,13,50,20,54
"FBgn0266689",8630,57,83,43,46,116,138,129,129
"FBgn0266690",1075,1,4,7,1,49,17,24,8
"FBgn0266691",626,0,4,0,0,4,5,6,1
"FBgn0266692",682,4,1,2,1,13,3,3,2
"FBgn0266693",682,0,2,0,1,2,3,3,4
"FBgn0266694",3471,6,9,5,8,2,5,1,2
"FBgn0266696",121572,1841,3360,1895,1932,7122,5449,7652,5644
"FBgn0266697",500,8,23,6,12,43,37,47,51
"FBgn0266698",1201,19,49,17,25,103,77,104,100
"FBgn0266699",2468,166,303,124,135,469,366,503,425
"FBgn0266700",2133,12,20,13,15,37,29,29,30
"FBgn0266703",1201,1,0,0,1,3,6,4,4
"FBgn0266705",950,5,4,1,5,9,11,6,14
"FBgn0266706",2145,16,44,20,16,83,72,55,62
"FBgn0266708",1598,63,102,46,59,119,124,123,106
"FBgn0266709",1675,320,712,305,352,520,465,589,504
"FBgn0266710",670,50,104,47,37,98,132,140,145
"FBgn0266711",1202,92,156,74,95,208,246,255,307
"FBgn0266717",19315,948,1904,915,919,2523,2601,2860,2485
"FBgn0266719",8063,249,495,260,224,1087,891,1052,907
"FBgn0266720",1846,396,724,381,352,1090,1010,1268,1098
"FBgn0266721",1002,12,24,4,6,66,65,83,62
"FBgn0266722",651,24,48,21,25,68,81,92,115
"FBgn0266723",783,106,213,99,108,299,342,329,355
"FBgn0266724",632,103,202,134,130,398,458,459,544
"FBgn0266725",420,1,2,1,0,3,2,1,4
"FBgn0266726",651,7,17,3,292,7,16,7,10
"FBgn0266727",672,13,8,4,10,37,51,32,66
"FBgn0266728",211,0,0,1,0,5,9,9,5
"FBgn0266729",456,5,4,1,0,0,5,5,2
"FBgn0266730",701,2,9,3,8,67,55,69,53
"FBgn0266732",1313,1,2,0,1,5,3,5,3
"FBgn0266735",952,9,9,9,5,12,15,15,18
"FBgn0266736",1705,9,15,5,4,46,40,38,33
"FBgn0266737",856,46,107,37,46,95,147,119,198
"FBgn0266738",261,0,0,1,1,6,2,8,4
"FBgn0266739",391,2,11,6,8,31,35,47,35
"FBgn0266741",3195,5,5,3,6,11,16,9,12
"FBgn0266742",1023,3,20,5,3,31,22,40,32
"FBgn0266743",635,0,1,0,1,2,3,5,7
"FBgn0266744",1467,233,421,173,188,315,355,392,422
"FBgn0266745",491,63,140,62,61,232,222,230,231
"FBgn0266747",497,4,3,1,1,4,3,5,0
"FBgn0266748",999,0,5,0,3,10,18,21,14
"FBgn0266749",850,0,4,2,1,2,1,5,2
"FBgn0266750",6576,57,121,62,66,146,168,175,153
"FBgn0266753",2700,51,112,60,48,102,144,79,115
"FBgn0266756",71397,125,246,157,103,569,548,655,638
"FBgn0266757",6754,6,10,3,7,16,20,14,23
"FBgn0266758",11831,702,1548,817,677,3361,3668,3939,4162
"FBgn0266762",1272,17,29,11,11,33,11,29,18
"FBgn0266763",787,0,1,0,1,2,3,1,3
"FBgn0266766",5443,7,13,6,12,8,9,7,6
"FBgn0266768",582,20,34,20,19,100,110,104,142
"FBgn0266771",815,1,2,32,0,8,11,4,10
"FBgn0266772",346,2,15,7,4,10,9,13,12
"FBgn0266776",387,9,20,13,16,29,35,25,34
"FBgn0266778",425,29,53,24,28,104,216,107,224
"FBgn0266780",1348,9,15,7,6,1,6,7,6
"FBgn0266786",349,41,77,42,30,163,168,169,177
"FBgn0266787",511,1,5,0,5,5,6,4,5
"FBgn0266796",597,1,4,1,0,5,4,6,6
"FBgn0266798",4902,2,2,2,0,3,3,2,3
"FBgn0266801",113290,447,867,440,396,1639,1016,1710,1075
"FBgn0266802",732,77,145,55,66,197,298,184,325
"FBgn0266804",1672,1,1,0,1,1,4,2,2
"FBgn0266805",7420,2,5,3,2,9,11,17,6
"FBgn0266807",481,7,13,6,5,26,20,23,21
"FBgn0266808",6039,98,368,174,152,728,620,557,626
"FBgn0266810",3542,3,3,2,3,10,8,9,10
"FBgn0266811",437,0,2,1,0,1,4,1,3
"FBgn0266812",401,3,4,0,2,8,7,3,9
"FBgn0266814",1806,1,0,0,2,3,3,2,3
"FBgn0266816",1050,1,2,2,0,2,3,1,3
"FBgn0266817",633,1,3,2,2,5,3,9,4
"FBgn0266818",2095,107,195,83,98,181,20,195,25
"FBgn0266819",5936,30,76,39,25,159,149,183,186
"FBgn0266822",6301,5,9,2,3,5,13,2,12
"FBgn0266827",590,0,0,1,1,1,3,4,3
"FBgn0266828",786,13,26,15,14,46,59,55,61
"FBgn0266835",235,4,4,4,3,13,6,10,12
"FBgn0266836",865,45,74,40,42,159,121,185,125
"FBgn0266837",439,0,1,0,0,6,3,2,3
"FBgn0266844",549,0,2,0,4,4,2,2,1
"FBgn0266846",510,0,5,2,1,5,3,6,6
"FBgn0266847",620,0,1,1,1,3,3,3,11
"FBgn0266848",3978,253,437,203,209,747,707,776,829
"FBgn0266850",3734,4,3,2,3,1,2,0,2
"FBgn0266851",1011,1,2,0,1,7,2,2,2
"FBgn0266853",1161,1,3,0,1,6,2,9,3
"FBgn0266854",506,3,6,3,2,25,35,18,49
"FBgn0266858",3531,10,9,5,9,26,42,21,39
"FBgn0266859",696,12,21,16,7,30,27,41,42
"FBgn0266860",520,9,19,7,9,40,65,40,57
"FBgn0266863",1161,4,12,8,4,13,9,21,13
"FBgn0266864",688,10,16,12,7,17,15,13,25
"FBgn0266865",771,16,38,20,20,54,62,59,68
"FBgn0266866",745,14,34,7,16,43,54,55,59
"FBgn0266867",640,1,3,1,2,14,14,25,13
"FBgn0266869",2918,20,43,25,28,75,20,99,23
"FBgn0266873",2635,3,3,1,1,14,7,6,11
"FBgn0266874",1174,0,2,2,1,4,1,5,5
"FBgn0266875",642,1,3,2,0,2,5,2,3
"FBgn0266876",309,0,2,0,0,0,10,0,7
"FBgn0266877",370,0,0,0,0,1,18,1,16
"FBgn0266878",244,2,2,1,0,5,4,7,7
"FBgn0266879",207,1,2,0,1,3,4,6,5
"FBgn0266880",328,0,3,0,1,61,58,57,50
"FBgn0266883",537,1,0,0,0,4,6,5,2
"FBgn0266884",2677,134,247,85,101,390,353,472,368
"FBgn0266887",598,1,4,0,2,3,2,5,0
"FBgn0266889",1680,86,164,76,89,202,279,213,280
"FBgn0266892",451,21,58,24,28,158,154,195,154
"FBgn0266894",432,2,7,3,5,31,7,34,13
"FBgn0266895",267,2,4,2,2,14,5,9,5
"FBgn0266899",975,0,2,1,2,3,5,4,1
"FBgn0266900",802,1,2,0,0,4,2,3,3
"FBgn0266901",3150,3,7,8,1,13,8,6,10
"FBgn0266902",1338,3,1,1,1,3,4,4,2
"FBgn0266903",9615,7,6,5,5,9,33,10,25
"FBgn0266904",390,1,0,0,0,3,0,4,5
"FBgn0266905",656,19,32,12,16,53,59,68,68
"FBgn0266906",846,6,11,10,11,21,32,29,28
"FBgn0266907",1229,3,4,3,0,8,3,4,8
"FBgn0266911",1696,222,397,212,188,423,628,524,656
"FBgn0266912",694,0,4,1,2,18,13,13,21
"FBgn0266915",385,4,7,3,5,12,20,13,22
"FBgn0266916",5144,278,582,249,211,640,532,620,531
"FBgn0266917",2972,202,406,207,184,401,402,441,406
"FBgn0266918",14932,1191,2182,1169,984,3604,3440,3561,4131
"FBgn0266925",1538,1,1,1,2,3,4,9,16
"FBgn0266926",1468,2,1,1,0,1,4,2,8
"FBgn0266927",1250,5,27,5,2,8,26,12,13
"FBgn0266928",721,0,1,1,1,3,2,1,3
"FBgn0266929",317,39,84,28,28,138,207,189,265
"FBgn0266931",480,2,7,3,4,5,0,4,2
"FBgn0266933",1024,3,5,4,1,5,8,5,6
"FBgn0266934",712,11,22,8,16,25,31,41,32
"FBgn0266935",393,13,20,14,9,27,26,25,29
"FBgn0266937",8791,0,7,1,0,8,12,7,10
"FBgn0266940",581,8,15,5,1,64,105,93,148
"FBgn0266942",509,0,4,0,3,11,12,12,19
"FBgn0266945",670,168,271,123,129,152,166,134,178
"FBgn0266946",370,0,3,2,0,5,2,0,2
"FBgn0266949",346,2,0,0,1,3,2,4,3
"FBgn0266950",412,1,1,1,1,1,4,3,6
"FBgn0266951",413,4,7,4,4,13,56,22,80
"FBgn0266953",450,7,21,7,7,132,106,112,96
"FBgn0266954",282,4,9,5,3,13,23,13,21
"FBgn0266955",676,1,2,1,4,3,8,2,3
"FBgn0266958",1162,51,97,49,57,231,291,279,279
"FBgn0266960",315,2,4,1,2,11,22,10,17
"FBgn0266961",654,1,2,1,3,14,10,11,15
"FBgn0266966",501,13,35,16,11,45,59,55,70
"FBgn0266967",469,6,16,3,7,30,43,34,28
"FBgn0266969",615,0,139,0,0,1,1,17,0
"FBgn0266971",318,4,7,6,2,13,5,10,1
"FBgn0266973",435,38,83,36,36,14,129,11,124
"FBgn0266974",609,4,19,12,10,49,21,56,24
"FBgn0266977",516,4,6,3,2,16,21,11,21
"FBgn0266979",773,5,8,5,2,1,0,0,2
"FBgn0266980",530,1,4,4,2,0,2,2,1
"FBgn0266981",683,2,10,2,7,14,26,13,17
"FBgn0266982",412,198,411,195,178,1377,1434,1567,1716
"FBgn0266986",718,0,1,0,3,12,5,9,7
"FBgn0266987",302,1,0,0,0,2,5,3,1
"FBgn0266990",408,0,4,0,1,0,1,4,3
"FBgn0266993",348,27,32,17,21,35,46,52,36
"FBgn0266994",796,4,7,5,2,5,12,2,6
"FBgn0266995",258,0,0,3,0,1,6,3,7
"FBgn0267001",291517,131,240,132,127,566,462,636,527
"FBgn0267002",21169,68,118,77,59,243,330,239,339
"FBgn0267003",305,2,15,8,5,11,17,10,14
"FBgn0267006",695,1,3,0,1,3,3,1,3
"FBgn0267010",371,0,0,0,0,0,0,1,10
"FBgn0267011",259,3,7,2,5,8,25,12,12
"FBgn0267012",877,1,1,1,0,3,4,2,1
"FBgn0267013",515,0,1,0,0,2,2,4,2
"FBgn0267017",545,22,41,25,17,44,53,52,52
"FBgn0267019",270,7,9,6,9,24,19,29,22
"FBgn0267020",899,25,31,11,22,52,48,66,53
"FBgn0267022",788,4,8,3,2,13,9,11,6
"FBgn0267023",1210,33,74,34,36,102,117,99,98
"FBgn0267024",1157,10,16,10,4,53,40,48,41
"FBgn0267027",915,10,11,7,9,25,38,30,36
"FBgn0267028",707,14,19,14,20,38,29,54,29
"FBgn0267030",448,5,12,4,10,19,35,24,38
"FBgn0267031",415,1,3,3,1,7,13,5,16
"FBgn0267033",144412,591,1132,616,649,2659,2226,2785,2182
"FBgn0267034",331,24,48,32,21,60,53,67,73
"FBgn0267035",2376,31,72,39,35,72,81,75,83
"FBgn0267036",512,31,55,18,14,62,83,57,86
"FBgn0267037",3122,1,0,1,0,2,6,1,3
"FBgn0267038",1609,2,4,1,1,2,9,2,3
"FBgn0267039",731,7,25,8,8,43,43,6,27
"FBgn0267056",827,3,5,4,1,5,3,5,6
"FBgn0267057",552,34,55,45,34,70,56,74,72
"FBgn0267058",752,7,19,6,14,4,3,2,9
"FBgn0267063",474,1,7,4,2,1,8,4,2
"FBgn0267064",497,1,1,2,0,7,6,5,6
"FBgn0267065",296,2,4,1,4,4,5,4,2
