Geneid,S2_Ctrl1,S2_Auxin1,S2_Ctrl2,S2_Auxin2,Chd1_Ctrl1,Chd1_Auxin1,Chd1_Ctrl2,Chd1_Auxin2
FBgn0266729,5,4,1,0,0,5,5,2
FBgn0266730,2,9,3,8,67,55,69,53
FBgn0266731,0,0,0,0,0,0,0,0
FBgn0266732,1,2,0,1,5,3,5,3
FBgn0266733,0,3,0,1,2,2,0,1
FBgn0266734,0,0,0,0,0,0,0,0
FBgn0266735,9,9,9,5,12,15,15,18
FBgn0266736,9,15,5,4,46,40,38,33
FBgn0266737,46,107,37,46,95,147,119,198
FBgn0266738,0,0,1,1,6,2,8,4
FBgn0266739,2,11,6,8,31,35,47,35
FBgn0266740,0,0,0,0,1,2,2,0
FBgn0266741,5,5,3,6,11,16,9,12
FBgn0266742,3,20,5,3,31,22,40,32
FBgn0266743,0,1,0,1,2,3,5,7
FBgn0266744,233,421,173,188,315,355,392,422
FBgn0266745,63,140,62,61,232,222,230,231
FBgn0266747,4,3,1,1,4,3,5,0
FBgn0266748,0,5,0,3,10,18,21,14
FBgn0266749,0,4,2,1,2,1,5,2
FBgn0266750,57,121,62,66,146,168,175,153
FBgn0266751,0,1,0,0,0,0,0,1
FBgn0266752,0,0,0,0,0,0,1,0
FBgn0266753,51,112,60,48,102,144,79,115
FBgn0266756,125,246,157,103,569,548,655,638
FBgn0266757,6,10,3,7,16,20,14,23
FBgn0266758,702,1548,817,677,3361,3668,3939,4162
FBgn0266762,17,29,11,11,33,11,29,18
FBgn0266763,0,1,0,1,2,3,1,3
FBgn0266764,0,0,0,0,0,0,0,0
FBgn0266766,7,13,6,12,8,9,7,6
FBgn0266768,20,34,20,19,100,110,104,142
FBgn0266769,0,0,0,0,1,2,1,1
FBgn0266771,1,2,32,0,8,11,4,10
FBgn0266772,2,15,7,4,10,9,13,12
FBgn0266773,1,0,0,0,0,0,0,0
FBgn0266774,0,1,0,0,0,1,0,0
FBgn0266775,1,0,1,0,3,2,1,1
FBgn0266776,9,20,13,16,29,35,25,34
FBgn0266777,0,0,2,1,0,2,0,2
FBgn0266778,29,53,24,28,104,216,107,224
FBgn0266780,9,15,7,6,1,6,7,6
FBgn0266781,0,0,0,0,1,2,2,0
FBgn0266782,0,1,0,0,1,2,2,0
FBgn0266783,0,1,0,1,0,0,0,2
FBgn0266784,1,1,0,1,0,1,1,1
FBgn0266785,2,1,1,0,0,0,2,0
FBgn0266786,41,77,42,30,163,168,169,177
FBgn0266787,1,5,0,5,5,6,4,5
FBgn0266788,1,0,0,0,1,1,0,1
FBgn0266789,0,1,0,1,1,0,0,0
FBgn0266790,0,0,0,0,0,0,0,0
FBgn0266791,0,1,0,0,1,0,2,4
FBgn0266795,0,0,0,0,3,2,0,4
FBgn0266796,1,4,1,0,5,4,6,6
FBgn0266797,0,0,0,0,2,0,2,1
FBgn0266798,2,2,2,0,3,3,2,3
FBgn0266799,0,1,1,0,0,2,0,1
FBgn0266800,0,0,1,1,1,2,1,4
FBgn0266801,447,867,440,396,1639,1016,1710,1075
FBgn0266802,77,145,55,66,197,298,184,325
FBgn0266803,0,0,0,1,1,0,0,0
FBgn0266804,1,1,0,1,1,4,2,2
FBgn0266805,2,5,3,2,9,11,17,6
FBgn0266806,1,2,0,1,1,2,0,3
FBgn0266807,7,13,6,5,26,20,23,21
FBgn0266808,98,368,174,152,728,620,557,626
FBgn0266809,0,0,0,0,1,1,0,0
FBgn0266810,3,3,2,3,10,8,9,10
FBgn0266811,0,2,1,0,1,4,1,3
FBgn0266812,3,4,0,2,8,7,3,9
FBgn0266813,0,2,0,0,1,2,2,0
FBgn0266814,1,0,0,2,3,3,2,3
FBgn0266815,0,0,0,0,6,3,0,1
FBgn0266816,1,2,2,0,2,3,1,3
FBgn0266817,1,3,2,2,5,3,9,4
FBgn0266818,107,195,83,98,181,20,195,25
FBgn0266819,30,76,39,25,159,149,183,186
FBgn0266820,0,1,0,0,3,2,0,0
FBgn0266821,1,1,0,0,2,0,2,2
FBgn0266822,5,9,2,3,5,13,2,12
FBgn0266823,0,0,0,0,0,0,0,0
FBgn0266824,0,0,0,1,2,0,3,1
FBgn0266825,0,0,1,0,0,1,0,0
FBgn0266826,0,0,0,0,0,0,0,0
FBgn0266827,0,0,1,1,1,3,4,3
FBgn0266828,13,26,15,14,46,59,55,61
FBgn0266829,1,1,1,0,1,0,0,1
FBgn0266830,0,0,0,0,1,1,0,1
FBgn0266831,0,1,0,0,0,0,0,2
FBgn0266832,0,3,0,0,0,0,0,0
FBgn0266833,0,0,0,0,0,0,2,0
FBgn0266834,1,1,0,0,1,1,0,0
FBgn0266835,4,4,4,3,13,6,10,12
FBgn0266836,45,74,40,42,159,121,185,125
FBgn0266837,0,1,0,0,6,3,2,3
FBgn0266838,0,0,0,0,0,0,0,0
FBgn0266839,0,1,0,0,1,0,3,0
FBgn0266840,0,0,0,0,0,0,1,0
FBgn0266841,0,1,0,0,1,2,1,1
FBgn0266842,0,1,0,3,0,0,1,2
FBgn0266843,0,1,0,1,1,2,2,1
FBgn0266844,0,2,0,4,4,2,2,1
FBgn0266845,0,0,0,0,1,0,1,1
FBgn0266846,0,5,2,1,5,3,6,6
FBgn0266847,0,1,1,1,3,3,3,11
FBgn0266848,253,437,203,209,747,707,776,829
FBgn0266849,1,0,0,0,0,1,1,0
FBgn0266850,4,3,2,3,1,2,0,2
FBgn0266851,1,2,0,1,7,2,2,2
FBgn0266852,0,0,0,0,0,0,0,0
FBgn0266853,1,3,0,1,6,2,9,3
FBgn0266854,3,6,3,2,25,35,18,49
FBgn0266855,0,1,0,0,0,1,2,0
FBgn0266856,0,1,0,0,0,0,0,0
FBgn0266857,0,0,0,0,0,0,0,0
FBgn0266858,10,9,5,9,26,42,21,39
FBgn0266859,12,21,16,7,30,27,41,42
FBgn0266860,9,19,7,9,40,65,40,57
FBgn0266861,0,0,1,0,2,2,1,0
FBgn0266862,1,0,0,0,2,3,1,0
FBgn0266863,4,12,8,4,13,9,21,13
FBgn0266864,10,16,12,7,17,15,13,25
FBgn0266865,16,38,20,20,54,62,59,68
FBgn0266866,14,34,7,16,43,54,55,59
FBgn0266867,1,3,1,2,14,14,25,13
FBgn0266868,1,0,0,0,3,3,0,1
FBgn0266869,20,43,25,28,75,20,99,23
FBgn0266870,0,0,0,0,1,0,0,0
FBgn0266871,2,0,0,0,3,1,1,1
FBgn0266872,0,0,0,1,0,0,0,0
FBgn0266873,3,3,1,1,14,7,6,11
FBgn0266874,0,2,2,1,4,1,5,5
FBgn0266875,1,3,2,0,2,5,2,3
FBgn0266876,0,2,0,0,0,10,0,7
FBgn0266877,0,0,0,0,1,18,1,16
FBgn0266878,2,2,1,0,5,4,7,7
FBgn0266879,1,2,0,1,3,4,6,5
FBgn0266880,0,3,0,1,61,58,57,50
FBgn0266881,0,0,0,0,2,0,0,1
FBgn0266882,0,1,0,1,1,0,0,0
FBgn0266883,1,0,0,0,4,6,5,2
FBgn0266884,134,247,85,101,390,353,472,368
FBgn0266885,1,1,0,1,0,0,2,1
FBgn0266886,1,0,2,0,1,1,0,3
FBgn0266887,1,4,0,2,3,2,5,0
FBgn0266888,0,0,1,0,2,1,0,0
FBgn0266889,86,164,76,89,202,279,213,280
FBgn0266891,0,2,2,1,0,1,0,1
FBgn0266892,21,58,24,28,158,154,195,154
FBgn0266893,1,0,0,0,1,2,3,1
FBgn0266894,2,7,3,5,31,7,34,13
FBgn0266895,2,4,2,2,14,5,9,5
FBgn0266896,0,0,0,0,0,1,0,0
FBgn0266897,1,0,0,0,0,0,0,0
FBgn0266898,0,1,0,0,1,0,0,0
FBgn0266899,0,2,1,2,3,5,4,1
FBgn0266900,1,2,0,0,4,2,3,3
FBgn0266901,3,7,8,1,13,8,6,10
FBgn0266902,3,1,1,1,3,4,4,2
FBgn0266903,7,6,5,5,9,33,10,25
FBgn0266904,1,0,0,0,3,0,4,5
FBgn0266905,19,32,12,16,53,59,68,68
FBgn0266906,6,11,10,11,21,32,29,28
FBgn0266907,3,4,3,0,8,3,4,8
FBgn0266909,0,1,0,2,0,4,1,1
FBgn0266910,0,0,0,0,0,0,0,1
FBgn0266911,222,397,212,188,423,628,524,656
FBgn0266912,0,4,1,2,18,13,13,21
FBgn0266913,0,0,0,1,0,0,1,0
FBgn0266914,0,0,0,0,0,0,0,0
FBgn0266915,4,7,3,5,12,20,13,22
FBgn0266916,278,582,249,211,640,532,620,531
FBgn0266917,202,406,207,184,401,402,441,406
FBgn0266918,1191,2182,1169,984,3604,3440,3561,4131
FBgn0266925,1,1,1,2,3,4,9,16
FBgn0266926,2,1,1,0,1,4,2,8
FBgn0266927,5,27,5,2,8,26,12,13
FBgn0266928,0,1,1,1,3,2,1,3
FBgn0266929,39,84,28,28,138,207,189,265
FBgn0266930,0,2,1,1,0,1,2,2
FBgn0266931,2,7,3,4,5,0,4,2
FBgn0266932,0,1,0,1,0,1,3,1
FBgn0266933,3,5,4,1,5,8,5,6
FBgn0266934,11,22,8,16,25,31,41,32
FBgn0266935,13,20,14,9,27,26,25,29
FBgn0266936,1,2,1,0,1,4,1,0
FBgn0266937,0,7,1,0,8,12,7,10
FBgn0266938,0,0,0,1,1,0,2,1
FBgn0266939,0,0,0,0,0,0,0,0
FBgn0266940,8,15,5,1,64,105,93,148
FBgn0266941,0,0,0,0,1,1,1,4
FBgn0266942,0,4,0,3,11,12,12,19
FBgn0266943,1,0,0,0,0,1,2,1
FBgn0266944,0,0,0,0,0,0,0,0
FBgn0266945,168,271,123,129,152,166,134,178
FBgn0266946,0,3,2,0,5,2,0,2
FBgn0266947,1,2,1,0,2,1,0,1
FBgn0266948,1,0,0,1,1,0,2,2
FBgn0266949,2,0,0,1,3,2,4,3
FBgn0266950,1,1,1,1,1,4,3,6
FBgn0266951,4,7,4,4,13,56,22,80
FBgn0266952,0,0,1,1,0,1,0,0
FBgn0266953,7,21,7,7,132,106,112,96
FBgn0266954,4,9,5,3,13,23,13,21
FBgn0266955,1,2,1,4,3,8,2,3
FBgn0266956,0,0,1,2,1,2,1,1
FBgn0266957,1,0,0,0,0,1,0,0
FBgn0266958,51,97,49,57,231,291,279,279
FBgn0266959,1,0,0,0,0,0,1,0
FBgn0266960,2,4,1,2,11,22,10,17
FBgn0266961,1,2,1,3,14,10,11,15
FBgn0266962,0,1,0,0,2,0,0,0
FBgn0266963,0,1,0,0,0,2,1,0
FBgn0266964,0,0,0,0,0,0,0,0
FBgn0266965,0,0,0,0,0,0,0,0
FBgn0266966,13,35,16,11,45,59,55,70
FBgn0266967,6,16,3,7,30,43,34,28
FBgn0266968,0,1,1,0,1,0,0,2
FBgn0266969,0,139,0,0,1,1,17,0
FBgn0266970,0,2,0,0,0,0,0,0
FBgn0266971,4,7,6,2,13,5,10,1
FBgn0266972,0,1,0,0,0,0,1,0
FBgn0266973,38,83,36,36,14,129,11,124
FBgn0266974,4,19,12,10,49,21,56,24
FBgn0266975,0,2,0,0,0,0,1,0
FBgn0266976,0,0,0,0,0,1,0,0
FBgn0266977,4,6,3,2,16,21,11,21
FBgn0266978,0,1,0,1,0,1,0,2
FBgn0266979,5,8,5,2,1,0,0,2
FBgn0266980,1,4,4,2,0,2,2,1
FBgn0266981,2,10,2,7,14,26,13,17
FBgn0266982,198,411,195,178,1377,1434,1567,1716
FBgn0266983,0,0,0,0,0,0,0,0
FBgn0266984,0,0,0,1,0,1,1,0
FBgn0266985,0,0,0,0,0,0,0,0
FBgn0266986,0,1,0,3,12,5,9,7
FBgn0266987,1,0,0,0,2,5,3,1
FBgn0266988,0,0,0,0,1,0,0,1
FBgn0266989,0,0,1,0,0,1,0,0
FBgn0266990,0,4,0,1,0,1,4,3
FBgn0266991,0,0,0,0,0,0,0,0
FBgn0266992,0,0,0,0,0,0,0,0
FBgn0266993,27,32,17,21,35,46,52,36
FBgn0266994,4,7,5,2,5,12,2,6
FBgn0266995,0,0,3,0,1,6,3,7
FBgn0267001,131,240,132,127,566,462,636,527
FBgn0267002,68,118,77,59,243,330,239,339
FBgn0267003,2,15,8,5,11,17,10,14
FBgn0267004,0,0,0,0,1,0,0,0
FBgn0267005,1,1,0,1,0,1,2,1
FBgn0267006,1,3,0,1,3,3,1,3
FBgn0267007,0,3,1,1,1,2,0,0
FBgn0267008,0,3,2,0,0,1,0,2
FBgn0267009,0,0,0,0,0,0,0,0
FBgn0267010,0,0,0,0,0,0,1,10
FBgn0267011,3,7,2,5,8,25,12,12
FBgn0267012,1,1,1,0,3,4,2,1
FBgn0267013,0,1,0,0,2,2,4,2
FBgn0267014,1,1,0,0,2,1,0,1
FBgn0267017,22,41,25,17,44,53,52,52
FBgn0267018,0,0,0,0,0,0,0,0
FBgn0267019,7,9,6,9,24,19,29,22
FBgn0267020,25,31,11,22,52,48,66,53
FBgn0267021,0,1,0,0,2,1,2,0
FBgn0267022,4,8,3,2,13,9,11,6
FBgn0267023,33,74,34,36,102,117,99,98
FBgn0267024,10,16,10,4,53,40,48,41
FBgn0267025,1,2,0,0,1,0,2,0
FBgn0267026,0,1,0,0,2,1,1,0
FBgn0267027,10,11,7,9,25,38,30,36
FBgn0267028,14,19,14,20,38,29,54,29
FBgn0267029,0,1,0,0,2,1,0,2
FBgn0267030,5,12,4,10,19,35,24,38
FBgn0267031,1,3,3,1,7,13,5,16
FBgn0267032,0,0,1,0,0,1,0,0
FBgn0267033,591,1132,616,649,2659,2226,2785,2182
FBgn0267034,24,48,32,21,60,53,67,73
FBgn0267035,31,72,39,35,72,81,75,83
FBgn0267036,31,55,18,14,62,83,57,86
FBgn0267037,1,0,1,0,2,6,1,3
FBgn0267038,2,4,1,1,2,9,2,3
FBgn0267039,7,25,8,8,43,43,6,27
FBgn0267041,0,0,0,0,2,3,0,2
FBgn0267042,0,0,0,0,0,0,0,0
FBgn0267043,0,0,0,0,0,0,0,0
FBgn0267044,0,0,0,0,0,0,0,0
FBgn0267045,0,0,0,0,0,0,0,0
FBgn0267046,0,0,0,0,0,0,0,0
FBgn0267047,0,0,0,0,0,0,0,0
FBgn0267048,0,0,0,0,0,0,0,0
FBgn0267049,0,0,0,0,0,0,0,0
FBgn0267050,0,0,0,0,0,0,0,0
FBgn0267051,0,0,0,0,0,0,0,0
FBgn0267052,0,1,0,0,1,0,1,0
FBgn0267053,0,0,0,0,0,0,0,0
FBgn0267054,0,0,0,0,0,0,0,0
FBgn0267055,0,0,0,0,0,1,1,0
FBgn0267056,3,5,4,1,5,3,5,6
FBgn0267057,34,55,45,34,70,56,74,72
FBgn0267058,7,19,6,14,4,3,2,9
FBgn0267059,0,0,2,0,0,0,0,0
FBgn0267060,0,0,0,0,0,0,0,0
FBgn0267061,0,0,0,0,0,0,0,0
FBgn0267062,0,0,1,0,2,2,2,0
FBgn0267063,1,7,4,2,1,8,4,2
FBgn0267064,1,1,2,0,7,6,5,6
FBgn0267065,2,4,1,4,4,5,4,2
FBgn0267066,4,1,1,2,5,3,5,4
FBgn0267067,4,6,1,2,9,6,9,8
FBgn0267068,0,1,1,0,0,0,0,1
FBgn0267069,1,1,0,1,0,1,0,2
FBgn0267070,5,14,10,11,56,19,68,17
FBgn0267071,0,0,0,0,0,0,0,0
FBgn0267072,0,0,0,0,0,0,1,0
FBgn0267073,356,774,418,388,1878,1885,2043,1925
FBgn0267074,0,0,0,0,0,0,0,0
FBgn0267075,3,1,2,2,8,12,17,10
FBgn0267076,20,37,28,25,88,77,86,73
FBgn0267077,1,1,0,0,0,1,1,1
FBgn0267078,1,6,4,4,16,22,9,18
FBgn0267079,0,0,0,1,2,1,4,4
FBgn0267080,1,0,1,0,1,1,1,4
FBgn0267081,44,61,37,27,85,104,102,119
FBgn0267082,0,1,0,2,0,1,2,1
FBgn0267083,0,1,0,0,0,0,0,1
FBgn0267084,9,36,11,16,13,18,14,17
FBgn0267085,1,0,0,1,0,4,1,0
FBgn0267086,8,25,14,19,62,44,55,74
FBgn0267087,37,79,39,36,105,90,127,82
FBgn0267088,1,0,0,0,0,0,0,0
FBgn0267089,1,2,1,5,5,9,6,6
FBgn0267090,0,4,0,0,2,2,3,3
FBgn0267091,0,0,2,0,11,7,9,7
FBgn0267096,0,3,1,0,5,6,1,2
FBgn0267097,4,16,5,7,5,19,6,12
FBgn0267098,0,0,0,0,0,0,0,0
FBgn0267099,0,0,0,0,0,0,1,0
FBgn0267100,0,2,2,1,7,4,10,4
FBgn0267101,1,3,1,3,8,15,20,15
FBgn0267102,17,29,14,9,172,232,177,240
FBgn0267103,5,7,3,5,42,70,34,65
FBgn0267104,11,38,15,15,43,35,46,36
FBgn0267105,0,0,0,0,0,0,2,0
FBgn0267106,2,1,0,0,5,4,8,2
FBgn0267107,2,1,2,1,2,7,2,3
FBgn0267108,0,0,0,0,0,0,0,0
FBgn0267109,23,38,20,24,128,144,148,173
FBgn0267110,0,0,0,0,0,0,0,0
FBgn0267111,66,134,57,64,406,206,406,241
FBgn0267112,1,0,0,1,7,5,5,5
FBgn0267113,3,7,10,7,18,7,17,12
FBgn0267114,0,1,4,0,2,2,3,4
FBgn0267115,1,3,1,3,2,2,3,1
FBgn0267116,1,2,2,11,2,7,4,7
FBgn0267118,0,2,0,0,3,3,8,1
FBgn0267119,1,3,1,0,4,2,7,3
FBgn0267120,0,1,0,1,2,1,2,3
FBgn0267121,2,0,0,0,0,0,1,0
FBgn0267122,0,1,1,0,2,0,0,2
FBgn0267123,0,1,0,0,0,1,0,0
FBgn0267124,0,4,0,1,7,5,11,5
FBgn0267125,12,33,18,13,25,46,29,52
FBgn0267126,291,542,296,335,432,408,457,476
FBgn0267127,3,4,2,3,16,25,18,14
FBgn0267128,35,50,31,44,107,197,104,149
FBgn0267129,0,0,0,0,0,1,0,2
FBgn0267130,1,1,0,2,1,2,1,1
FBgn0267131,21,52,27,26,73,42,71,42
FBgn0267132,1,5,1,1,3,4,7,3
FBgn0267133,4,6,7,7,8,8,9,6
FBgn0267134,0,0,0,0,0,0,1,0
FBgn0267135,0,0,0,0,0,1,1,2
FBgn0267136,2,2,4,1,1,2,2,1
FBgn0267137,12,28,5,14,91,73,95,67
FBgn0267138,0,6,0,5,7,15,6,10
FBgn0267139,0,0,0,0,1,0,1,0
FBgn0267140,0,2,0,2,2,2,2,0
FBgn0267141,0,2,0,0,5,4,0,1
FBgn0267142,1,1,0,0,0,0,0,0
FBgn0267143,1,0,0,0,0,0,0,2
FBgn0267144,0,0,0,0,0,0,2,0
FBgn0267145,5,4,1,2,5,9,4,4
FBgn0267146,4,5,4,3,22,12,23,17
FBgn0267147,1,0,0,0,2,2,4,1
FBgn0267148,2,3,0,1,11,12,3,12
FBgn0267149,2,1,1,1,2,7,5,2
FBgn0267150,13,39,14,24,99,151,106,127
FBgn0267151,0,0,1,1,3,0,2,2
FBgn0267152,0,0,0,0,0,0,0,0
FBgn0267153,5,6,7,2,16,13,12,22
FBgn0267154,0,3,2,0,1,1,2,5
FBgn0267155,2,3,1,2,34,28,39,39
FBgn0267156,0,0,2,0,0,3,1,4
FBgn0267157,6,7,3,0,18,21,16,16
FBgn0267158,1,2,0,3,1,3,1,1
FBgn0267159,1,1,1,4,0,2,3,2
FBgn0267160,6,7,10,9,61,45,50,50
FBgn0267161,0,0,0,0,0,0,0,0
FBgn0267162,15,29,15,14,32,42,50,59
FBgn0267163,0,2,0,1,1,3,1,1
FBgn0267164,38,52,27,29,115,155,141,168
FBgn0267165,1,0,0,0,0,3,1,0
FBgn0267166,1,0,0,1,1,2,0,1
FBgn0267167,2,12,7,4,36,20,32,21
FBgn0267168,1,7,2,2,0,1,1,1
FBgn0267169,1,1,0,0,0,0,0,0
FBgn0267170,1,3,1,1,8,4,6,2
FBgn0267171,4,13,4,5,26,27,34,23
FBgn0267172,1,2,3,1,30,32,31,18
FBgn0267173,0,2,1,0,1,1,4,0
FBgn0267174,0,0,0,0,0,0,0,2
FBgn0267175,0,0,0,0,0,1,1,1
FBgn0267176,6,4,4,1,29,31,32,30
FBgn0267177,6,7,4,8,58,23,70,23
FBgn0267178,16,45,22,23,123,64,123,86
FBgn0267179,0,0,0,0,4,6,7,3
FBgn0267180,27,48,26,28,61,88,73,96
FBgn0267181,4,8,2,4,14,16,15,12
FBgn0267182,1,0,0,0,0,1,0,0
FBgn0267183,11,16,15,12,45,65,53,61
FBgn0267184,1,1,0,0,0,0,1,0
FBgn0267185,5,14,6,6,24,18,25,19
FBgn0267186,1,7,2,1,7,4,5,10
FBgn0267187,1,8,1,5,23,15,25,12
FBgn0267188,0,0,0,1,0,1,2,2
FBgn0267189,1,0,0,0,1,1,1,0
FBgn0267190,1,1,1,0,2,1,4,1
FBgn0267191,4,5,3,7,12,6,8,16
FBgn0267192,0,1,0,2,2,0,0,2
FBgn0267193,0,0,0,0,0,1,0,1
FBgn0267194,1,2,0,1,1,1,0,1
FBgn0267195,6,10,5,6,60,48,56,58
FBgn0267196,1,4,0,0,5,8,8,16
FBgn0267197,56,118,57,50,130,139,135,141
FBgn0267198,45,68,31,46,92,148,137,164
FBgn0267199,148,265,151,139,143,186,131,198
FBgn0267200,5,11,9,14,40,35,32,40
FBgn0267201,36,57,24,28,61,40,56,50
FBgn0267202,35,80,33,22,38,36,51,30
FBgn0267203,144,318,182,183,599,736,571,698
FBgn0267204,0,0,0,0,2,1,4,2
FBgn0267205,0,2,0,1,8,7,5,10
FBgn0267206,0,2,1,0,2,0,0,3
FBgn0267207,12,21,10,11,50,62,51,70
FBgn0267208,4,4,1,2,10,13,13,18
FBgn0267209,0,0,1,0,1,1,1,1
FBgn0267210,0,6,1,3,10,5,6,4
FBgn0267211,0,0,0,0,1,0,0,0
FBgn0267212,0,2,0,0,7,14,4,13
FBgn0267213,0,1,1,1,2,6,1,7
FBgn0267214,1,1,0,1,3,7,4,6
FBgn0267215,0,2,0,0,0,5,2,5
FBgn0267216,1,1,1,0,4,3,2,4
FBgn0267217,0,0,1,1,1,8,2,5
FBgn0267218,0,2,0,0,2,2,0,0
FBgn0267219,10,8,9,5,25,35,29,50
FBgn0267220,4,6,4,4,10,7,16,4
FBgn0267221,87,168,97,108,849,797,698,677
FBgn0267222,1,4,1,1,7,9,5,6
FBgn0267223,0,0,0,0,0,0,0,0
FBgn0267224,0,1,0,0,1,0,0,2
FBgn0267225,0,0,1,1,8,3,2,2
FBgn0267226,0,4,1,2,7,7,6,4
FBgn0267227,0,3,0,1,1,2,1,2
FBgn0267228,98,215,75,88,211,219,209,254
FBgn0267229,1,2,0,0,3,5,2,2
FBgn0267230,38,89,23,26,116,91,119,93
FBgn0267231,0,0,0,0,0,0,0,0
FBgn0267232,0,0,0,0,0,0,0,0
FBgn0267233,2,2,1,0,3,1,6,7
FBgn0267234,0,0,0,0,1,1,0,0
FBgn0267235,0,1,0,2,1,1,3,1
FBgn0267236,0,1,2,0,6,1,4,4
FBgn0267237,71,148,67,79,265,296,335,334
FBgn0267238,1,5,2,0,0,1,0,0
FBgn0267239,1,5,0,0,11,25,9,12
FBgn0267240,0,0,0,0,0,0,0,0
FBgn0267241,12,28,18,10,58,75,73,74
FBgn0267242,0,0,0,0,5,2,0,6
FBgn0267243,10,21,11,16,23,35,36,26
FBgn0267244,0,0,0,0,0,0,0,0
FBgn0267245,1,0,1,0,2,0,0,1
FBgn0267246,2,1,3,3,5,7,11,7
FBgn0267247,2,2,4,2,6,11,8,8
FBgn0267248,0,0,0,0,0,0,0,0
FBgn0267249,0,1,0,0,1,3,0,3
FBgn0267252,27,54,32,28,53,55,49,60
FBgn0267253,64,147,106,97,319,364,347,311
FBgn0267254,0,0,0,0,0,0,0,0
FBgn0267255,0,0,0,0,1,0,1,0
FBgn0267256,0,0,1,0,1,0,0,1
FBgn0267257,0,1,1,0,7,17,9,16
FBgn0267258,0,0,0,0,0,0,0,0
FBgn0267259,3,16,6,2,15,16,23,16
FBgn0267260,1,1,0,0,0,1,0,0
FBgn0267261,0,0,0,0,1,2,0,0
FBgn0267262,0,2,0,0,0,0,0,1
FBgn0267263,0,1,0,0,0,0,1,0
FBgn0267264,8,6,9,8,11,20,9,12
FBgn0267265,1,0,0,1,0,1,0,0
FBgn0267266,1,2,0,2,2,0,2,1
FBgn0267267,0,0,0,0,2,2,1,5
FBgn0267268,0,1,3,0,5,4,4,0
FBgn0267269,0,2,1,0,4,3,4,5
FBgn0267270,0,0,1,1,3,47,3,25
FBgn0267271,0,1,1,0,2,0,0,1
FBgn0267272,1,0,0,1,2,2,3,0
FBgn0267273,0,2,0,1,0,0,2,0
FBgn0267274,0,0,0,0,0,0,0,0
FBgn0267275,3,2,3,2,6,4,13,9
FBgn0267276,27,61,21,32,10,10,7,2
FBgn0267277,1,2,2,1,8,3,6,4
FBgn0267278,0,0,0,0,1,0,2,1
FBgn0267279,1,3,0,1,5,6,3,7
FBgn0267280,27,35,18,25,75,36,77,22
FBgn0267281,13,16,20,12,56,200,79,231
FBgn0267282,0,0,0,0,3,0,0,0
FBgn0267283,0,0,0,0,1,1,0,2
FBgn0267284,37,72,39,43,29,86,34,93
FBgn0267285,0,1,0,0,0,0,0,1
FBgn0267286,4,4,5,1,5,4,3,4
FBgn0267287,0,1,1,1,0,0,5,0
FBgn0267288,0,0,0,0,1,0,1,0
FBgn0267289,0,0,0,0,1,0,1,2
FBgn0267290,0,2,0,0,4,1,1,3
FBgn0267291,0,0,0,0,0,0,0,0
FBgn0267292,0,0,1,0,0,3,0,2
FBgn0267293,0,0,0,0,0,0,1,1
FBgn0267294,5,6,3,2,23,21,25,26
FBgn0267295,0,0,0,0,2,0,0,0
FBgn0267296,14,29,7,20,30,36,41,32
FBgn0267297,0,1,0,0,0,0,0,1
FBgn0267298,0,0,0,0,0,0,0,0
FBgn0267299,2,9,3,2,12,12,6,9
FBgn0267300,2,0,1,1,4,9,8,4
FBgn0267301,7,22,6,13,93,62,92,37
FBgn0267302,0,1,1,0,0,0,0,0
FBgn0267303,0,0,0,0,0,0,1,0
FBgn0267304,0,1,1,0,0,0,0,0
FBgn0267305,1,1,0,0,0,0,0,0
FBgn0267306,1,1,3,1,0,0,0,0
FBgn0267307,0,1,0,0,1,0,0,0
FBgn0267308,2,0,2,2,2,9,1,4
FBgn0267309,0,0,0,0,0,0,2,0
FBgn0267310,0,1,0,0,0,0,0,3
FBgn0267311,0,1,0,0,2,2,2,0
FBgn0267312,0,1,0,0,0,0,0,2
FBgn0267313,0,1,0,1,3,0,1,1
FBgn0267314,1,1,0,0,0,0,1,2
FBgn0267315,0,1,0,0,1,0,0,1
FBgn0267316,0,0,0,0,1,2,1,1
FBgn0267317,0,0,1,0,2,0,1,0
FBgn0267318,1,3,0,0,0,5,0,2
FBgn0267319,0,1,0,0,0,3,2,10
FBgn0267320,9,13,16,4,30,39,32,30
FBgn0267321,0,1,0,1,1,0,2,1
FBgn0267322,17,38,9,20,61,94,88,109
FBgn0267323,0,0,0,0,0,0,0,1
FBgn0267326,15,25,5,13,11,20,18,22
FBgn0267327,0,0,0,0,0,0,0,1
FBgn0267330,516,902,487,453,1328,1259,1595,1381
FBgn0267336,1143,2085,1171,1091,3831,3143,3686,3126
FBgn0267337,11,31,24,13,72,24,36,25
FBgn0267339,114,215,123,123,301,487,406,594
FBgn0267347,376,791,375,364,1951,2031,1746,1836
FBgn0267348,2206,4460,2208,1959,5629,5900,6000,6373
FBgn0267350,334,626,296,306,679,694,766,742
FBgn0267351,241,388,212,177,446,576,530,617
FBgn0267363,2,1,2,2,11,11,10,13
FBgn0267365,410,813,391,380,1197,1847,1472,1915
FBgn0267366,36,65,34,35,86,117,79,103
FBgn0267376,63,154,59,64,224,233,237,276
FBgn0267378,284,518,221,251,1010,847,1174,918
FBgn0267383,2,3,1,0,3,4,3,6
FBgn0267384,81,139,63,71,306,322,344,384
FBgn0267385,553,993,534,416,2942,2897,3424,3104
