Geneid,S2_Ctrl1,S2_Auxin1,S2_Ctrl2,S2_Auxin2
FBgn0265635,3,11,6,7
FBgn0265636,0,1,1,2
FBgn0265637,25,42,22,18
FBgn0265638,24,37,25,23
FBgn0265639,2,2,4,2
FBgn0265640,0,0,1,0
FBgn0265641,0,1,1,0
FBgn0265642,0,1,1,0
FBgn0265643,1,0,0,0
FBgn0265644,6,13,3,6
FBgn0265645,1,2,1,2
FBgn0265646,0,0,0,0
FBgn0265648,0,0,0,0
FBgn0265649,0,0,0,0
FBgn0265650,2,6,1,3
FBgn0265651,27,42,20,24
FBgn0265652,0,0,0,0
FBgn0265653,0,0,0,0
FBgn0265654,0,1,1,0
FBgn0265655,0,0,1,0
FBgn0265656,1,2,4,1
FBgn0265657,0,0,0,2
FBgn0265658,2,5,1,3
FBgn0265659,0,2,0,0
FBgn0265660,3,1,0,0
FBgn0265661,19,51,23,24
FBgn0265662,0,0,0,0
FBgn0265663,2,3,3,1
FBgn0265664,7,10,5,3
FBgn0265665,1,1,0,2
FBgn0265666,0,0,1,1
FBgn0265667,0,0,1,0
FBgn0265668,6,10,5,5
FBgn0265669,0,0,0,1
FBgn0265670,1,2,1,0
FBgn0265671,85,183,97,120
FBgn0265672,0,0,0,0
FBgn0265673,0,0,0,0
FBgn0265674,1,0,1,1
FBgn0265675,0,1,0,0
FBgn0265676,0,0,0,0
FBgn0265677,0,0,0,0
FBgn0265678,1,1,0,2
FBgn0265679,0,1,0,1
FBgn0265680,0,1,0,0
FBgn0265681,1,0,1,0
FBgn0265682,1,0,0,0
FBgn0265683,0,0,0,0
FBgn0265684,0,0,0,0
FBgn0265685,2,0,0,0
FBgn0265686,1,0,1,2
FBgn0265687,1,1,0,2
FBgn0265688,23,9,3,5
FBgn0265689,0,0,0,0
FBgn0265690,0,2,0,0
FBgn0265691,266,509,236,225
FBgn0265692,1,6,2,0
FBgn0265693,0,3,0,0
FBgn0265694,7,3,6,2
FBgn0265695,2,1,0,1
FBgn0265696,4,1,0,0
FBgn0265697,1,8,3,1
FBgn0265698,1,4,0,0
FBgn0265699,11,11,14,9
FBgn0265700,2,5,1,3
FBgn0265701,5,9,6,6
FBgn0265702,0,1,0,0
FBgn0265703,4,8,0,5
FBgn0265704,0,1,1,1
FBgn0265705,2,9,8,6
FBgn0265706,8,6,6,5
FBgn0265707,28,69,40,29
FBgn0265708,0,1,1,2
FBgn0265709,1,1,1,1
FBgn0265710,3,5,0,1
FBgn0265711,0,0,0,0
FBgn0265712,0,1,0,0
FBgn0265713,0,2,0,1
FBgn0265714,0,0,0,0
FBgn0265715,1,5,1,0
FBgn0265716,0,1,0,0
FBgn0265717,2,6,4,0
FBgn0265718,0,0,0,0
FBgn0265719,186,368,176,221
FBgn0265720,1,1,1,2
FBgn0265721,4,4,0,1
FBgn0265722,1,0,0,0
FBgn0265723,1,0,0,2
FBgn0265724,17,30,13,10
FBgn0265725,12,21,13,22
FBgn0265726,561,1129,574,560
FBgn0265727,0,1,0,0
FBgn0265728,0,0,2,0
FBgn0265729,1,2,0,0
FBgn0265730,26,35,21,24
FBgn0265731,0,0,0,0
FBgn0265732,2,2,0,0
FBgn0265733,0,1,0,0
FBgn0265734,1,2,2,0
FBgn0265735,0,0,0,0
FBgn0265736,0,1,0,0
FBgn0265737,3,3,0,1
FBgn0265738,0,3,2,4
FBgn0265739,0,0,0,0
FBgn0265740,0,2,0,0
FBgn0265741,0,0,1,0
FBgn0265742,0,1,1,0
FBgn0265743,0,0,1,0
FBgn0265744,0,0,0,0
FBgn0265745,0,1,0,0
FBgn0265746,0,2,1,0
FBgn0265747,0,1,0,0
FBgn0265748,0,0,0,0
FBgn0265749,11,14,5,6
FBgn0265750,0,0,0,0
FBgn0265751,0,0,1,0
FBgn0265752,0,1,0,0
FBgn0265753,1,0,0,1
FBgn0265754,0,2,2,2
FBgn0265755,0,0,0,0
FBgn0265756,1,1,1,1
FBgn0265757,61,132,56,57
FBgn0265758,0,1,0,0
FBgn0265759,6,8,3,12
FBgn0265760,5,2,0,0
FBgn0265761,1,3,0,2
FBgn0265762,1,2,1,0
FBgn0265763,1,2,1,0
FBgn0265764,1,0,2,1
FBgn0265765,0,1,0,3
FBgn0265766,3,8,4,3
FBgn0265767,392,741,100,103
FBgn0265778,475,911,476,481
FBgn0265784,400,810,387,426
FBgn0265785,0,1,0,1
FBgn0265786,1,1,0,2
FBgn0265787,0,0,0,1
FBgn0265788,0,0,0,1
FBgn0265789,0,0,1,0
FBgn0265790,0,1,0,0
FBgn0265791,0,0,0,0
FBgn0265792,1,2,3,1
FBgn0265793,0,0,0,0
FBgn0265794,0,0,0,0
FBgn0265795,1,0,1,0
FBgn0265796,0,0,0,0
FBgn0265797,0,0,0,0
FBgn0265798,3,3,0,0
FBgn0265799,1,0,1,0
FBgn0265800,27,53,36,22
FBgn0265801,0,1,0,0
FBgn0265802,0,3,1,1
FBgn0265803,0,0,0,0
FBgn0265804,1,4,1,0
FBgn0265805,0,0,0,1
FBgn0265806,0,0,0,0
FBgn0265807,0,0,0,0
FBgn0265808,0,0,0,0
FBgn0265809,1,0,0,0
FBgn0265810,2,5,3,5
FBgn0265811,10,11,6,6
FBgn0265812,0,0,0,0
FBgn0265813,2,1,0,0
FBgn0265814,60,107,52,79
FBgn0265815,0,0,0,0
FBgn0265816,0,0,0,0
FBgn0265817,0,2,0,2
FBgn0265818,0,0,0,0
FBgn0265819,130,292,144,160
FBgn0265820,0,1,1,3
FBgn0265821,0,0,1,0
FBgn0265822,77,149,105,89
FBgn0265823,9,16,13,14
FBgn0265824,1,0,0,0
FBgn0265825,3,1,2,0
FBgn0265826,4,7,6,5
FBgn0265827,1,2,1,0
FBgn0265828,0,2,1,0
FBgn0265829,0,0,0,0
FBgn0265830,18,46,17,16
FBgn0265831,2,11,3,5
FBgn0265832,4,10,6,9
FBgn0265833,5,8,2,2
FBgn0265834,0,2,0,7
FBgn0265835,0,0,0,0
FBgn0265836,0,5,0,0
FBgn0265837,1,0,1,0
FBgn0265838,0,3,0,0
FBgn0265839,0,0,0,0
FBgn0265840,1,0,0,0
FBgn0265841,0,0,0,1
FBgn0265842,0,1,0,0
FBgn0265843,38,90,48,40
FBgn0265844,1,1,1,0
FBgn0265845,0,0,0,0
FBgn0265846,0,1,0,0
FBgn0265847,0,0,0,0
FBgn0265849,1,2,0,0
FBgn0265850,0,1,0,0
FBgn0265851,0,1,0,0
FBgn0265852,2,1,0,0
FBgn0265853,1,10,5,1
FBgn0265854,0,0,0,0
FBgn0265855,1,0,0,0
FBgn0265856,0,0,0,0
FBgn0265857,0,0,0,0
FBgn0265858,1,1,0,0
FBgn0265859,0,0,0,0
FBgn0265860,0,0,0,1
FBgn0265861,0,0,0,0
FBgn0265862,0,0,0,0
FBgn0265863,1,1,0,0
FBgn0265864,0,0,0,0
FBgn0265865,0,4,1,2
FBgn0265866,15,46,19,20
FBgn0265868,11,17,9,9
FBgn0265869,1,1,0,1
FBgn0265870,0,0,0,0
FBgn0265871,0,0,1,0
FBgn0265872,0,0,0,0
FBgn0265873,18,24,16,16
FBgn0265874,0,1,0,0
FBgn0265875,0,0,1,2
FBgn0265876,0,1,0,0
FBgn0265877,0,0,0,0
FBgn0265878,2,3,1,1
FBgn0265879,0,1,0,1
FBgn0265880,0,0,0,0
FBgn0265881,0,0,0,0
FBgn0265882,0,0,0,1
FBgn0265883,0,1,0,0
FBgn0265884,0,1,0,0
FBgn0265885,3,1,1,0
FBgn0265886,0,4,3,2
FBgn0265887,0,0,0,0
FBgn0265888,4,16,9,7
FBgn0265889,0,3,0,1
FBgn0265890,2,3,1,1
FBgn0265891,0,0,0,0
FBgn0265892,0,2,0,0
FBgn0265893,1,3,1,0
FBgn0265894,1,1,1,0
FBgn0265895,1,0,1,1
FBgn0265896,0,0,0,1
FBgn0265897,1,0,1,0
FBgn0265898,1,1,1,0
FBgn0265899,0,1,0,2
FBgn0265900,4,2,2,0
FBgn0265901,16,33,16,18
FBgn0265902,0,0,1,0
FBgn0265903,23,37,25,18
FBgn0265904,1,1,0,0
FBgn0265905,0,0,0,0
FBgn0265906,0,0,0,0
FBgn0265907,0,0,0,1
FBgn0265908,0,1,1,0
FBgn0265909,1,0,0,0
FBgn0265910,0,0,0,1
FBgn0265911,1,3,1,2
FBgn0265912,34,70,40,30
FBgn0265913,1,0,1,0
FBgn0265914,2,0,0,1
FBgn0265915,57,101,91,80
FBgn0265916,0,4,0,1
FBgn0265917,0,0,1,0
FBgn0265918,0,0,0,0
FBgn0265919,1,0,0,0
FBgn0265920,0,0,1,0
FBgn0265921,0,0,0,0
FBgn0265922,7,15,5,6
FBgn0265923,4,2,2,1
FBgn0265924,0,0,0,0
FBgn0265925,0,0,0,0
FBgn0265926,3,6,8,3
FBgn0265927,0,0,0,0
FBgn0265928,7,11,4,4
FBgn0265929,0,2,0,0
FBgn0265930,0,0,0,0
FBgn0265931,2,7,5,3
FBgn0265932,0,0,0,0
FBgn0265933,0,0,0,0
FBgn0265934,1,2,2,0
FBgn0265935,492,973,392,471
FBgn0265937,1,13,2,1
FBgn0265938,1,0,0,0
FBgn0265939,1,0,0,0
FBgn0265940,10,21,6,7
FBgn0265941,1,1,2,1
FBgn0265942,2,2,2,6
FBgn0265943,0,1,1,0
FBgn0265944,2,2,1,2
FBgn0265945,4,9,3,2
FBgn0265946,1,11,7,6
FBgn0265947,0,1,2,1
FBgn0265948,1,2,0,0
FBgn0265949,0,0,3,1
FBgn0265950,3,2,2,2
FBgn0265951,2,0,1,1
FBgn0265952,1,5,1,0
FBgn0265953,0,0,1,0
FBgn0265954,5,11,2,1
FBgn0265955,0,0,0,0
FBgn0265956,18,38,12,11
FBgn0265957,13,27,17,10
FBgn0265958,0,0,0,0
FBgn0265959,5,9,4,4
FBgn0265960,0,0,1,0
FBgn0265961,112,218,125,111
FBgn0265962,26,40,19,24
FBgn0265963,7,12,1,3
FBgn0265964,2,6,2,4
FBgn0265965,2,3,5,3
FBgn0265966,2,9,5,2
FBgn0265967,8,10,7,3
FBgn0265968,0,0,0,0
FBgn0265974,175,288,125,167
FBgn0265976,0,0,0,0
FBgn0265977,55,99,45,66
FBgn0265978,4,6,0,2
FBgn0265979,2,3,0,2
FBgn0265980,3,4,4,0
FBgn0265981,0,0,0,0
FBgn0265982,33,60,30,27
FBgn0265983,5,13,4,6
FBgn0265984,4,0,2,3
FBgn0265985,1,4,1,2
FBgn0265986,0,0,1,0
FBgn0265987,6,9,3,7
FBgn0265991,1558,2844,1464,1667
FBgn0265992,0,1,1,0
FBgn0265993,1248,2886,1527,1291
FBgn0265994,2,4,4,1
FBgn0265995,0,0,0,0
FBgn0265996,0,0,0,0
FBgn0265997,27,44,25,28
FBgn0265998,1811,3548,1619,1604
FBgn0265999,0,0,0,1
FBgn0266000,339,707,347,364
FBgn0266001,25,19,18,13
FBgn0266002,0,1,0,0
FBgn0266003,0,0,1,1
FBgn0266004,0,0,1,0
FBgn0266005,44,85,43,53
FBgn0266007,0,0,0,0
FBgn0266008,0,0,0,0
FBgn0266009,0,0,0,0
FBgn0266010,0,0,0,0
FBgn0266011,106,209,76,94
FBgn0266019,112,234,88,111
FBgn0266020,133,228,91,111
FBgn0266021,5,6,1,3
FBgn0266022,0,1,1,1
FBgn0266023,0,1,0,0
FBgn0266024,0,1,0,0
FBgn0266025,0,3,0,2
FBgn0266026,0,0,0,1
FBgn0266027,0,0,1,0
FBgn0266028,22,27,16,22
FBgn0266029,0,1,0,0
FBgn0266030,0,0,0,0
FBgn0266031,0,0,0,0
FBgn0266032,0,1,0,0
FBgn0266033,0,1,0,0
FBgn0266034,0,0,0,0
FBgn0266035,0,0,1,0
FBgn0266036,1,1,0,1
FBgn0266037,0,0,0,0
FBgn0266038,0,1,1,1
FBgn0266039,0,2,0,0
FBgn0266040,1,9,3,3
FBgn0266041,31,40,22,26
FBgn0266042,1,11,3,6
FBgn0266043,9,13,4,8
FBgn0266044,157,269,139,150
FBgn0266045,3,6,3,0
FBgn0266046,517,1151,540,508
FBgn0266047,3,6,2,2
FBgn0266048,15,51,25,24
FBgn0266049,112,227,114,112
FBgn0266050,3,8,1,0
FBgn0266051,17,34,17,11
FBgn0266052,38,60,27,32
FBgn0266053,456,809,414,397
FBgn0266064,375,646,344,327
FBgn0266065,0,0,0,0
FBgn0266066,0,0,0,0
FBgn0266067,0,0,0,0
FBgn0266068,0,0,0,0
FBgn0266069,0,0,0,0
FBgn0266070,0,0,0,0
FBgn0266071,0,0,1,0
FBgn0266072,25,53,20,25
FBgn0266073,1,5,6,7
FBgn0266074,2,0,1,0
FBgn0266083,715,1373,669,727
FBgn0266084,1241,2437,1343,1143
FBgn0266086,1,3,0,0
FBgn0266087,2,3,2,2
FBgn0266088,62,138,60,71
FBgn0266094,1,6,0,1
FBgn0266095,3,5,2,2
FBgn0266096,0,1,1,0
FBgn0266097,0,0,1,0
FBgn0266098,3,1,0,1
FBgn0266099,8,10,7,7
FBgn0266100,9,15,7,10
FBgn0266101,245,386,173,181
FBgn0266102,3,3,3,1
FBgn0266111,313,546,286,249
FBgn0266114,0,0,0,0
FBgn0266115,2,13,1,5
FBgn0266116,6,4,1,4
FBgn0266117,7,13,2,12
FBgn0266124,358,766,390,349
FBgn0266129,8,10,3,8
FBgn0266136,1,2,2,2
FBgn0266137,4,6,5,1
FBgn0266138,1,0,0,0
FBgn0266139,11,14,3,7
FBgn0266140,1,2,0,1
FBgn0266141,6,6,2,3
FBgn0266142,17,29,10,14
FBgn0266143,0,0,0,0
FBgn0266144,0,0,0,0
FBgn0266145,57,97,33,58
FBgn0266146,0,2,2,0
FBgn0266147,2,2,1,0
FBgn0266148,0,1,0,0
FBgn0266149,0,1,0,0
FBgn0266150,0,1,1,0
FBgn0266151,0,0,0,0
FBgn0266152,0,1,2,0
FBgn0266153,0,0,0,0
FBgn0266154,1,1,2,0
FBgn0266155,0,0,0,0
FBgn0266156,0,2,1,2
FBgn0266157,0,0,1,1
FBgn0266158,0,1,0,2
FBgn0266159,0,0,0,0
FBgn0266160,3,10,6,7
FBgn0266161,1,3,3,3
FBgn0266162,9,14,6,6
FBgn0266163,0,0,0,0
FBgn0266164,0,1,1,0
FBgn0266165,1,0,3,1
FBgn0266166,0,0,0,0
FBgn0266167,193,371,189,195
FBgn0266168,0,2,3,2
FBgn0266169,1,0,0,2
FBgn0266170,0,0,0,0
FBgn0266171,0,0,0,0
FBgn0266172,6,7,1,3
FBgn0266173,0,0,0,0
FBgn0266174,0,0,0,0
FBgn0266175,0,0,0,0
FBgn0266176,0,0,0,0
FBgn0266177,0,0,0,0
FBgn0266178,3,3,3,3
FBgn0266179,0,2,1,0
FBgn0266180,6,9,3,2
FBgn0266181,0,0,0,0
FBgn0266182,6,6,1,4
FBgn0266183,59,121,57,71
FBgn0266186,349,670,318,330
FBgn0266195,0,0,0,0
FBgn0266196,0,0,0,0
FBgn0266197,20,65,27,19
FBgn0266198,0,3,2,0
FBgn0266199,5,6,2,5
FBgn0266200,1,2,2,2
FBgn0266201,0,1,0,0
FBgn0266202,1,2,0,1
FBgn0266203,0,0,0,0
FBgn0266204,4,11,8,6
FBgn0266205,0,0,0,0
FBgn0266206,0,0,0,0
FBgn0266207,0,0,1,1
FBgn0266208,1,0,0,1
FBgn0266209,139,277,173,154
FBgn0266210,2,3,1,0
FBgn0266211,11,36,12,13
FBgn0266212,2,1,3,2
FBgn0266213,0,1,1,1
FBgn0266214,2,5,5,2
FBgn0266215,0,0,0,0
FBgn0266216,123,226,98,127
FBgn0266217,0,0,0,0
FBgn0266218,13,21,13,7
FBgn0266219,5,2,0,1
FBgn0266220,3,1,1,2
FBgn0266221,1,2,0,0
FBgn0266222,1,3,0,0
FBgn0266223,1,1,1,1
FBgn0266224,0,0,0,0
FBgn0266225,2,1,1,0
FBgn0266226,0,2,0,0
FBgn0266227,15,19,7,7
FBgn0266228,2,0,0,1
FBgn0266229,2,0,0,3
FBgn0266230,0,0,0,0
FBgn0266231,1,1,1,1
FBgn0266232,1,7,3,4
FBgn0266233,0,2,2,1
FBgn0266234,1,2,0,0
FBgn0266235,22,43,16,22
FBgn0266236,0,0,0,1
FBgn0266237,0,0,0,0
FBgn0266238,0,0,1,0
FBgn0266239,1,0,0,1
FBgn0266240,0,0,0,0
FBgn0266241,0,0,1,0
FBgn0266242,1,2,1,0
FBgn0266243,1,0,2,1
FBgn0266244,1,2,1,0
FBgn0266245,0,0,0,0
FBgn0266246,0,0,0,0
FBgn0266247,1,0,0,1
FBgn0266248,46,88,52,38
FBgn0266249,1,7,3,0
FBgn0266250,0,0,0,0
FBgn0266251,2,3,0,2
FBgn0266252,1,3,0,0
FBgn0266253,1,2,0,1
FBgn0266254,3,2,1,1
FBgn0266255,2,1,0,1
FBgn0266256,3,2,2,1
FBgn0266257,0,0,0,0
FBgn0266258,171,396,208,246
FBgn0266259,0,4,4,3
FBgn0266260,1,1,5,2
FBgn0266261,0,1,0,0
FBgn0266262,5,11,7,9
FBgn0266263,0,0,0,0
FBgn0266264,2,0,0,2
FBgn0266268,219,339,148,173
FBgn0266275,6,27,8,9
FBgn0266276,9,13,6,7
FBgn0266277,9,8,4,2
FBgn0266278,1,1,0,0
FBgn0266279,0,1,1,1
FBgn0266280,111,179,96,126
FBgn0266281,7,7,8,6
FBgn0266282,209,373,152,173
FBgn0266284,273,563,236,271
FBgn0266302,0,1,0,1
FBgn0266303,5,5,1,3
FBgn0266304,1,3,0,4
FBgn0266305,0,0,0,1
FBgn0266306,1,3,1,0
FBgn0266307,0,0,0,0
FBgn0266308,24,43,10,23
FBgn0266309,107,219,96,115
FBgn0266310,11,21,10,12
FBgn0266311,17,40,16,20
FBgn0266312,107,179,99,102
FBgn0266313,7,19,8,9
FBgn0266314,6,3,2,4
FBgn0266315,0,1,0,0
FBgn0266316,33,52,25,16
FBgn0266317,0,0,0,0
FBgn0266318,1,2,0,0
FBgn0266319,0,0,0,1
FBgn0266320,3,0,0,1
FBgn0266321,0,0,0,0
FBgn0266322,126,278,114,168
FBgn0266323,1,2,0,1
FBgn0266324,1,4,0,3
FBgn0266325,0,0,0,0
FBgn0266326,123,228,104,96
FBgn0266327,19,31,15,17
FBgn0266328,234,356,189,182
FBgn0266329,1,0,3,1
FBgn0266330,0,0,0,0
FBgn0266331,1,6,0,0
FBgn0266346,121,244,92,137
FBgn0266347,10,30,12,12
FBgn0266348,12,21,8,14
FBgn0266349,1,0,1,1
FBgn0266350,7,16,7,14
FBgn0266351,1,2,2,2
FBgn0266352,0,0,0,0
FBgn0266354,26,46,25,30
FBgn0266355,0,4,2,2
FBgn0266356,60,118,48,48
FBgn0266357,0,0,0,2
FBgn0266358,0,1,0,0
FBgn0266359,8,24,10,9
FBgn0266360,6,5,6,3
FBgn0266361,4,14,7,9
FBgn0266362,0,0,0,0
FBgn0266363,2,1,0,0
FBgn0266364,0,0,0,1
FBgn0266365,2,1,0,1
FBgn0266366,0,0,0,0
FBgn0266369,243,519,307,335
FBgn0266371,0,0,0,0
FBgn0266372,22,36,19,14
FBgn0266376,358,722,372,397
FBgn0266377,2066,3956,2035,1956
FBgn0266378,0,0,0,0
FBgn0266379,0,4,1,1
FBgn0266380,0,0,0,0
FBgn0266381,1,3,1,1
FBgn0266382,0,0,0,0
FBgn0266383,0,1,0,0
FBgn0266384,9,36,14,14
FBgn0266388,5,27,8,8
FBgn0266389,5,3,5,6
FBgn0266390,17,38,11,21
FBgn0266391,0,0,0,0
FBgn0266392,0,0,0,2
FBgn0266393,0,0,0,0
FBgn0266394,15,31,14,16
FBgn0266395,2,5,2,2
FBgn0266396,2,3,4,1
FBgn0266397,0,1,0,1
FBgn0266398,21,41,17,14
FBgn0266399,12,30,16,8
FBgn0266400,0,0,0,0
FBgn0266401,0,0,0,0
FBgn0266402,0,0,2,0
FBgn0266403,12,29,8,18
FBgn0266404,0,3,2,3
FBgn0266405,5,4,3,4
FBgn0266406,0,0,0,0
FBgn0266407,229,536,222,239
FBgn0266408,284,488,213,238
FBgn0266409,103,207,92,91
FBgn0266410,1087,2070,1101,920
FBgn0266411,627,1099,506,508
FBgn0266412,1,2,0,1
FBgn0266413,10,19,6,9
FBgn0266414,753,1459,768,736
FBgn0266415,0,1,0,0
FBgn0266416,1,0,2,0
FBgn0266417,74,158,111,53
FBgn0266418,429,781,419,390
FBgn0266419,0,0,0,0
FBgn0266420,281,484,219,227
FBgn0266428,0,0,0,0
FBgn0266429,6,10,3,4
FBgn0266430,1,0,0,0
FBgn0266431,0,0,2,1
FBgn0266432,3,5,4,2
FBgn0266433,0,2,1,1
FBgn0266434,0,0,0,0
FBgn0266435,0,0,0,0
FBgn0266436,8,16,7,7
FBgn0266437,208,429,199,210
FBgn0266438,0,0,0,0
FBgn0266439,0,0,0,0
FBgn0266441,99,193,98,95
FBgn0266442,1,7,4,3
FBgn0266443,2,0,0,0
FBgn0266445,0,0,0,0
FBgn0266446,1,7,6,5
FBgn0266448,1,0,0,1
FBgn0266449,273,496,235,255
FBgn0266450,501,903,507,483
FBgn0266451,0,0,0,0
FBgn0266452,224,490,203,262
FBgn0266454,0,1,0,0
FBgn0266455,2,1,1,0
FBgn0266456,21,46,16,24
FBgn0266457,8,169,9,12
FBgn0266459,0,0,0,0
FBgn0266464,248,531,223,252
FBgn0266465,226,374,196,220
FBgn0266486,0,0,0,0
FBgn0266487,0,0,0,0
FBgn0266488,0,0,0,0
FBgn0266489,0,0,0,0
FBgn0266490,0,0,0,0
FBgn0266491,0,0,0,0
FBgn0266492,0,1,0,0
FBgn0266518,667,1263,608,626
FBgn0266521,640,983,513,541
FBgn0266525,0,0,0,0
FBgn0266534,9,14,6,7
FBgn0266535,0,0,0,1
FBgn0266536,0,0,0,1
FBgn0266537,0,0,0,0
FBgn0266538,0,0,0,0
FBgn0266539,0,0,0,0
FBgn0266540,0,0,0,0
FBgn0266549,30,69,18,45
FBgn0266557,2188,4106,1832,2001
FBgn0266564,0,0,1,0
FBgn0266565,1,0,2,0
FBgn0266566,13,13,10,12
FBgn0266568,6,24,13,8
FBgn0266569,79,142,59,53
FBgn0266570,259,432,223,229
FBgn0266572,293,524,248,235
FBgn0266573,77,146,70,55
FBgn0266574,67,137,75,91
FBgn0266577,2,7,1,4
FBgn0266578,0,0,0,0
FBgn0266579,226,434,179,202
FBgn0266580,2000,3828,1799,1923
FBgn0266581,430,825,399,355
FBgn0266582,149,230,118,137
FBgn0266585,450,1032,709,551
FBgn0266586,0,0,0,1
FBgn0266587,0,1,0,0
FBgn0266588,0,0,0,0
FBgn0266589,164,0,1,0
FBgn0266590,1,4,0,0
FBgn0266591,0,1,1,0
FBgn0266592,20,44,17,23
FBgn0266593,23,41,14,23
FBgn0266594,0,1,0,1
FBgn0266595,0,0,0,0
FBgn0266596,50,96,35,39
FBgn0266598,42,89,40,29
FBgn0266599,4793,9292,5445,5778
FBgn0266615,15,27,16,20
FBgn0266616,8,4,4,6
FBgn0266617,10,17,15,8
FBgn0266618,1,2,1,2
FBgn0266619,68,102,45,56
FBgn0266620,8,11,1,9
FBgn0266621,79,157,81,77
FBgn0266622,10,21,10,11
FBgn0266623,4,2,3,1
FBgn0266624,59,113,45,45
FBgn0266625,12,33,20,10
FBgn0266626,2,12,3,6
FBgn0266627,11,13,7,11
FBgn0266628,16,36,18,11
FBgn0266629,6,18,6,5
FBgn0266630,2,7,3,2
FBgn0266631,2,3,3,0
FBgn0266632,0,0,0,0
FBgn0266633,10,24,10,21
FBgn0266634,29,30,24,38
FBgn0266635,31,59,23,37
FBgn0266636,1,5,2,5
FBgn0266637,5,9,3,5
FBgn0266638,6,4,1,5
FBgn0266639,20,20,12,10
FBgn0266640,2,2,1,0
FBgn0266641,1,3,1,0
FBgn0266642,3,8,4,2
FBgn0266643,24,31,14,31
FBgn0266644,2,0,0,1
FBgn0266645,5,1,2,0
FBgn0266646,1,1,1,1
FBgn0266647,0,0,0,0
FBgn0266648,0,1,0,0
FBgn0266649,50,99,53,55
FBgn0266650,2,0,0,2
FBgn0266651,1,4,3,1
FBgn0266652,3,7,6,4
FBgn0266653,9,21,7,8
FBgn0266654,0,0,0,1
FBgn0266655,2,1,1,1
FBgn0266656,0,0,0,0
FBgn0266657,7,25,11,11
FBgn0266666,280,554,264,236
FBgn0266667,56,75,32,62
FBgn0266668,218,401,195,211
FBgn0266669,138,288,103,123
FBgn0266670,165,278,163,180
FBgn0266671,337,410,217,191
FBgn0266672,364,739,319,333
FBgn0266673,73,149,75,80
FBgn0266674,241,439,237,228
FBgn0266675,3,2,2,0
FBgn0266676,20,63,25,33
FBgn0266677,0,0,1,0
FBgn0266678,1,3,1,1
FBgn0266679,2,1,0,1
FBgn0266680,30,31,17,18
FBgn0266681,14,23,8,11
FBgn0266682,2,0,3,1
FBgn0266683,0,0,0,0
FBgn0266684,109,36,49,50
FBgn0266685,0,1,2,0
FBgn0266686,1,2,1,3
FBgn0266687,2,7,2,5
FBgn0266688,0,1,0,0
FBgn0266689,57,83,43,46
FBgn0266690,1,4,7,1
FBgn0266691,0,4,0,0
FBgn0266692,4,1,2,1
FBgn0266693,0,2,0,1
FBgn0266694,6,9,5,8
FBgn0266696,1841,3360,1895,1932
FBgn0266697,8,23,6,12
FBgn0266698,19,49,17,25
FBgn0266699,166,303,124,135
FBgn0266700,12,20,13,15
FBgn0266701,1,1,1,0
FBgn0266702,1,0,0,2
FBgn0266703,1,0,0,1
FBgn0266705,5,4,1,5
FBgn0266706,16,44,20,16
FBgn0266707,0,0,0,0
FBgn0266708,63,102,46,59
FBgn0266709,320,712,305,352
FBgn0266710,50,104,47,37
FBgn0266711,92,156,74,95
FBgn0266717,948,1904,915,919
FBgn0266719,249,495,260,224
FBgn0266720,396,724,381,352
FBgn0266721,12,24,4,6
FBgn0266722,24,48,21,25
FBgn0266723,106,213,99,108
FBgn0266724,103,202,134,130
FBgn0266725,1,2,1,0
FBgn0266726,7,17,3,292
FBgn0266727,13,8,4,10
FBgn0266728,0,0,1,0
FBgn0266729,5,4,1,0
FBgn0266730,2,9,3,8
FBgn0266731,0,0,0,0
FBgn0266732,1,2,0,1
FBgn0266733,0,3,0,1
FBgn0266734,0,0,0,0
FBgn0266735,9,9,9,5
FBgn0266736,9,15,5,4
FBgn0266737,46,107,37,46
FBgn0266738,0,0,1,1
FBgn0266739,2,11,6,8
FBgn0266740,0,0,0,0
FBgn0266741,5,5,3,6
FBgn0266742,3,20,5,3
FBgn0266743,0,1,0,1
FBgn0266744,233,421,173,188
FBgn0266745,63,140,62,61
FBgn0266747,4,3,1,1
FBgn0266748,0,5,0,3
FBgn0266749,0,4,2,1
FBgn0266750,57,121,62,66
FBgn0266751,0,1,0,0
FBgn0266752,0,0,0,0
FBgn0266753,51,112,60,48
FBgn0266756,125,246,157,103
FBgn0266757,6,10,3,7
FBgn0266758,702,1548,817,677
FBgn0266762,17,29,11,11
FBgn0266763,0,1,0,1
FBgn0266764,0,0,0,0
FBgn0266766,7,13,6,12
FBgn0266768,20,34,20,19
FBgn0266769,0,0,0,0
FBgn0266771,1,2,32,0
FBgn0266772,2,15,7,4
FBgn0266773,1,0,0,0
FBgn0266774,0,1,0,0
FBgn0266775,1,0,1,0
FBgn0266776,9,20,13,16
FBgn0266777,0,0,2,1
FBgn0266778,29,53,24,28
FBgn0266780,9,15,7,6
FBgn0266781,0,0,0,0
FBgn0266782,0,1,0,0
FBgn0266783,0,1,0,1
FBgn0266784,1,1,0,1
FBgn0266785,2,1,1,0
FBgn0266786,41,77,42,30
FBgn0266787,1,5,0,5
FBgn0266788,1,0,0,0
FBgn0266789,0,1,0,1
FBgn0266790,0,0,0,0
FBgn0266791,0,1,0,0
FBgn0266795,0,0,0,0
FBgn0266796,1,4,1,0
