Geneid,Chd1_Ctrl1,Chd1_Auxin1,Chd1_Ctrl2,Chd1_Auxin2
FBgn0267209,1,1,1,1
FBgn0267210,10,5,6,4
FBgn0267211,1,0,0,0
FBgn0267212,7,14,4,13
FBgn0267213,2,6,1,7
FBgn0267214,3,7,4,6
FBgn0267215,0,5,2,5
FBgn0267216,4,3,2,4
FBgn0267217,1,8,2,5
FBgn0267218,2,2,0,0
FBgn0267219,25,35,29,50
FBgn0267220,10,7,16,4
FBgn0267221,849,797,698,677
FBgn0267222,7,9,5,6
FBgn0267223,0,0,0,0
FBgn0267224,1,0,0,2
FBgn0267225,8,3,2,2
FBgn0267226,7,7,6,4
FBgn0267227,1,2,1,2
FBgn0267228,211,219,209,254
FBgn0267229,3,5,2,2
FBgn0267230,116,91,119,93
FBgn0267231,0,0,0,0
FBgn0267232,0,0,0,0
FBgn0267233,3,1,6,7
FBgn0267234,1,1,0,0
FBgn0267235,1,1,3,1
FBgn0267236,6,1,4,4
FBgn0267237,265,296,335,334
FBgn0267238,0,1,0,0
FBgn0267239,11,25,9,12
FBgn0267240,0,0,0,0
FBgn0267241,58,75,73,74
FBgn0267242,5,2,0,6
FBgn0267243,23,35,36,26
FBgn0267244,0,0,0,0
FBgn0267245,2,0,0,1
FBgn0267246,5,7,11,7
FBgn0267247,6,11,8,8
FBgn0267248,0,0,0,0
FBgn0267249,1,3,0,3
FBgn0267252,53,55,49,60
FBgn0267253,319,364,347,311
FBgn0267254,0,0,0,0
FBgn0267255,1,0,1,0
FBgn0267256,1,0,0,1
FBgn0267257,7,17,9,16
FBgn0267258,0,0,0,0
FBgn0267259,15,16,23,16
FBgn0267260,0,1,0,0
FBgn0267261,1,2,0,0
FBgn0267262,0,0,0,1
FBgn0267263,0,0,1,0
FBgn0267264,11,20,9,12
FBgn0267265,0,1,0,0
FBgn0267266,2,0,2,1
FBgn0267267,2,2,1,5
FBgn0267268,5,4,4,0
FBgn0267269,4,3,4,5
FBgn0267270,3,47,3,25
FBgn0267271,2,0,0,1
FBgn0267272,2,2,3,0
FBgn0267273,0,0,2,0
FBgn0267274,0,0,0,0
FBgn0267275,6,4,13,9
FBgn0267276,10,10,7,2
FBgn0267277,8,3,6,4
FBgn0267278,1,0,2,1
FBgn0267279,5,6,3,7
FBgn0267280,75,36,77,22
FBgn0267281,56,200,79,231
FBgn0267282,3,0,0,0
FBgn0267283,1,1,0,2
FBgn0267284,29,86,34,93
FBgn0267285,0,0,0,1
FBgn0267286,5,4,3,4
FBgn0267287,0,0,5,0
FBgn0267288,1,0,1,0
FBgn0267289,1,0,1,2
FBgn0267290,4,1,1,3
FBgn0267291,0,0,0,0
FBgn0267292,0,3,0,2
FBgn0267293,0,0,1,1
FBgn0267294,23,21,25,26
FBgn0267295,2,0,0,0
FBgn0267296,30,36,41,32
FBgn0267297,0,0,0,1
FBgn0267298,0,0,0,0
FBgn0267299,12,12,6,9
FBgn0267300,4,9,8,4
FBgn0267301,93,62,92,37
FBgn0267302,0,0,0,0
FBgn0267303,0,0,1,0
FBgn0267304,0,0,0,0
FBgn0267305,0,0,0,0
FBgn0267306,0,0,0,0
FBgn0267307,1,0,0,0
FBgn0267308,2,9,1,4
FBgn0267309,0,0,2,0
FBgn0267310,0,0,0,3
FBgn0267311,2,2,2,0
FBgn0267312,0,0,0,2
FBgn0267313,3,0,1,1
FBgn0267314,0,0,1,2
FBgn0267315,1,0,0,1
FBgn0267316,1,2,1,1
FBgn0267317,2,0,1,0
FBgn0267318,0,5,0,2
FBgn0267319,0,3,2,10
FBgn0267320,30,39,32,30
FBgn0267321,1,0,2,1
FBgn0267322,61,94,88,109
FBgn0267323,0,0,0,1
FBgn0267326,11,20,18,22
FBgn0267327,0,0,0,1
FBgn0267330,1328,1259,1595,1381
FBgn0267336,3831,3143,3686,3126
FBgn0267337,72,24,36,25
FBgn0267339,301,487,406,594
FBgn0267347,1951,2031,1746,1836
FBgn0267348,5629,5900,6000,6373
FBgn0267350,679,694,766,742
FBgn0267351,446,576,530,617
FBgn0267363,11,11,10,13
FBgn0267365,1197,1847,1472,1915
FBgn0267366,86,117,79,103
FBgn0267376,224,233,237,276
FBgn0267378,1010,847,1174,918
FBgn0267383,3,4,3,6
FBgn0267384,306,322,344,384
FBgn0267385,2942,2897,3424,3104
FBgn0267390,1522,1868,1774,2027
FBgn0267398,1718,1974,1714,2036
FBgn0267399,3,5,1,0
FBgn0267400,2,6,4,2
FBgn0267408,3203,3134,3934,3159
FBgn0267411,0,0,0,0
FBgn0267412,0,0,0,0
FBgn0267413,0,0,0,0
FBgn0267417,0,0,0,1
FBgn0267418,0,1,0,0
FBgn0267419,0,0,0,7
FBgn0267420,0,0,0,0
FBgn0267422,0,0,0,0
FBgn0267423,0,1,0,0
FBgn0267424,0,0,0,0
FBgn0267425,27,38,14,18
FBgn0267426,0,0,0,0
FBgn0267427,0,0,0,0
FBgn0267428,19,15,19,17
FBgn0267429,15,11,22,15
FBgn0267430,12,11,17,15
FBgn0267431,59,18,39,37
FBgn0267432,51,58,53,70
FBgn0267433,22,35,30,21
FBgn0267435,76,103,79,82
FBgn0267438,0,0,1,1
FBgn0267439,120,90,121,97
FBgn0267440,5,6,2,2
FBgn0267441,5,4,12,9
FBgn0267442,0,2,0,1
FBgn0267443,93,103,111,112
FBgn0267444,0,0,1,1
FBgn0267445,0,1,2,0
FBgn0267446,0,0,0,1
FBgn0267447,0,0,0,0
FBgn0267448,39,41,47,41
FBgn0267449,6,9,5,21
FBgn0267450,10,18,20,13
FBgn0267451,13,14,12,8
FBgn0267452,6,19,7,9
FBgn0267453,4,1,2,3
FBgn0267454,203,166,166,178
FBgn0267455,76,85,88,115
FBgn0267456,0,0,0,0
FBgn0267457,5,7,6,8
FBgn0267458,139,124,94,106
FBgn0267459,1,1,0,2
FBgn0267460,1,0,0,0
FBgn0267461,306,331,302,301
FBgn0267462,17,32,24,21
FBgn0267463,113,150,142,150
FBgn0267464,7,9,8,6
FBgn0267465,29,53,27,29
FBgn0267469,28,41,41,28
FBgn0267470,230,166,298,212
FBgn0267471,0,2,3,2
FBgn0267472,12,12,16,10
FBgn0267473,41,23,35,25
FBgn0267474,5,9,3,10
FBgn0267475,3,0,1,3
FBgn0267476,0,1,2,1
FBgn0267477,20,26,23,29
FBgn0267478,0,0,0,0
FBgn0267479,0,1,0,1
FBgn0267480,1,0,2,1
FBgn0267481,12,10,11,18
FBgn0267482,0,0,2,1
FBgn0267483,30,39,19,26
FBgn0267484,24,15,29,16
FBgn0267485,11,4,10,8
FBgn0267486,1,0,2,5
FBgn0267487,984,1001,1102,1207
FBgn0267488,950,947,1023,976
FBgn0267489,934,846,1056,940
FBgn0267490,0,0,0,0
FBgn0267491,0,0,0,0
FBgn0267492,1,1,0,2
FBgn0267493,0,0,0,0
FBgn0267494,0,0,1,0
FBgn0267495,17,11,14,12
FBgn0267496,0,0,0,0
FBgn0267497,0,0,0,0
FBgn0267498,0,0,0,0
FBgn0267499,0,0,0,0
FBgn0267500,0,0,0,0
FBgn0267501,0,0,0,0
FBgn0267502,0,0,0,0
FBgn0267503,0,0,0,0
FBgn0267504,0,0,0,0
FBgn0267505,10527,12609,11690,12870
FBgn0267506,55,58,43,70
FBgn0267507,2,4,0,7
FBgn0267508,1207,1863,810,2341
FBgn0267509,0,2,1,2
FBgn0267510,0,1,0,1
FBgn0267511,830,922,1207,1150
FBgn0267512,0,0,0,0
FBgn0267513,165,166,166,166
FBgn0267514,210,265,400,665
FBgn0267515,1936,1536,1446,1352
FBgn0267516,2273,2195,2998,1820
FBgn0267517,6,7,7,13
FBgn0267518,1,0,0,68
FBgn0267519,4727,5888,5939,8985
FBgn0267520,204,574,290,236
FBgn0267521,0,0,0,0
FBgn0267522,0,0,0,0
FBgn0267523,38,42,27,46
FBgn0267524,345,750,1243,515
FBgn0267525,0,0,0,0
FBgn0267526,3,1,8,1
FBgn0267527,0,2,0,5
FBgn0267528,6,9,9,12
FBgn0267529,0,0,0,0
FBgn0267530,10,16,10,15
FBgn0267531,6,2,0,0
FBgn0267532,0,0,0,0
FBgn0267533,14,27,15,15
FBgn0267534,146,121,157,115
FBgn0267535,0,0,0,0
FBgn0267536,1,1,1,0
FBgn0267537,3,3,1,3
FBgn0267538,1,2,1,0
FBgn0267539,2,0,1,0
FBgn0267540,0,0,0,0
FBgn0267541,1,1,2,3
FBgn0267542,0,3,0,1
FBgn0267543,0,0,0,0
FBgn0267544,1,0,0,0
FBgn0267545,2,3,2,3
FBgn0267546,0,0,0,0
FBgn0267547,1,0,2,3
FBgn0267548,3,2,3,7
FBgn0267549,104,114,126,160
FBgn0267550,0,2,0,0
FBgn0267551,0,0,0,0
FBgn0267552,1,2,0,1
FBgn0267553,0,0,0,0
FBgn0267554,1,0,4,0
FBgn0267555,2,2,5,5
FBgn0267556,5,9,7,6
FBgn0267557,90,152,86,123
FBgn0267558,11,16,17,18
FBgn0267559,3,5,2,1
FBgn0267560,0,1,0,0
FBgn0267561,0,0,0,0
FBgn0267562,2,0,1,1
FBgn0267563,1,0,2,0
FBgn0267564,0,0,1,1
FBgn0267565,1,0,1,0
FBgn0267566,14,2,1,4
FBgn0267567,110,158,144,176
FBgn0267568,711,923,705,855
FBgn0267569,0,0,2,2
FBgn0267570,154,185,170,146
FBgn0267571,153,179,155,162
FBgn0267572,49,47,37,32
FBgn0267573,94,71,70,56
FBgn0267574,534,386,568,458
FBgn0267575,0,0,0,0
FBgn0267576,6,8,6,7
FBgn0267577,0,0,0,0
FBgn0267578,0,1,3,1
FBgn0267579,2,2,1,5
FBgn0267580,1,5,0,5
FBgn0267581,10,5,10,14
FBgn0267582,4,3,9,9
FBgn0267585,170,211,192,175
FBgn0267586,1,2,1,5
FBgn0267587,48,59,48,50
FBgn0267588,18,30,29,28
FBgn0267589,0,0,0,0
FBgn0267590,109,155,116,185
FBgn0267591,0,1,0,1
FBgn0267592,9,2,4,6
FBgn0267593,3,5,3,3
FBgn0267594,0,0,0,0
FBgn0267595,0,0,0,0
FBgn0267596,0,0,0,0
FBgn0267597,0,0,0,1
FBgn0267598,29,15,21,19
FBgn0267599,14,6,7,9
FBgn0267600,46,106,72,110
FBgn0267601,24,41,38,45
FBgn0267602,14,30,21,31
FBgn0267603,0,0,1,0
FBgn0267604,40,63,41,51
FBgn0267605,0,0,0,0
FBgn0267606,5,4,2,4
FBgn0267607,0,0,0,0
FBgn0267608,3,1,0,0
FBgn0267609,0,0,0,0
FBgn0267610,0,0,0,0
FBgn0267611,22,32,29,46
FBgn0267612,0,0,0,0
FBgn0267613,7,5,3,10
FBgn0267614,9,16,12,11
FBgn0267615,20,24,8,19
FBgn0267616,4,3,3,3
FBgn0267617,5,16,9,12
FBgn0267618,43,75,50,78
FBgn0267619,2,8,3,12
FBgn0267620,1,0,0,0
FBgn0267621,20,29,25,33
FBgn0267622,1,9,6,7
FBgn0267623,3,3,7,8
FBgn0267624,698,851,675,707
FBgn0267625,219,290,253,231
FBgn0267626,246,333,268,277
FBgn0267627,351,476,365,429
FBgn0267628,2,2,1,2
FBgn0267629,4,1,3,1
FBgn0267630,0,0,0,0
FBgn0267631,165,263,163,339
FBgn0267632,1,1,4,2
FBgn0267633,73,15,63,12
FBgn0267634,18,7,17,3
FBgn0267635,1095,1192,1065,1400
FBgn0267636,0,0,0,0
FBgn0267637,0,0,0,0
FBgn0267638,0,1,0,0
FBgn0267639,1,0,3,1
FBgn0267640,0,2,2,2
FBgn0267641,11,17,14,9
FBgn0267642,0,1,1,0
FBgn0267643,4,8,8,8
FBgn0267644,10,5,5,9
FBgn0267645,2,0,2,2
FBgn0267646,0,0,0,1
FBgn0267647,15,21,22,18
FBgn0267648,0,0,0,0
FBgn0267649,0,0,0,0
FBgn0267650,0,0,0,0
FBgn0267651,0,0,0,0
FBgn0267652,0,0,0,0
FBgn0267653,1,0,0,0
FBgn0267655,33,64,50,48
FBgn0267656,35,46,31,36
FBgn0267657,0,0,0,0
FBgn0267658,1,0,2,0
FBgn0267659,3,5,5,1
FBgn0267660,2,3,2,8
FBgn0267661,174,218,182,227
FBgn0267662,1,0,0,2
FBgn0267663,1,0,0,0
FBgn0267664,23,31,42,33
FBgn0267665,14,14,15,18
FBgn0267666,7,2,6,8
FBgn0267667,10,6,7,10
FBgn0267668,2370,2332,2451,2619
FBgn0267671,11,0,4,12
FBgn0267672,2,2,2,1
FBgn0267673,1,3,3,0
FBgn0267674,2,3,1,2
FBgn0267675,18,15,23,10
FBgn0267676,167,129,153,127
FBgn0267677,0,0,0,0
FBgn0267678,1,0,2,0
FBgn0267679,73,61,115,88
FBgn0267680,3,3,6,4
FBgn0267681,0,0,2,5
FBgn0267682,2,1,2,1
FBgn0267683,12,4,8,8
FBgn0267684,2,0,0,1
FBgn0267685,7,3,3,3
FBgn0267686,5,6,5,3
FBgn0267687,12,5,7,3
FBgn0267688,0,1,0,5
FBgn0267689,8,9,4,10
FBgn0267690,1,0,0,1
FBgn0267691,3,4,1,2
FBgn0267692,3,3,1,2
FBgn0267693,47,34,56,47
FBgn0267694,0,0,2,0
FBgn0267695,3,9,4,15
FBgn0267696,1,7,0,0
FBgn0267697,14,20,11,18
FBgn0267698,1453,1662,1613,1883
FBgn0267701,0,0,0,0
FBgn0267702,1123,1345,1255,1392
FBgn0267703,413,473,463,517
FBgn0267704,90,85,98,114
FBgn0267705,0,1,0,0
FBgn0267706,1,1,2,2
FBgn0267707,3,0,3,1
FBgn0267708,16,19,19,23
FBgn0267709,7,5,6,6
FBgn0267710,0,0,0,0
FBgn0267711,58,70,71,68
FBgn0267712,7,12,6,5
FBgn0267713,3,4,3,2
FBgn0267714,1,0,0,0
FBgn0267715,14,14,28,17
FBgn0267716,0,1,0,0
FBgn0267717,6,3,6,2
FBgn0267719,2,0,0,1
FBgn0267720,0,0,0,0
FBgn0267721,0,0,0,0
FBgn0267722,100,84,85,78
FBgn0267723,55,66,61,56
FBgn0267724,83,86,78,77
FBgn0267725,2,2,2,0
FBgn0267726,7,8,8,7
FBgn0267728,169,224,181,231
FBgn0267729,142,102,181,112
FBgn0267730,322,297,354,331
FBgn0267731,3,1,3,3
FBgn0267732,10,7,16,10
FBgn0267733,682,939,792,946
FBgn0267734,29,5,32,7
FBgn0267735,60,63,47,66
FBgn0267736,4,4,0,9
FBgn0267737,0,0,0,0
FBgn0267738,2,1,0,0
FBgn0267739,2,1,3,8
FBgn0267740,1,0,1,0
FBgn0267741,0,0,0,0
FBgn0267742,28,18,20,25
FBgn0267743,0,0,0,0
FBgn0267744,28,43,25,46
FBgn0267745,2,1,0,3
FBgn0267746,0,0,1,0
FBgn0267747,1,1,1,0
FBgn0267748,0,0,0,0
FBgn0267749,0,0,0,0
FBgn0267750,0,0,0,0
FBgn0267751,1,0,0,1
FBgn0267752,24,52,29,36
FBgn0267753,67,101,79,91
FBgn0267754,112,121,174,158
FBgn0267755,1,3,3,0
FBgn0267756,0,0,1,0
FBgn0267757,0,0,1,1
FBgn0267758,1079,949,1125,909
FBgn0267759,83,102,89,89
FBgn0267760,15,11,14,10
FBgn0267761,96,112,118,98
FBgn0267762,541,571,553,679
FBgn0267763,98,69,86,67
FBgn0267764,29,19,28,20
FBgn0267765,2,1,0,1
FBgn0267766,9,9,8,4
FBgn0267767,1,1,2,0
FBgn0267768,2,3,1,1
FBgn0267769,42,47,52,44
FBgn0267770,2,3,2,2
FBgn0267771,17,8,20,10
FBgn0267772,36,2,35,1
FBgn0267773,88,119,95,103
FBgn0267774,28,23,29,36
FBgn0267775,2,2,1,1
FBgn0267776,0,0,1,0
FBgn0267777,6,3,7,7
FBgn0267778,55,67,48,74
FBgn0267779,472,542,532,593
FBgn0267780,23,31,31,27
FBgn0267781,39,70,73,80
FBgn0267782,1,5,1,4
FBgn0267783,67,129,72,89
FBgn0267785,4,3,1,1
FBgn0267786,2,4,2,3
FBgn0267787,1,6,5,3
FBgn0267788,2,1,1,1
FBgn0267789,1,3,0,8
FBgn0267790,1073,1009,1119,979
FBgn0267791,751,827,753,799
FBgn0267792,5260,6662,5912,6645
FBgn0267793,55,88,79,75
FBgn0267794,6,9,13,6
FBgn0267795,2573,3019,2673,2854
FBgn0267796,22,28,23,22
FBgn0267797,5,7,7,7
FBgn0267798,40,28,43,38
FBgn0267799,0,0,1,1
FBgn0267800,25,4,18,9
FBgn0267801,1,1,3,3
FBgn0267802,1,6,5,4
FBgn0267803,5,11,6,10
FBgn0267804,0,0,0,0
FBgn0267805,1,1,0,0
FBgn0267806,0,1,2,1
FBgn0267807,2,0,1,0
FBgn0267808,8,5,5,7
FBgn0267809,21,16,16,18
FBgn0267810,65,86,78,111
FBgn0267811,27,44,27,50
FBgn0267812,16,11,11,13
FBgn0267813,0,2,0,1
FBgn0267814,25,42,30,67
FBgn0267815,47,54,48,55
FBgn0267816,52,36,48,39
FBgn0267817,0,3,0,2
FBgn0267818,7,6,2,4
FBgn0267819,22,22,18,20
FBgn0267820,52,52,70,48
FBgn0267821,944,858,977,979
FBgn0267823,414,629,478,734
FBgn0267824,3309,2204,3753,2611
FBgn0267826,24,29,31,31
FBgn0267827,5,0,4,3
FBgn0267828,2555,2479,2761,2808
FBgn0267468,2,4,0,0
FBgn0267849,452,630,557,731
FBgn0267861,937,1177,1023,1014
FBgn0267862,1,3,1,1
FBgn0267863,0,1,0,1
FBgn0267864,1,2,1,1
FBgn0267865,0,0,0,0
FBgn0267866,0,0,0,0
FBgn0267867,0,0,0,0
FBgn0267868,8,9,4,6
FBgn0267869,2,1,1,1
FBgn0267870,2,0,1,3
FBgn0267871,3,1,0,0
FBgn0267872,0,0,1,0
FBgn0267873,0,0,0,0
FBgn0267874,0,0,0,0
FBgn0267875,0,1,2,0
FBgn0267876,2,0,0,0
FBgn0267877,0,0,1,1
FBgn0267878,0,0,0,0
FBgn0267879,0,1,0,3
FBgn0267880,0,0,0,0
FBgn0267881,0,0,0,0
FBgn0267882,0,0,0,0
FBgn0267883,0,0,0,0
FBgn0267884,0,0,0,0
FBgn0267885,0,0,0,0
FBgn0267886,0,0,0,0
FBgn0267887,0,0,0,0
FBgn0267888,0,0,0,0
FBgn0267889,0,0,0,0
FBgn0267890,0,0,0,0
FBgn0267891,1,0,0,0
FBgn0267892,0,0,0,0
FBgn0267893,0,0,0,0
FBgn0267894,1,0,1,0
FBgn0267895,1,1,0,0
FBgn0267896,5,1,2,3
FBgn0267897,1,1,1,0
FBgn0267898,6,3,7,7
FBgn0267899,0,1,0,0
FBgn0267900,2,2,2,2
FBgn0267901,1,0,1,0
FBgn0267902,3,1,0,1
FBgn0267903,0,0,0,0
FBgn0267904,0,0,0,0
FBgn0267905,3,0,0,2
FBgn0267910,789,722,937,829
FBgn0267912,1333,1365,1392,1536
FBgn0267913,727,821,822,862
FBgn0267914,5,2,7,6
FBgn0267915,128,78,131,80
FBgn0267916,5,9,2,4
FBgn0267917,0,0,2,3
FBgn0267918,10,2,2,3
FBgn0267919,1,1,2,5
FBgn0267921,2,0,3,2
FBgn0267922,1,2,1,0
FBgn0267923,1097,799,1151,933
FBgn0267924,3,7,6,6
FBgn0267925,2,1,2,0
FBgn0267926,1,0,1,0
FBgn0267927,3,6,4,5
FBgn0267928,2,2,1,3
FBgn0267929,0,2,1,2
FBgn0267930,2,1,0,0
FBgn0267932,0,0,0,0
FBgn0267933,1,2,1,2
FBgn0267934,85,291,28,14
FBgn0267935,1,0,2,0
FBgn0267936,12,8,11,9
FBgn0267937,2,1,3,1
FBgn0267938,9,6,11,18
FBgn0267939,4,1,2,2
FBgn0267940,0,0,1,1
FBgn0267941,0,1,0,0
FBgn0267944,0,1,0,1
FBgn0267945,1,3,0,3
FBgn0267946,0,0,0,0
FBgn0267947,2,2,3,5
FBgn0267948,1,0,0,0
FBgn0267949,2,4,3,6
FBgn0267950,0,0,0,0
FBgn0267951,1,1,2,1
FBgn0267952,0,3,2,1
FBgn0267953,0,3,0,0
FBgn0267954,3,4,2,5
FBgn0267955,1,5,17,0
FBgn0267956,1,4,1,4
FBgn0267957,0,1,1,0
FBgn0267958,2,2,1,1
FBgn0267959,0,0,0,1
FBgn0267960,6,7,1,5
FBgn0267961,0,0,0,0
FBgn0267962,3,3,1,3
FBgn0267963,30,36,40,37
FBgn0267964,0,0,0,0
FBgn0267965,0,0,0,1
FBgn0267966,2,5,2,4
FBgn0267967,12,9,11,7
FBgn0267969,1,4,2,4
FBgn0267970,0,3,1,2
FBgn0267972,608,499,640,550
FBgn0267975,1250,1263,1447,1296
FBgn0267976,701,788,782,908
FBgn0267977,192,258,276,271
FBgn0267978,15814,17315,15830,15853
FBgn0267982,120,139,90,115
FBgn0267983,84,45,87,53
FBgn0267984,7,17,25,13
FBgn0267985,5,2,9,12
FBgn0267986,72,157,75,181
FBgn0267987,2,2,1,3
FBgn0267988,210,213,229,213
FBgn0267989,18,21,16,14
FBgn0267990,16,24,20,19
FBgn0267991,280,344,284,295
FBgn0267992,221,200,231,204
FBgn0267993,5,16,8,8
FBgn0267994,0,1,0,0
FBgn0267995,0,0,1,1
FBgn0267996,5,6,6,2
FBgn0268063,34,50,31,45
FBgn0270924,431,513,546,568
FBgn0270925,92,98,102,93
FBgn0270926,6080,6067,5856,6967
FBgn0270927,258,302,337,308
FBgn0270928,9,3,6,6
FBgn0275432,2,0,2,2
FBgn0275433,0,0,0,0
FBgn0275434,0,1,1,0
FBgn0275436,319,330,403,380
FBgn0278597,1,2,2,1
FBgn0278598,193,150,208,125
FBgn0278599,1,1,1,3
FBgn0278600,2,3,1,1
FBgn0278604,951,950,1036,1049
FBgn0278608,1270,1267,1354,1387
FBgn0283426,107,178,104,159
FBgn0283427,6621,9443,6982,9093
FBgn0283428,13,15,13,19
FBgn0283429,0,0,0,0
FBgn0283430,0,0,0,0
FBgn0283431,0,0,0,0
FBgn0283432,0,0,0,0
FBgn0283433,0,0,0,0
FBgn0283434,0,0,0,0
FBgn0283435,1,0,3,0
FBgn0283437,41,6,40,5
FBgn0283438,2650,2212,2845,2325
FBgn0283439,243,255,264,221
FBgn0283440,0,5,5,1
FBgn0283442,1,2,0,0
FBgn0283450,25,35,34,23
FBgn0283451,1379,1472,1405,1472
FBgn0283461,752,707,809,948
FBgn0283467,170,184,219,164
FBgn0283468,1098,1243,1176,1333
FBgn0283469,803,736,792,785
FBgn0283471,24,31,22,23
FBgn0283472,2524,2505,2545,2632
FBgn0283473,218,229,235,245
FBgn0283476,211,225,215,213
FBgn0283477,1888,1795,2047,1998
FBgn0283478,759,796,877,867
FBgn0283479,4,5,6,7
FBgn0283480,6,8,4,1
FBgn0283494,8,11,4,8
FBgn0283499,4610,4831,4555,5113
FBgn0283500,811,962,911,1099
FBgn0283501,8,6,21,10
FBgn0283503,752,861,804,923
FBgn0283508,16,7,11,17
FBgn0283509,485,509,542,679
FBgn0283510,381,513,406,472
FBgn0283521,11876,14272,12582,15121
FBgn0283525,443,437,432,429
FBgn0283531,637,449,753,549
FBgn0283535,1328,1515,1542,1619
FBgn0283536,1536,1567,1607,1750
FBgn0283545,190,684,211,822
FBgn0283625,2,4,2,1
FBgn0283626,1,4,1,1
FBgn0283627,2,1,2,0
FBgn0283649,319,352,348,373
FBgn0283651,15,31,19,25
FBgn0283652,463,576,525,594
FBgn0283657,2695,2720,2594,2671
FBgn0283658,609,559,800,693
FBgn0283659,212,215,226,234
FBgn0283666,501,785,573,891
FBgn0283678,138,198,147,215
FBgn0283680,2619,2616,2712,2978
FBgn0283681,158,149,161,177
FBgn0283682,978,1177,1016,1177
FBgn0283712,558,654,693,764
FBgn0283724,563,670,638,682
FBgn0283728,5,3,2,1
FBgn0283741,4517,4731,5367,5872
FBgn0284080,16,10,11,12
FBgn0284081,6,2,7,3
FBgn0284082,2,0,1,1
FBgn0284083,0,0,0,0
FBgn0284084,316,359,330,405
FBgn0284220,1614,1868,1709,2011
FBgn0284221,2179,2126,2476,2398
FBgn0284222,0,0,0,0
FBgn0284223,0,0,0,0
FBgn0284224,0,0,0,0
FBgn0284225,0,0,0,0
FBgn0284226,0,0,0,0
FBgn0284227,0,0,0,0
FBgn0284228,0,0,0,0
FBgn0284229,0,0,0,0
FBgn0284230,0,0,0,0
FBgn0284231,0,0,0,0
FBgn0284232,0,0,0,0
FBgn0284233,0,0,0,0
FBgn0284234,0,0,0,0
FBgn0284235,0,0,0,0
FBgn0284236,0,0,0,0
FBgn0284237,0,0,0,0
FBgn0284238,4,1,8,5
FBgn0284243,6075,6127,4991,5455
FBgn0284244,12,12,21,6
FBgn0284245,4174,4603,4184,4700
FBgn0284246,809,1188,974,1149
FBgn0284247,35,55,47,54
FBgn0284248,2979,2272,2827,3096
FBgn0284249,1229,1259,1195,1381
FBgn0284251,702,693,733,726
FBgn0284252,804,1372,909,1617
FBgn0284253,1788,1444,1936,1577
FBgn0284254,94,88,92,100
FBgn0284255,615,690,681,750
FBgn0284256,2098,2388,2301,2378
FBgn0284257,1426,1595,1439,1684
FBgn0284408,1166,1734,1424,1910
FBgn0284409,1,0,3,0
FBgn0284410,0,0,1,0
FBgn0284411,1,1,6,2
FBgn0284412,3,1,1,5
FBgn0284413,1,2,2,1
FBgn0284414,2,1,1,3
FBgn0284415,0,0,0,0
FBgn0284416,1,2,2,2
FBgn0284417,0,0,0,1
FBgn0284418,0,0,0,1
FBgn0284419,5,0,1,2
FBgn0284420,0,0,1,0
FBgn0284421,613,781,681,838
FBgn0284435,5,10,4,10
FBgn0284436,1134,1337,1224,1430
FBgn0284442,281,347,264,311
FBgn0284444,36,48,40,52
FBgn0285879,22,26,17,25
FBgn0285892,679,782,737,857
FBgn0285896,68,102,88,89
FBgn0285910,631,586,696,650
FBgn0285911,403,400,460,413
FBgn0285912,56,55,47,75
FBgn0285913,4179,3667,4532,3672
FBgn0285917,3130,3539,3459,3705
FBgn0285925,208,313,206,306
FBgn0285926,3064,2995,3124,3279
FBgn0285937,1057,1084,1114,1153
FBgn0285938,2,3,3,2
FBgn0285940,3,3,2,1
FBgn0285941,0,0,0,0
FBgn0285943,1,1,0,0
FBgn0285944,939,1134,880,1185
FBgn0285947,1277,1166,1542,1211
FBgn0285948,1269,1100,1384,1211
FBgn0285949,1242,1420,1335,1406
FBgn0285950,1872,1893,2048,1919
FBgn0285951,80,125,119,129
FBgn0285952,1082,1332,953,1392
FBgn0285954,1257,1293,1418,1381
FBgn0285955,1449,1233,1780,1512
FBgn0285958,0,0,0,0
FBgn0285959,0,0,0,0
FBgn0285963,2909,2995,3184,2187
FBgn0285966,0,0,0,0
FBgn0285969,0,0,0,0
FBgn0285970,0,0,0,0
FBgn0285971,817,841,1008,905
FBgn0285991,1104,1255,1437,1478
FBgn0285992,21,28,16,33
FBgn0285993,0,0,0,0
FBgn0285994,0,0,0,0
FBgn0286027,570,704,702,807
FBgn0286028,8,1,5,1
FBgn0286029,0,0,0,0
FBgn0286030,3,3,2,9
FBgn0286031,0,2,0,0
FBgn0286032,4,8,5,6
FBgn0286033,0,1,0,0
FBgn0286034,1119,1094,1084,911
FBgn0286035,186,177,228,203
FBgn0286036,0,0,0,0
FBgn0286037,24,32,21,28
FBgn0286038,2,1,0,0
FBgn0286039,5,11,5,6
FBgn0286040,29,32,29,21
FBgn0286041,19,20,16,16
FBgn0286042,305,391,389,361
FBgn0286051,525,463,509,562
FBgn0286070,1234,1550,1364,1625
FBgn0286071,858,1260,889,1382
FBgn0286075,1398,1203,1637,1534
FBgn0286198,1097,839,1187,948
FBgn0286199,7,14,11,15
FBgn0286203,322,393,372,345
FBgn0286204,103,56,80,57
FBgn0286213,1091,946,1174,1096
FBgn0286222,423,536,447,534
FBgn0286506,515,515,594,595
FBgn0286507,332,314,383,317
FBgn0286508,0,0,0,0
FBgn0286511,2781,3432,2816,3591
